27.6120, 0.07, 3.24, 0.00, -3.33, 0.00, -3.27, -0.00, 0.07, 0.07, 3.46, 0.31, 0.01, 0.08, 3.49, 0.07, 3.21, 1.3548, -0.0065, -0.0061, -0.0000, nan, 0.0061, 1.6101, 1.2470, 0
30.3750, 0.07, 3.24, 0.00, -3.28, 0.00, -3.22, -0.00, 0.04, 0.07, 3.47, 0.38, 0.03, 0.08, 3.47, 0.07, 3.18, 1.3193, -0.0064, -0.0060, -0.0000, nan, 0.0601, 1.5755, 1.2168, 0
33.1360, 0.07, 3.21, 0.00, -3.30, 0.00, -3.23, -0.00, 0.04, 0.07, 3.44, 0.44, 0.01, 0.08, 3.47, 0.06, 3.17, 1.3191, -0.0063, -0.0061, -0.0000, nan, 0.0150, 1.5465, 1.1905, 0
35.8990, 0.07, 3.20, 0.00, -3.32, 0.00, -3.21, -0.00, 0.01, 0.07, 3.41, 0.51, 0.00, 0.08, 3.37, 0.06, 3.12, 1.3003, -0.0063, -0.0060, -0.0000, nan, 0.0038, 1.4949, 1.1653, 0
38.6610, 0.07, 3.18, 0.00, -3.26, 0.00, -3.20, -0.00, 0.08, 0.07, 3.43, 0.58, 0.00, 0.08, 3.42, 0.06, 3.08, 1.2855, -0.0063, -0.0060, -0.0000, nan, 0.0009, 1.5154, 1.1497, 0
41.4240, 0.07, 3.17, 0.00, -3.24, 0.00, -3.20, -0.00, 0.02, 0.07, 3.41, 0.64, 0.03, 0.08, 3.40, 0.06, 3.07, 1.2818, -0.0061, -0.0060, -0.0000, nan, 0.0979, 1.5292, 1.1278, 0
44.1860, 0.07, 3.14, 0.00, -3.26, 0.00, -3.20, -0.00, 0.05, 0.07, 3.40, 0.71, 0.01, 0.07, 3.43, 0.06, 3.07, 1.2708, -0.0062, -0.0059, -0.0000, nan, 0.0245, 1.4842, 1.1403, 0
46.9490, 0.07, 3.14, 0.00, -3.21, 0.00, -3.15, -0.00, 0.06, 0.07, 3.40, 0.77, 0.08, 0.07, 3.36, 0.06, 3.02, 1.2680, -0.0061, -0.0058, -0.0000, nan, 0.3553, 1.4600, 1.0889, 0
49.7120, 0.07, 3.11, 0.00, -3.23, 0.00, -3.14, -0.00, 0.02, 0.07, 3.35, 0.84, 0.12, 0.07, 3.34, 0.06, 2.98, 1.2573, -0.0061, -0.0058, -0.0000, nan, 0.5951, 1.4538, 1.0848, 0
52.4750, 0.07, 3.13, 0.00, -3.21, 0.00, -3.13, -0.00, 0.05, 0.07, 3.36, 0.91, 0.20, 0.07, 3.36, 0.06, 2.97, 1.2647, -0.0061, -0.0057, -0.0000, nan, 1.1003, 1.4632, 1.0673, 0
55.2370, 0.07, 3.11, 0.00, -3.23, 0.00, -3.16, -0.00, 0.01, 0.07, 3.34, 0.92, 0.15, 0.07, 3.34, 0.06, 2.94, 1.2565, -0.0061, -0.0058, -0.0000, nan, 0.8188, 1.4547, 1.0535, 0
58.0010, 0.07, 3.08, 0.00, -3.21, 0.00, -3.14, -0.00, 0.00, 0.07, 3.36, 0.98, 0.19, 0.07, 3.31, 0.11, 2.84, 1.2264, -0.0061, -0.0057, -0.0000, nan, 1.0789, 1.4416, 1.8349, 0
60.7640, 0.07, 3.07, 0.00, -3.20, 0.00, -3.08, -0.00, 0.03, 0.06, 3.37, 1.04, 0.15, 0.07, 3.33, 0.17, 2.71, 1.2368, -0.0061, -0.0056, -0.0000, nan, 0.8916, 1.4493, 2.7056, 0
63.5270, 0.07, 3.07, 0.00, -3.20, 0.00, -3.12, -0.00, 0.03, 0.06, 3.37, 1.01, 0.16, 0.07, 3.31, 0.23, 2.68, 1.2394, -0.0061, -0.0056, -0.0000, nan, 0.9510, 1.4404, 3.6733, 0
66.2890, 0.07, 3.07, 0.00, -3.20, 0.00, -3.08, -0.00, 0.03, 0.06, 3.37, 1.05, 0.17, 0.07, 3.33, 0.30, 2.59, 1.2401, -0.0060, -0.0056, -0.0000, nan, 1.0151, 1.4295, 4.5850, 0
69.0530, 0.07, 3.07, 0.00, -3.20, 0.00, -3.07, -0.00, 0.06, 0.06, 3.37, 1.01, 0.14, 0.07, 3.33, 0.32, 2.62, 1.2223, -0.0060, -0.0055, -0.0000, nan, 0.8358, 1.4267, 4.8932, 0
71.8160, 0.06, 3.07, 0.00, -3.20, 0.00, -3.07, -0.00, 0.06, 0.06, 3.34, 1.05, 0.14, 0.07, 3.31, 0.32, 2.63, 1.1639, -0.0060, -0.0055, -0.0000, nan, 0.8308, 1.4347, 4.9694, 0
74.5800, 0.11, 2.97, 0.00, -3.20, 0.00, -3.07, -0.00, 0.02, 0.07, 3.36, 1.11, 0.18, 0.07, 3.28, 0.32, 2.66, 1.9888, -0.0060, -0.0055, -0.0000, nan, 1.1991, 1.4258, 5.0517, 0
77.3420, 0.18, 2.89, 0.00, -3.20, 0.00, -3.07, -0.00, 0.00, 0.06, 3.34, 1.12, 0.15, 0.07, 3.24, 0.32, 2.69, 2.9796, -0.0060, -0.0055, -0.0000, nan, 0.9615, 1.4127, 5.1199, 0
80.1060, 0.24, 2.82, 0.00, -3.20, 0.00, -3.09, -0.00, 0.05, 0.06, 3.34, 1.08, 0.16, 0.07, 3.29, 0.33, 2.62, 3.9735, -0.0060, -0.0055, -0.0000, nan, 1.0177, 1.4312, 4.9941, 0
82.8700, 0.31, 2.76, 0.00, -3.20, 0.00, -3.05, -0.00, 0.01, 0.06, 3.36, 1.07, 0.22, 0.07, 3.27, 0.33, 2.66, 4.9619, -0.0060, -0.0055, -0.0000, nan, 1.3427, 1.4249, 5.0579, 0
85.6330, 0.37, 2.71, 0.00, -3.20, 0.00, -3.06, -0.00, 0.00, 0.06, 3.36, 1.01, 0.20, 0.07, 3.32, 0.32, 2.66, 5.9201, -0.0060, -0.0055, -0.0000, nan, 1.2099, 1.4061, 5.0582, 0
88.3960, 0.44, 2.68, 0.00, -3.18, 0.00, -3.07, -0.00, 0.00, 0.06, 3.34, 1.00, 0.23, 0.07, 3.28, 0.32, 2.62, 6.8675, -0.0059, -0.0055, -0.0000, nan, 1.3196, 1.3992, 4.9787, 0
91.1600, 0.51, 2.64, 0.00, -3.12, 0.00, -3.04, -0.00, 0.00, 0.06, 3.34, 0.99, 0.21, 0.07, 3.24, 0.33, 2.60, 7.8240, -0.0057, -0.0054, -0.0000, nan, 1.2018, 1.4060, 4.9589, 0
93.9230, 0.52, 2.69, 0.00, -3.18, 0.00, -3.04, -0.00, 0.00, 0.06, 3.33, 0.99, 0.18, 0.07, 3.24, 0.33, 2.60, 8.2175, -0.0059, -0.0053, -0.0000, nan, 1.0286, 1.3892, 4.9539, 0
96.6870, 0.53, 2.75, 0.00, -3.12, 0.00, -3.03, -0.00, 0.03, 0.06, 3.31, 1.04, 0.17, 0.07, 3.23, 0.32, 2.65, 8.4706, -0.0058, -0.0053, -0.0000, nan, 1.0345, 1.3279, 5.0010, 0
99.4500, 0.53, 2.71, 0.00, -3.10, 0.00, -3.03, -0.00, 0.08, 0.06, 3.33, 1.06, 0.17, 0.07, 3.23, 0.32, 2.66, 8.3792, -0.0057, -0.0053, -0.0000, nan, 1.0359, 1.3508, 5.0285, 0
102.2130, 0.53, 2.75, 0.00, -3.15, 0.00, -3.01, -0.00, 0.05, 0.06, 3.33, 1.11, 0.14, 0.07, 3.23, 0.32, 2.59, 8.5110, -0.0057, -0.0053, -0.0000, nan, 0.9199, 1.3566, 4.9237, 0
104.9770, 0.53, 2.79, 0.00, -3.14, 0.00, -2.98, -0.00, 0.04, 0.06, 3.31, 1.17, 0.14, 0.07, 3.21, 0.32, 2.57, 8.6212, -0.0058, -0.0052, -0.0000, nan, 0.9300, 1.3471, 4.8826, 0
107.7410, 0.53, 2.75, 0.00, -3.16, 0.00, -2.99, -0.00, 0.01, 0.06, 3.30, 1.14, 0.16, 0.07, 3.20, 0.32, 2.64, 8.4785, -0.0058, -0.0052, -0.0000, nan, 1.0575, 1.3455, 5.0301, 0
110.5040, 0.53, 2.76, 0.00, -3.19, 0.00, -3.02, -0.00, 0.05, 0.06, 3.28, 1.08, 0.16, 0.07, 3.25, 0.32, 2.64, 8.5194, -0.0059, -0.0053, -0.0000, nan, 1.0417, 1.4038, 5.0045, 0
113.2670, 0.53, 2.74, 0.00, -3.15, 0.00, -3.01, -0.00, 0.04, 0.06, 3.29, 1.07, 0.14, 0.07, 3.24, 0.32, 2.63, 8.4687, -0.0057, -0.0053, -0.0000, nan, 0.8823, 1.3316, 4.9816, 0
116.0310, 0.53, 2.76, 0.00, -3.11, 0.00, -3.00, -0.00, 0.06, 0.06, 3.27, 1.11, 0.14, 0.07, 3.21, 0.32, 2.61, 8.5170, -0.0057, -0.0052, -0.0000, nan, 0.8799, 1.3409, 4.9440, 0
118.7950, 0.53, 2.77, 0.00, -3.10, 0.00, -2.98, -0.00, 0.04, 0.06, 3.27, 1.17, 0.13, 0.07, 3.20, 0.32, 2.63, 8.5454, -0.0056, -0.0052, -0.0000, nan, 0.9200, 1.3245, 4.9978, 0
121.5580, 0.53, 2.77, 0.00, -3.08, 0.00, -2.94, -0.00, 0.03, 0.06, 3.24, 1.14, 0.13, 0.07, 3.20, 0.32, 2.58, 8.5526, -0.0056, -0.0051, -0.0000, nan, 0.8894, 1.3016, 4.9004, 0
124.3210, 0.53, 2.77, 0.00, -3.07, 0.00, -2.99, -0.00, 0.03, 0.06, 3.29, 1.08, 0.16, 0.07, 3.20, 0.32, 2.55, 8.5543, -0.0055, -0.0052, -0.0000, nan, 0.9997, 1.2960, 4.8441, 0
127.0850, 0.53, 2.72, 0.00, -3.09, 0.00, -2.97, -0.00, 0.03, 0.06, 3.27, 1.02, 0.16, 0.07, 3.20, 0.32, 2.59, 8.4001, -0.0056, -0.0052, -0.0000, nan, 0.9772, 1.3140, 4.8948, 0
129.8490, 0.53, 2.73, 0.00, -3.12, 0.00, -2.94, -0.00, 0.03, 0.06, 3.24, 1.05, 0.17, 0.07, 3.20, 0.32, 2.55, 8.4225, -0.0057, -0.0051, -0.0000, nan, 1.0216, 1.2990, 4.8428, 0
132.6120, 0.53, 2.78, 0.00, -3.08, 0.00, -2.96, -0.00, 0.01, 0.06, 3.24, 1.06, 0.14, 0.07, 3.15, 0.32, 2.54, 8.5827, -0.0056, -0.0052, -0.0000, nan, 0.8773, 1.2750, 4.8297, 0
135.3760, 0.53, 2.75, 0.00, -3.05, 0.00, -2.97, -0.00, 0.00, 0.06, 3.26, 1.11, 0.14, 0.07, 3.19, 0.32, 2.56, 8.4846, -0.0056, -0.0051, -0.0000, nan, 0.8787, 1.2893, 4.8592, 0
138.1390, 0.53, 2.76, 0.00, -3.06, 0.00, -2.94, -0.00, 0.00, 0.06, 3.31, 1.07, 0.16, 0.07, 3.17, 0.32, 2.54, 8.5373, -0.0055, -0.0051, -0.0000, nan, 0.9970, 1.2828, 4.8041, 0
140.9030, 0.53, 2.74, 0.00, -3.09, 0.00, -2.94, -0.00, 0.00, 0.06, 3.28, 1.11, 0.14, 0.07, 3.14, 0.32, 2.56, 8.4576, -0.0056, -0.0050, -0.0000, nan, 0.9086, 1.2898, 4.8529, 0
143.6660, 0.53, 2.74, 0.00, -3.07, 0.00, -2.96, -0.00, 0.03, 0.06, 3.27, 1.17, 0.13, 0.07, 3.14, 0.32, 2.54, 8.4533, -0.0055, -0.0051, -0.0000, nan, 0.9271, 1.2727, 4.8174, 0
146.4300, 0.53, 2.71, 0.00, -3.02, 0.00, -2.94, -0.00, 0.01, 0.06, 3.29, 1.14, 0.13, 0.07, 3.11, 0.32, 2.53, 8.3749, -0.0054, -0.0051, -0.0000, nan, 0.8935, 1.2764, 4.8234, 0
149.1930, 0.53, 2.70, 0.00, -3.05, 0.00, -2.93, -0.00, 0.00, 0.06, 3.25, 1.08, 0.16, 0.07, 3.18, 0.32, 2.53, 8.3553, -0.0054, -0.0050, -0.0000, nan, 1.0007, 1.2896, 4.8249, 0
151.9560, 0.53, 2.78, 0.00, -3.04, 0.00, -2.93, -0.00, 0.00, 0.06, 3.24, 1.02, 0.14, 0.07, 3.17, 0.32, 2.56, 8.5824, -0.0054, -0.0050, -0.0000, nan, 0.8338, 1.2828, 4.8424, 0
154.7200, 0.53, 2.77, 0.00, -3.06, 0.00, -2.93, -0.00, 0.00, 0.06, 3.26, 1.05, 0.18, 0.07, 3.17, 0.32, 2.54, 8.5618, -0.0055, -0.0051, -0.0000, nan, 1.1412, 1.2812, 4.8148, 0
157.4840, 0.53, 2.79, 0.00, -3.06, 0.00, -2.93, -0.00, 0.03, 0.06, 3.29, 1.06, 0.17, 0.07, 3.17, 0.32, 2.53, 8.6340, -0.0055, -0.0051, -0.0000, nan, 1.0626, 1.2808, 4.8079, 0
160.2460, 0.53, 2.75, 0.00, -3.07, 0.00, -2.93, -0.00, 0.03, 0.06, 3.25, 1.01, 0.24, 0.07, 3.14, 0.32, 2.53, 8.4974, -0.0055, -0.0050, -0.0000, nan, 1.4313, 1.2705, 4.8210, 0
