13.4300, 0.47, 2.63, 0.49, 2.61, 0.48, 2.34, 0.04, 2.12, 0.49, 2.38, 0.48, 2.55, 0.48, 2.83, 0.48, 2.61, 8.8361, 8.9909, 7.9529, nan, 8.1857, 8.7591, 9.5435, 8.9834, 0
16.7900, 0.64, 2.54, 0.65, 2.46, 0.64, 2.21, 0.04, 2.11, 0.65, 2.23, 0.65, 2.39, 0.64, 2.77, 0.65, 2.47, 11.5020, 11.3371, 10.1062, nan, 10.2612, 10.9656, 12.5456, 11.3719, 0
20.1510, 0.80, 2.28, 0.67, 2.53, 0.81, 1.99, 0.04, 2.14, 0.67, 2.40, 0.81, 2.17, 0.80, 2.64, 0.81, 2.30, 12.9256, 11.9947, 11.4020, nan, 11.3728, 12.5218, 15.0809, 13.2430, 0
23.5120, 0.82, 2.44, 0.67, 2.61, 0.82, 2.24, 0.04, 2.11, 0.67, 2.44, 0.83, 2.27, 0.82, 2.79, 0.83, 2.45, 14.1637, 12.3928, 13.0745, nan, 11.5412, 13.3710, 16.1907, 14.3764, 0
26.8730, 0.82, 2.49, 0.67, 2.62, 0.82, 2.30, 0.04, 2.12, 0.67, 2.45, 0.83, 2.32, 0.82, 2.84, 0.83, 2.48, 14.4410, 12.4290, 13.4928, nan, 11.6058, 13.7226, 16.5102, 14.5808, 0
30.2350, 0.82, 2.53, 0.67, 2.64, 0.82, 2.33, 0.04, 2.11, 0.67, 2.44, 0.83, 2.34, 0.82, 2.86, 0.83, 2.53, 14.6774, 12.5049, 13.6313, nan, 11.5813, 13.8019, 16.6525, 14.8797, 0
33.5950, 0.82, 2.51, 0.67, 2.68, 0.82, 2.38, 0.04, 2.13, 0.67, 2.45, 0.83, 2.34, 0.82, 2.84, 0.83, 2.52, 14.5867, 12.6981, 13.9100, nan, 11.6032, 13.8094, 16.5672, 14.8600, 0
36.9560, 0.82, 2.55, 0.67, 2.64, 0.82, 2.38, 0.04, 2.12, 0.67, 2.51, 0.83, 2.36, 0.82, 2.86, 0.83, 2.53, 14.7898, 12.5431, 13.9360, nan, 11.9264, 13.9174, 16.6576, 14.9119, 0
40.3170, 0.82, 2.55, 0.67, 2.65, 0.82, 2.40, 0.04, 2.09, 0.67, 2.51, 0.83, 2.36, 0.82, 2.83, 0.83, 2.53, 14.8148, 12.5650, 14.0382, nan, 11.8933, 13.9153, 16.4921, 14.9228, 0
43.6780, 0.82, 2.55, 0.67, 2.67, 0.82, 2.40, 0.04, 2.11, 0.67, 2.46, 0.83, 2.36, 0.82, 2.84, 0.83, 2.53, 14.8102, 12.6672, 14.0472, nan, 11.6187, 13.9270, 16.5156, 14.8977, 0
47.0380, 0.82, 2.55, 0.67, 2.64, 0.82, 2.40, 0.04, 2.12, 0.67, 2.51, 0.83, 2.38, 0.82, 2.85, 0.83, 2.53, 14.8098, 12.5471, 14.0420, nan, 11.9081, 14.0352, 16.6002, 14.9084, 0
50.3990, 0.82, 2.54, 0.67, 2.69, 0.82, 2.41, 0.04, 2.13, 0.67, 2.52, 0.83, 2.39, 0.82, 2.85, 0.83, 2.52, 14.7572, 12.7448, 14.1007, nan, 11.9537, 14.0862, 16.5857, 14.8362, 0
53.7600, 0.82, 2.54, 0.67, 2.68, 0.83, 2.42, 0.04, 2.12, 0.67, 2.51, 0.83, 2.42, 0.82, 2.85, 0.83, 2.54, 14.7459, 12.7128, 14.1781, nan, 11.8954, 14.2456, 16.5841, 14.9693, 0
57.1210, 0.82, 2.54, 0.82, 2.16, 0.82, 2.40, 0.04, 2.12, 0.67, 2.49, 0.83, 2.42, 0.82, 2.85, 0.83, 2.52, 14.7514, 12.4821, 14.0661, nan, 11.8168, 14.2725, 16.5839, 14.8482, 0
60.4810, 0.82, 2.53, 0.68, 2.64, 0.83, 2.40, 0.04, 2.11, 0.67, 2.50, 0.83, 2.39, 0.82, 2.85, 0.83, 2.52, 14.6991, 12.7391, 14.0810, nan, 11.8401, 14.1202, 16.5839, 14.8375, 0
63.8420, 0.82, 2.57, 0.82, 2.22, 0.82, 2.41, 0.04, 2.12, 0.67, 2.51, 0.83, 2.40, 0.82, 2.86, 0.83, 2.49, 14.9054, 12.8659, 14.1045, nan, 11.8916, 14.1353, 16.6444, 14.6821, 0
67.2030, 0.82, 2.56, 0.68, 2.67, 0.82, 2.43, 0.04, 2.10, 0.67, 2.52, 0.83, 2.40, 0.82, 2.86, 0.83, 2.43, 14.8651, 12.8671, 14.2191, nan, 11.9392, 14.1678, 16.6573, 14.3000, 0
70.5640, 0.82, 2.56, 0.67, 2.68, 0.82, 2.42, 0.04, 2.10, 0.67, 2.52, 0.83, 2.40, 0.82, 2.86, 0.83, 2.43, 14.8679, 12.7378, 14.1638, nan, 11.9566, 14.1706, 16.6363, 14.3183, 0
73.9240, 0.82, 2.55, 0.67, 2.64, 0.82, 2.42, 0.04, 2.13, 0.67, 2.53, 0.83, 2.41, 0.82, 2.85, 0.83, 2.45, 14.8150, 12.5534, 14.1463, nan, 12.0079, 14.2183, 16.5889, 14.4336, 0
77.2850, 0.82, 2.54, 0.67, 2.63, 0.83, 2.43, 0.04, 2.09, 0.67, 2.53, 0.83, 2.41, 0.82, 2.85, 0.83, 2.49, 14.7577, 12.4868, 14.2356, nan, 11.9994, 14.2104, 16.5699, 14.6326, 0
80.6460, 0.82, 2.55, 0.67, 2.65, 0.82, 2.43, 0.04, 2.10, 0.67, 2.50, 0.83, 2.41, 0.82, 2.86, 0.83, 2.44, 14.7922, 12.5667, 14.2247, nan, 11.8691, 14.2219, 16.6284, 14.3423, 0
84.0070, 0.82, 2.55, 0.67, 2.60, 0.82, 2.42, 0.04, 2.11, 0.67, 2.51, 0.83, 2.42, 0.82, 2.83, 0.83, 2.42, 14.8081, 12.3585, 14.1769, nan, 11.8943, 14.2704, 16.4678, 14.2688, 0
87.3680, 0.82, 2.55, 0.67, 2.57, 0.83, 2.44, 0.04, 2.09, 0.67, 2.52, 0.83, 2.40, 0.82, 2.86, 0.83, 2.43, 14.8164, 12.2104, 14.2978, nan, 11.9201, 14.1677, 16.6412, 14.3283, 0
90.7280, 0.82, 2.58, 0.67, 2.59, 0.82, 2.44, 0.04, 2.10, 0.67, 2.51, 0.83, 2.40, 0.82, 2.83, 0.83, 2.41, 14.9691, 12.2833, 14.2838, nan, 11.9051, 14.1706, 16.4761, 14.2204, 0
94.0890, 0.82, 2.58, 0.67, 2.63, 0.82, 2.43, 0.04, 2.10, 0.67, 2.52, 0.83, 2.39, 0.82, 2.85, 0.83, 2.43, 14.9895, 12.4623, 14.2416, nan, 11.9469, 14.0988, 16.5596, 14.3052, 0
97.4500, 0.82, 2.55, 0.67, 2.58, 0.83, 2.40, 0.04, 2.09, 0.67, 2.53, 0.83, 2.41, 0.82, 2.85, 0.83, 2.44, 14.8263, 12.2196, 14.0910, nan, 11.9743, 14.2055, 16.6042, 14.3602, 0
100.8110, 0.82, 2.57, 0.67, 2.58, 0.82, 2.43, 0.04, 2.12, 0.67, 2.53, 0.83, 2.40, 0.82, 2.86, 0.83, 2.42, 14.9106, 12.2409, 14.2116, nan, 11.9964, 14.1553, 16.6610, 14.2704, 0
104.1710, 0.82, 2.58, 0.67, 2.57, 0.82, 2.42, 0.04, 2.13, 0.67, 2.53, 0.83, 2.41, 0.82, 2.85, 0.83, 2.40, 14.9776, 12.2063, 14.1694, nan, 11.9788, 14.2044, 16.5909, 14.1490, 0
107.5320, 0.82, 2.57, 0.67, 2.54, 0.82, 2.41, 0.04, 2.10, 0.67, 2.50, 0.83, 2.39, 0.82, 2.86, 0.83, 2.41, 14.9238, 12.0736, 14.1185, nan, 11.8675, 14.1021, 16.6376, 14.2042, 0
110.8930, 0.82, 2.58, 0.67, 2.53, 0.82, 2.42, 0.04, 2.12, 0.67, 2.51, 0.83, 2.40, 0.82, 2.86, 0.83, 2.42, 14.9789, 12.0119, 14.1672, nan, 11.9006, 14.1522, 16.6641, 14.2688, 0
114.2540, 0.82, 2.62, 0.67, 2.54, 0.82, 2.42, 0.04, 2.11, 0.67, 2.53, 0.83, 2.42, 0.82, 2.84, 0.83, 2.38, 15.1949, 12.0559, 14.1779, nan, 11.9832, 14.2640, 16.5608, 14.0475, 0
117.6140, 0.82, 2.60, 0.67, 2.53, 0.82, 2.42, 0.04, 2.10, 0.67, 2.52, 0.83, 2.42, 0.82, 2.85, 0.83, 2.41, 15.1091, 12.0168, 14.1664, nan, 11.9605, 14.2618, 16.5966, 14.1696, 0
120.9750, 0.82, 2.57, 0.67, 2.57, 0.82, 2.42, 0.04, 2.09, 0.67, 2.53, 0.83, 2.41, 0.82, 2.84, 0.83, 2.41, 14.9429, 12.1793, 14.1778, nan, 11.9951, 14.2329, 16.5399, 14.1873, 0
124.3360, 0.82, 2.56, 0.67, 2.54, 0.82, 2.42, 0.04, 2.09, 0.67, 2.53, 0.83, 2.40, 0.82, 2.86, 0.83, 2.39, 14.8749, 12.0582, 14.1476, nan, 11.9852, 14.1643, 16.6404, 14.0883, 0
127.6970, 0.82, 2.59, 0.67, 2.56, 0.82, 2.42, 0.04, 2.13, 0.67, 2.54, 0.83, 2.42, 0.82, 2.85, 0.83, 2.40, 15.0338, 12.1400, 14.1511, nan, 12.0405, 14.2714, 16.5967, 14.1447, 0
131.0580, 0.82, 2.55, 0.67, 2.63, 0.82, 2.42, 0.04, 2.09, 0.67, 2.51, 0.83, 2.43, 0.82, 2.86, 0.83, 2.42, 14.8241, 12.4923, 14.1702, nan, 11.9226, 14.3286, 16.6381, 14.2383, 0
134.4180, 0.82, 2.58, 0.67, 2.60, 0.82, 2.42, 0.04, 2.09, 0.67, 2.51, 0.83, 2.42, 0.82, 2.86, 0.83, 2.43, 14.9629, 12.3585, 14.1654, nan, 11.8863, 14.2801, 16.6567, 14.2940, 0
137.7790, 0.82, 2.61, 0.67, 2.56, 0.82, 2.42, 0.04, 2.11, 0.67, 2.51, 0.83, 2.43, 0.82, 2.85, 0.83, 2.43, 15.1406, 12.1605, 14.1777, nan, 11.9020, 14.3290, 16.6056, 14.3306, 0
141.1400, 0.82, 2.56, 0.67, 2.58, 0.82, 2.42, 0.04, 2.11, 0.67, 2.52, 0.83, 2.42, 0.82, 2.85, 0.83, 2.42, 14.8335, 12.2353, 14.1726, nan, 11.9469, 14.2801, 16.6080, 14.2865, 0
144.5020, 0.82, 2.57, 0.67, 2.58, 0.82, 2.44, 0.04, 2.09, 0.67, 2.52, 0.83, 2.42, 0.82, 2.86, 0.83, 2.41, 14.9179, 12.2352, 14.2661, nan, 11.9573, 14.2631, 16.6688, 14.1979, 0
147.8620, 0.82, 2.57, 0.67, 2.57, 0.83, 2.44, 0.04, 2.09, 0.67, 2.53, 0.83, 2.43, 0.82, 2.85, 0.83, 2.40, 14.9320, 12.1993, 14.2996, nan, 12.0014, 14.3153, 16.5919, 14.1484, 0
151.2230, 0.82, 2.54, 0.67, 2.62, 0.82, 2.42, 0.04, 2.09, 0.67, 2.50, 0.83, 2.41, 0.82, 2.85, 0.83, 2.41, 14.7683, 12.4182, 14.1897, nan, 11.8631, 14.2315, 16.5997, 14.1976, 0
154.5840, 0.82, 2.59, 0.67, 2.58, 0.82, 2.44, 0.04, 2.11, 0.67, 2.52, 0.83, 2.42, 0.82, 2.86, 0.83, 2.42, 15.0701, 12.2525, 14.2805, nan, 11.9431, 14.2712, 16.6384, 14.2494, 0
157.9450, 0.82, 2.59, 0.67, 2.58, 0.82, 2.42, 0.04, 2.09, 0.67, 2.52, 0.83, 2.42, 0.82, 2.86, 0.83, 2.44, 15.0515, 12.2439, 14.1819, nan, 11.9373, 14.2749, 16.6641, 14.3612, 0
161.3050, 0.82, 2.59, 0.67, 2.64, 0.82, 2.44, 0.04, 2.10, 0.67, 2.52, 0.83, 2.41, 0.82, 2.86, 0.83, 2.41, 15.0367, 12.5381, 14.2798, nan, 11.9629, 14.2215, 16.6443, 14.2172, 0
164.6660, 0.82, 2.60, 0.67, 2.63, 0.82, 2.45, 0.04, 2.08, 0.67, 2.53, 0.83, 2.42, 0.82, 2.85, 0.83, 2.36, 15.0945, 12.4923, 14.3415, nan, 12.0019, 14.2641, 16.6042, 13.8581, 0
168.0270, 0.82, 2.59, 0.67, 2.61, 0.82, 2.42, 0.04, 2.10, 0.67, 2.53, 0.83, 2.40, 0.82, 2.86, 0.83, 2.39, 15.0406, 12.3880, 14.1812, nan, 12.0120, 14.1606, 16.6610, 14.0579, 0
171.3880, 0.82, 2.55, 0.67, 2.54, 0.82, 2.44, 0.04, 2.08, 0.67, 2.52, 0.83, 2.43, 0.82, 2.85, 0.83, 2.38, 14.8309, 12.0340, 14.2795, nan, 11.9504, 14.3250, 16.6060, 14.0161, 0
174.7490, 0.82, 2.60, 0.67, 2.56, 0.82, 2.42, 0.04, 2.11, 0.67, 2.49, 0.83, 2.41, 0.82, 2.86, 0.83, 2.34, 15.0826, 12.1378, 14.1756, nan, 11.8088, 14.2261, 16.6390, 13.8104, 0
178.1090, 0.82, 2.59, 0.67, 2.62, 0.82, 2.42, 0.04, 2.08, 0.67, 2.53, 0.83, 2.42, 0.82, 2.86, 0.83, 2.30, 15.0461, 12.4490, 14.1787, nan, 11.9686, 14.2770, 16.6420, 13.5717, 0
