photo__0p__p1__Dark__Rv__scan0	photo__0p__p1__Dark__Rv__scan0	photo__0p__p1__Dark__Fw__scan0	photo__0p__p1__Dark__Fw__scan0	photo__0p__p2__Dark__Rv__scan0	photo__0p__p2__Dark__Rv__scan0	photo__0p__p2__Dark__Fw__scan0	photo__0p__p2__Dark__Fw__scan0	photo__0p__p3__Dark__Rv__scan0	photo__0p__p3__Dark__Rv__scan0	photo__0p__p3__Dark__Fw__scan0	photo__0p__p3__Dark__Fw__scan0	photo__0p__p4__Dark__Rv__scan0	photo__0p__p4__Dark__Rv__scan0	photo__0p__p4__Dark__Fw__scan0	photo__0p__p4__Dark__Fw__scan0	photo__0p__p5__Dark__Rv__scan0	photo__0p__p5__Dark__Rv__scan0	photo__0p__p5__Dark__Fw__scan0	photo__0p__p5__Dark__Fw__scan0	photo__0p__p6__Dark__Rv__scan0	photo__0p__p6__Dark__Rv__scan0	photo__0p__p6__Dark__Fw__scan0	photo__0p__p6__Dark__Fw__scan0	photo__0p__p7__Dark__Rv__scan0	photo__0p__p7__Dark__Rv__scan0	photo__0p__p7__Dark__Fw__scan0	photo__0p__p7__Dark__Fw__scan0	photo__0p__p8__Dark__Rv__scan0	photo__0p__p8__Dark__Rv__scan0	photo__0p__p8__Dark__Fw__scan0	photo__0p__p8__Dark__Fw__scan0
0.078286	0.00453125	1.120078	0.016968749999999998	0.079753	0.00578125	1.11889	0.0038593749999999995	0.074123	0.0022187500000000002	1.120762	-0.078	0.072424	-0.052734375	1.122396	-0.8841875	0.079463	-1.087515625	1.118337	-15.569734375	0.087173	-6.7314296875	1.108849	-86.418953125	0.165949	-253.3417421875	0.255751	-390.62482812499996	0.076937	-0.0188984375	0.8637	-390.5436328125
0.067995	-0.010703124999999999	1.129427	-0.015132812499999999	0.06435	0.0023125	1.133182	0.000484375	0.068948	-0.015328125000000001	1.135475	-0.0984375	0.067526	-0.037984375	1.131613	-0.8862109374999999	0.071077	-0.9745234375	1.130468	-15.746265624999998	0.077173	-5.96534375	1.12113	-87.3618515625	0.156706	-239.2093046875	0.255727	-390.6279140625	0.06222	0.0010625	0.863587	-390.5470078125
0.053544	0.014078125	1.144611	-0.0098359375	0.054356	-0.00346875	1.147489	-0.0291171875	0.049238	0.0008671875	1.140676	-0.08474218750000001	0.051923	-0.0388515625	1.140797	-0.8819687500000001	0.054037	-0.7573124999999999	1.142845	-15.92009375	0.064948	-5.010203125	1.133001	-88.30465625	0.146848	-224.0433359375	0.255733	-390.6287578125	0.057801	-0.0048203125	0.863469	-390.5700546875
0.038091	-0.004046875	1.154794	0.0047265625	0.039557	0.0036640625000000002	1.152294	-0.0213046875	0.043944	-0.011570312499999999	1.154951	-0.0886953125	0.042076	-0.0313359375	1.154564	-0.90809375	0.045927	-0.6174140625	1.155012	-16.1106015625	0.052614	-4.0283515625	1.142709	-89.0509765625	0.137051	-209.0847578125	0.255724	-390.61740625	0.038254	0.000578125	0.863358	-390.5771875
0.033167	0.00675	1.169182	-0.0053046875	0.029296	0.00665625	1.167022	-0.007421875	0.029107	-0.00559375	1.169888	-0.0822421875	0.031906	-0.0258359375	1.16882	-0.9154218749999999	0.028956	-0.3920078125	1.16345	-16.2096171875	0.042715	-3.2717109375	1.154642	-89.999375	0.127518	-194.4367109375	0.255748	-390.612375	0.033506	-0.00346875	0.863269	-390.5901953125
0.018241	-0.008	1.178873	0.000484375	0.019259	0.009351562499999999	1.181556	-0.0063593750000000004	0.019026	-0.00684375	1.179801	-0.08397656249999999	0.016376	-0.021500000000000002	1.178795	-0.9213046875	0.020439	-0.2708203125	1.17991	-16.4394609375	0.0305	-2.3240859375	1.166788	-90.939375	0.116952	-178.2536015625	0.255753	-390.59628125	0.013611	-0.00665625	0.863128	-390.5823984375
0.003295	0.0171640625	1.193271	-0.019859375	0.00418	0.0058828125	1.191195	-0.014171875	0.003882	0.005976562499999999	1.189399	-0.10084375	0.006462	0.0058828125	1.194098	-0.9310390625	0.007881	-0.0835859375	1.187893	-16.540499999999998	0.018065	-1.3750156249999999	1.180885	-92.03114062499999	0.106937	-162.88796875	0.255729	-390.60303125	0.008912	0.00038281249999999996	0.86306	-390.5915625
-0.007046	-0.0069375	1.203349	0.0196640625	-0.005535	0.018609375	1.200884	-0.0145546875	-0.006114	-0.010023437500000001	1.203988	-0.084265625	-0.008528	0.0191875	1.204357	-0.9466640625	-0.004384	0.085609375	1.200223	-16.7114375	0.005716	-0.40164843749999996	1.190548	-92.78757812500001	0.097222	-147.9836640625	0.255731	-390.598609375	-0.005847	-0.0155234375	0.862963	-390.6137421875
-0.016997	0.0043359375	1.212822	0.0031796875000000002	-0.015568	0.0031796875000000002	1.215353	-0.025546875	-0.015872	0.009640625	1.213523	-0.096703125	-0.018963	0.015234375	1.214568	-0.9515781249999999	-0.013088	0.1932890625	1.212691	-16.9143828125	-0.006408	0.5437109375	1.203024	-93.7449453125	0.086847	-132.06087499999998	0.255703	-390.60303125	-0.015705	-0.017351562499999997	0.86285	-390.57305468749996
-0.027077	-0.0008671875	1.227578	0.0077109375	-0.030892	0.010218749999999999	1.225225	-0.017546875	-0.031013	0.0081015625	1.228332	-0.0890859375	-0.029158	0.021789062499999998	1.224696	-0.9676796875	-0.029719	0.44258593749999997	1.224746	-17.064585937500002	-0.016112	1.3275703125	1.215473	-94.719765625	0.076609	-116.4290625	0.255691	-390.60265625	-0.030085	0.0062656249999999995	0.862783	-390.6027421875
-0.041903	-0.0053984375	1.237287	-0.0103125	-0.04091	-0.0035703124999999997	1.239858	-0.009546875	-0.040871	0.0178359375	1.238289	-0.09939843749999999	-0.039576	0.0155234375	1.239908	-0.969125	-0.038333	0.538703125	1.237172	-17.2311875	-0.028323	2.256796875	1.225525	-95.5301953125	0.066674	-101.1564609375	0.255753	-390.59945312499997	-0.039816	-0.0031796875000000002	0.862676	-390.6218359375
-0.051976	0.0053046875	1.25168	0.01128125	-0.051137	-0.0026015625	1.254125	-0.0064609375000000005	-0.050817	0.009640625	1.252949	-0.0802109375	-0.054675	0.0439609375	1.249519	-0.9876328125	-0.051043	0.7333359375	1.249617	-17.4081015625	-0.040335	3.1967265625	1.240708	-96.69107812499999	0.056157	-85.0787421875	0.255687	-390.6128671875	-0.054944	-0.000578125	0.862605	-390.62229687499996
-0.067037	-0.0029921874999999996	1.261235	-0.00665625	-0.066248	-0.00578125	1.259179	0.0041484375	-0.065702	0.0127265625	1.262709	-0.110484375	-0.065082	0.0452109375	1.264902	-0.9870546875	-0.06378	0.8989609375000001	1.257989	-17.530640625	-0.051911	4.098578125	1.250633	-97.4898515625	0.045813	-69.1573984375	0.255729	-390.5859765625	-0.064564	-0.0030859375	0.86252	-390.60562500000003
-0.077215	-0.0049140625	1.276255	0.0098359375	-0.076145	0.0136875	1.273422	-0.011085937499999999	-0.076133	-0.0002890625	1.272599	-0.0976640625	-0.074077	0.072015625	1.275084	-0.9836796874999999	-0.071921	1.03565625	1.269919	-17.6809453125	-0.063644	5.031375	1.26351	-98.48307812499999	0.035703	-53.7101015625	0.255714	-390.58626562499995	-0.07423	0.016	0.862438	-390.6207578125
-0.086918	0.014265624999999999	1.286031	-0.0106015625	-0.091449	-0.004242187499999999	1.28797	0.009734375	-0.090843	0.018320312499999998	1.282428	-0.08985156250000001	-0.088678	0.0375	1.285018	-1.0052812500000001	-0.084851	1.1942421875	1.282295	-17.857859375	-0.075507	5.950578125	1.273468	-99.26034374999999	0.02496	-37.2489453125	0.255718	-390.599859375	-0.08866	-0.002703125	0.862349	-390.6175859375
-0.097209	-0.014171875	1.295516	-0.014656250000000001	-0.096388	0.013109375	1.297885	0.0021171874999999997	-0.100819	0.0122421875	1.301928	-0.10759374999999999	-0.097541	0.0814609375	1.300456	-1.00653125	-0.096861	1.3388437499999999	1.298702	-18.094453125	-0.087404	6.8834765625	1.286203	-100.2354453125	0.014691	-21.468171875	0.255706	-390.61449999999996	-0.098937	0.0041484375	0.862276	-390.616828125
-0.116969	0.0065546875	1.310215	0.012921875000000001	-0.110632	0.0122421875	1.306755	-0.024781249999999998	-0.110891	-0.01128125	1.306824	-0.1066328125	-0.111476	0.098234375	1.31009	-1.0148281250000002	-0.112882	1.584671875	1.307046	-18.1976171875	-0.09932	7.7995	1.298856	-101.2464140625	0.003722	-4.685875	0.255749	-390.5988984375	-0.113481	-0.012335937500000001	0.862206	-390.64546875
-0.122195	-0.0010625	1.319965	-0.0015390624999999998	-0.125448	-0.0188984375	1.321715	-0.014656250000000001	-0.120689	0.0138828125	1.321412	-0.09371093750000001	-0.125588	0.0938984375	1.3204	-1.0434609375	-0.121331	1.682328125	1.319176	-18.3857109375	-0.11106	8.722945312499998	1.311416	-102.21978125	-0.007364	12.353484374999999	0.255717	-390.60119531249995	-0.123022	0.0086796875	0.862117	-390.6534375
-0.136803	0.0007734374999999999	1.334484	-0.02265625	-0.135232	0.0013515625	1.33142	-0.0128203125	-0.134869	0.015234375	1.336146	-0.11530468749999999	-0.13475	0.12040625	1.330423	-1.04375	-0.129384	1.8201874999999998	1.331508	-18.5418046875	-0.123014	9.63684375	1.321491	-103.01112499999999	-0.017422	27.762375	0.255729	-390.586734375	-0.133079	0.0010625	0.862042	-390.6579765625
-0.146388	-0.005109374999999999	1.344454	0.0081953125	-0.149545	0.010890625000000001	1.345782	-0.0105078125	-0.148948	0.0168671875	1.341249	-0.0936171875	-0.144208	0.08174999999999999	1.345449	-1.0638984375	-0.145752	2.0340078125	1.339588	-18.6742734375	-0.134766	10.569835937499999	1.33415	-103.984296875	-0.028445	44.654335937499994	0.2557	-390.5811484375	-0.152396	0.023523437499999997	0.861979	-390.67253125
-0.155716	0.002796875	1.354312	-0.004242187499999999	-0.159082	-0.0035703124999999997	1.360391	-0.0092578125	-0.158606	0.003375	1.360352	-0.120609375	-0.157758	0.1363125	1.360622	-1.063515625	-0.158116	2.2100390625	1.35591	-18.8956328125	-0.146762	11.481328125000001	1.34662	-104.9790625	-0.039337	61.344421874999995	0.255728	-390.5993671875	-0.157866	-0.014078125	0.861913	-390.642265625
-0.170555	-0.0037578125	1.374058	0.001640625	-0.168577	-0.0023125	1.365211	-0.0139765625	-0.168041	0.025062499999999998	1.365494	-0.11627343750000001	-0.171902	0.120890625	1.365643	-1.0662109375000002	-0.170343	2.372484375	1.368055	-19.069171875	-0.158399	12.4256953125	1.356984	-105.79586718750001	-0.049759	77.31071874999999	0.255705	-390.59589843749995	-0.172163	0.005976562499999999	0.861875	-390.6473828125
-0.185188	-0.0144609375	1.378987	-0.0025078125	-0.18294	0.008484374999999999	1.380156	0.000484375	-0.182231	0.010890625000000001	1.380462	-0.10450781249999999	-0.180953	0.1660078125	1.381022	-1.0985078125	-0.17829	2.4967421875	1.376476	-19.1832265625	-0.170147	13.321570312499999	1.369076	-106.7015546875	-0.06087	94.35228906249999	0.255736	-390.58982031249997	-0.18249	-0.0081953125	0.861804	-390.658765625
-0.194699	-0.0029921874999999996	1.393651	-0.011085937499999999	-0.19258	-0.008289062500000001	1.394397	-0.02603125	-0.196499	0.0150390625	1.395254	-0.1095234375	-0.195149	0.151453125	1.396222	-1.08675	-0.190572	2.6839609374999998	1.38873	-19.3331484375	-0.182056	14.264875	1.380845	-107.6381875	-0.071809	111.13540625	0.255725	-390.5912734375	-0.191911	0.0143671875	0.861746	-390.67928125
-0.20446	-0.0189921875	1.403091	-0.01590625	-0.20724	-0.0081015625	1.404086	-0.014171875	-0.20613	0.010890625000000001	1.404937	-0.10547656250000001	-0.204137	0.172078125	1.401107	-1.1034296875	-0.202846	2.8589296875	1.405107	-19.574554687499997	-0.194121	15.193625	1.392721	-108.55255468749999	-0.082727	127.8539296875	0.25567	-390.582015625	-0.206645	-0.0064609375000000005	0.861678	-390.6864140625
