D1__testMartin__p1__1.0Sun__Rv__scan0	D1__testMartin__p1__1.0Sun__Rv__scan0	D1__testMartin__p1__1.0Sun__Fw__scan0	D1__testMartin__p1__1.0Sun__Fw__scan0	D1__testMartin__p2__1.0Sun__Rv__scan0	D1__testMartin__p2__1.0Sun__Rv__scan0	D1__testMartin__p2__1.0Sun__Fw__scan0	D1__testMartin__p2__1.0Sun__Fw__scan0	D1__testMartin__p3__1.0Sun__Rv__scan0	D1__testMartin__p3__1.0Sun__Rv__scan0	D1__testMartin__p3__1.0Sun__Fw__scan0	D1__testMartin__p3__1.0Sun__Fw__scan0	D1__testMartin__p4__1.0Sun__Rv__scan0	D1__testMartin__p4__1.0Sun__Rv__scan0	D1__testMartin__p4__1.0Sun__Fw__scan0	D1__testMartin__p4__1.0Sun__Fw__scan0	D1__testMartin__p5__1.0Sun__Rv__scan0	D1__testMartin__p5__1.0Sun__Rv__scan0	D1__testMartin__p5__1.0Sun__Fw__scan0	D1__testMartin__p5__1.0Sun__Fw__scan0	D1__testMartin__p6__1.0Sun__Rv__scan0	D1__testMartin__p6__1.0Sun__Rv__scan0	D1__testMartin__p6__1.0Sun__Fw__scan0	D1__testMartin__p6__1.0Sun__Fw__scan0	D1__testMartin__p7__1.0Sun__Rv__scan0	D1__testMartin__p7__1.0Sun__Rv__scan0	D1__testMartin__p7__1.0Sun__Fw__scan0	D1__testMartin__p7__1.0Sun__Fw__scan0	D1__testMartin__p8__1.0Sun__Rv__scan0	D1__testMartin__p8__1.0Sun__Rv__scan0	D1__testMartin__p8__1.0Sun__Fw__scan0	D1__testMartin__p8__1.0Sun__Fw__scan0
0.10041	0.00038281249999999996	1.09315	-0.0018281249999999999	0.103125	0.015617187499999999	1.094822	0.0031796875000000002	0.102777	19.9390390625	1.083034	-4.795781249999999	0.098008	-0.005976562499999999	1.097099	-0.011375	0.099711	0.003953125	1.096434	-0.001640625	0.106492	19.678296875	1.083954	-3.1563125	0.104561	18.9755	1.080086	-6.44759375	0.096967	-0.005109374999999999	1.09621	0.011085937499999999
0.090575	0.01571875	1.1129	-0.016875	0.092942	-0.0037578125	1.109296	0.0127265625	0.089696	20.028703124999996	1.094042	-5.8112812499999995	0.092663	-0.0025078125	1.11105	-0.002796875	0.089638	-0.0030859375	1.106	-0.00115625	0.087509	19.682125000000003	1.098547	-4.2310078125	0.090901	19.018984375	1.092392	-7.7763359375	0.092191	-0.008	1.110662	0.0053984375
0.080289	-0.008390625	1.118173	-0.001734375	0.07302	0.0053046875	1.123367	-0.0154296875	0.080922	20.0879375	1.107083	-7.0636640625	0.077669	-0.0086796875	1.120419	-0.0014453125	0.079465	0.0008671875	1.120323	-0.008	0.078038	19.717539062500002	1.108016	-4.9205390625	0.077436	19.036156249999998	1.104377	-9.0623671875	0.077175	-0.016679687500000002	1.120369	0.00125
0.065298	0.002890625	1.132548	0.026125000000000002	0.067706	-0.0038593749999999995	1.128489	0.002890625	0.06771	20.1781796875	1.117785	-8.0938125	0.067322	0.0022187500000000002	1.130053	0.016390625	0.069231	-0.002890625	1.135108	0.01359375	0.068417	19.692796875000003	1.120176	-5.82478125	0.068583	19.090374999999998	1.11659	-10.38975	0.067453	-0.0104140625	1.130549	0.004046875
0.05504	0.00115625	1.143046	-0.0063593750000000004	0.057779	0.0053984375	1.142843	-0.0014453125	0.058594	20.208390625	1.128365	-9.1486484375	0.052012	0.0063593750000000004	1.139268	0.011664062499999999	0.054535	-0.010125	1.139686	0.0056875	0.059146	19.735445312499998	1.132107	-6.73615625	0.05945	19.10284375	1.126196	-11.5475546875	0.057393	0.00665625	1.1453	0.0019296874999999998
0.04487	-0.0158125	1.157541	0.005976562499999999	0.043081	0.0063593750000000004	1.157644	0.014656250000000001	0.045568	20.2778125	1.140885	-10.441625	0.046723	0.0043359375	1.157889	0.010796875	0.039265	0.016296875000000002	1.153734	-0.030367187499999997	0.039904	19.72509375	1.141904	-7.4800625	0.041566	19.1583515625	1.137286	-12.929703125	0.042964	-0.0065546875	1.15514	0.002703125
0.029836	-0.0043359375	1.167125	0.005203125	0.03297	-0.0092578125	1.167127	-0.012054687500000001	0.032204	20.37384375	1.15125	-11.4930859375	0.026342	-0.004242187499999999	1.167233	-0.0060703125	0.034417	0.0053984375	1.168942	0.00115625	0.034967	19.7428984375	1.156095	-8.58715625	0.032707	19.177289062499998	1.148427	-14.360929687499999	0.033313	0.0006718750000000001	1.165657	0.011859375
0.020325	-0.010703124999999999	1.176946	-0.0188984375	0.017971	0.0041484375	1.177148	-0.0072343749999999995	0.018686	20.447117187499998	1.16141	-12.584554687499999	0.021641	0.026125000000000002	1.176694	0.0075234375	0.01898	-0.0090625	1.178764	0.003953125	0.020827	19.756109375	1.165963	-9.339742187499999	0.023969	19.206734375	1.159633	-15.765640625	0.018357	0.0144609375	1.179885	0.000578125
0.005299	0.008578125	1.191643	-0.00896875	0.008198	-0.0036640625000000002	1.19141	-0.0047265625	0.009953	20.4946796875	1.173544	-13.8808984375	0.005985	-0.010796875	1.191347	0.0024140625	0.00903	0.009640625	1.193257	-0.015617187499999999	0.006488	19.75303125	1.177708	-10.264515625	0.005753	19.259734375	1.170836	-17.535078125	0.008455	-0.008	1.189454	0.0155234375
-0.005024	-0.0013515625	1.201465	0.0143671875	-0.007067	-0.00675	1.201089	-0.0049140625	-0.003306	20.579375	1.185552	-15.2518671875	-0.004297	0.00240625	1.201829	0.018609375	-0.006098	0.0041484375	1.203202	-0.009351562499999999	-0.003054	19.765156249999997	1.189687	-11.2044296875	-0.002915	19.2855546875	1.183185	-18.87615625	-0.006657	-0.008484374999999999	1.203798	-0.0062656249999999995
-0.014974	-0.001734375	1.215936	-0.003953125	-0.011714	0.0001953125	1.215629	0.0073281250000000004	-0.012174	20.6407890625	1.197425	-16.5719296875	-0.014897	-0.020820312499999997	1.21713	0.0047265625	-0.01622	-0.0072265625	1.213205	-0.00115625	-0.017259	19.777015625	1.203878	-12.361359375	-0.011933	19.3246875	1.193646	-20.1608359375	-0.011328	0.014078125	1.213566	-0.0094453125
-0.024826	-0.00240625	1.225676	-0.002796875	-0.02687	-0.014171875	1.225477	0.0024140625	-0.025459	20.6998828125	1.208931	-17.912625000000002	-0.024938	-0.0013515625	1.227183	-0.005109374999999999	-0.025971	0.0238125	1.222977	0.00578125	-0.026978	19.785015625	1.213343	-13.104984374999999	-0.025419	19.3385703125	1.203401	-21.9219765625	-0.031227	-0.00684375	1.223116	0.0126328125
-0.03989	-0.0008671875	1.235435	-0.0021171874999999997	-0.041801	-0.0041484375	1.239866	-0.010890625000000001	-0.038843	20.7907890625	1.220756	-19.2732734375	-0.045312	0.0049140625	1.237608	0.010703124999999999	-0.041564	-0.002703125	1.237573	-0.0006718750000000001	-0.036486	19.800828125	1.225046	-14.0491328125	-0.038971	19.369328125000003	1.215972	-23.4644609375	-0.036167	-0.0002890625	1.242262	-0.0063593750000000004
-0.049745	-0.00790625	1.249907	-0.005109374999999999	-0.052033	-0.0008671875	1.249471	-0.0092578125	-0.052295	20.8367734375	1.232089	-20.605484375	-0.050536	-0.0010625	1.247758	0.0020234375	-0.051405	0.011757812500000001	1.252431	0.0025078125	-0.050672	19.805742187499998	1.236958	-15.011609374999999	-0.052339	19.415601562499997	1.229211	-24.9466875	-0.051029	0.0081015625	1.247388	-0.0002890625
-0.064828	0.0056875	1.259956	0.0023125	-0.062268	-0.017546875	1.259112	0.0049140625	-0.061167	20.89953125	1.243451	-21.9781875	-0.060835	-0.0019296874999999998	1.262924	0.0155234375	-0.061576	-0.0053984375	1.261942	0.0043359375	-0.064665	19.8052578125	1.248505	-15.9686796875	-0.061786	19.4311171875	1.239849	-26.6249140625	-0.066096	0.001640625	1.261734	0.005109374999999999
-0.074955	0.0007734374999999999	1.274408	-0.0009609375000000001	-0.076857	0.01715625	1.273542	0.0106015625	-0.070431	20.9373203125	1.254782	-23.337968749999998	-0.075081	0.005203125	1.273172	-0.0177421875	-0.076701	0.00115625	1.271408	-0.0026015625	-0.074434	19.807765625000002	1.260253	-16.905609374999997	-0.075289	19.4583046875	1.249918	-27.992414062499996	-0.07604	-0.0002890625	1.271222	-0.0077109375
-0.084839	0.00675	1.284291	0.0014453125	-0.08696	0.0081953125	1.282789	-0.002890625	-0.087777	21.0663125	1.265841	-24.70546875	-0.084717	-0.011953124999999998	1.288254	0.0043359375	-0.086664	-0.0013515625	1.286579	0.0054921875	-0.084046	19.818562500000002	1.272019	-17.8795546875	-0.084209	19.490312499999998	1.262848	-29.833671874999997	-0.085824	-0.01475	1.285756	-0.0111875
-0.09981	-0.0213046875	1.298843	0.00675	-0.097056	0.014078125	1.297345	-0.0056875	-0.09701	21.0853984375	1.276871	-26.063609375000002	-0.098824	-0.005109374999999999	1.293108	-0.0161953125	-0.096587	0.008484374999999999	1.295968	-0.0092578125	-0.098116	19.8136484375	1.283682	-18.824578125000002	-0.097818	19.521640625	1.272861	-31.5098828125	-0.096243	-0.019859375	1.295671	0.0076171875
-0.110003	0.0062656249999999995	1.308529	-0.01128125	-0.111632	0.0018281249999999999	1.306996	-0.001640625	-0.11018	21.168015625000002	1.289668	-27.690453125	-0.112988	-0.0066484375	1.308395	-0.002796875	-0.111108	0.012531249999999999	1.30602	-0.0139765625	-0.112894	19.8370703125	1.29498	-19.766703125	-0.106785	19.5379375	1.284326	-33.1679609375	-0.110486	-0.015234375	1.309721	-0.0037578125
-0.125098	-0.0053984375	1.318557	0.016968749999999998	-0.121186	0.0172578125	1.321233	-0.0025078125	-0.119115	21.221515625	1.300532	-29.0888046875	-0.117493	0.0023125	1.323726	0.0038593749999999995	-0.120782	-0.0109921875	1.320573	0.0008671875	-0.122284	19.861367187499997	1.306419	-20.7116328125	-0.120406	19.5640625	1.298316	-35.128289062499995	-0.120156	0.00125	1.319375	0.0025078125
-0.134756	0.0015390624999999998	1.332987	-0.008390625	-0.136025	-0.00896875	1.331246	0.011085937499999999	-0.132453	21.3014375	1.313008	-30.7236484375	-0.136921	-0.031140624999999998	1.328886	-0.0048203125	-0.135428	-0.0022187500000000002	1.335088	-0.019375	-0.131839	19.8522109375	1.320249	-21.839257812499998	-0.134253	19.6046484375	1.30439	-36.953453125	-0.134465	0.0090625	1.333918	-0.0014453125
-0.144609	0.0	1.343385	0.0212109375	-0.14085	-0.003953125	1.345307	-0.0090625	-0.146838	21.372585937500002	1.323829	-32.117078125	-0.141192	0.0063593750000000004	1.349234	0.014656250000000001	-0.144857	-0.0070390625	1.340129	0.0213046875	-0.146452	19.851531249999997	1.331542	-22.8198515625	-0.143065	19.609367187500002	1.318607	-38.8956484375	-0.149027	0.0136875	1.343441	-0.0070390625
-0.154078	-0.0021171874999999997	1.357631	0.007132812499999999	-0.160326	0.0037578125	1.354889	-0.0041484375	-0.155921	21.4026640625	1.336284	-33.760890624999995	-0.160218	0.0077109375	1.354078	-0.0092578125	-0.159097	0.0092578125	1.359652	-0.0035703124999999997	-0.155996	19.858859374999998	1.343016	-23.741546874999997	-0.156292	19.6409921875	1.329934	-41.021421874999994	-0.153998	0.0170625	1.353217	0.01128125
-0.173369	0.0092578125	1.367575	-0.0001953125	-0.165184	-0.01146875	1.369625	0.00665625	-0.169236	21.4953046875	1.347045	-35.1962578125	-0.169339	0.01475	1.369595	0.010703124999999999	-0.168783	0.0087734375	1.364488	0.00453125	-0.169976	19.869078124999998	1.35419	-24.7068203125	-0.170597	19.673765624999998	1.34379	-43.01231249999999	-0.1685	0.0136875	1.36743	-0.01128125
-0.17843	-0.0136875	1.377058	0.014656250000000001	-0.184455	0.0013515625	1.379017	-0.0122421875	-0.178371	21.5328984375	1.359278	-36.840070312499996	-0.17896	0.00038281249999999996	1.379385	-0.0122421875	-0.178362	0.0026015625	1.37919	0.0021171874999999997	-0.179495	19.867632812500002	1.36596	-25.6746875	-0.180113	19.6972890625	1.354017	-44.8986015625	-0.183488	-0.0090625	1.382065	0.011375
-0.192661	0.014656250000000001	1.391931	-0.005015625	-0.193992	-0.010023437500000001	1.38882	0.0043359375	-0.192207	21.60009375	1.369728	-38.287679687499995	-0.192917	-0.001640625	1.389522	-0.012531249999999999	-0.192662	-0.008289062500000001	1.393974	0.0063593750000000004	-0.18936	19.861171875	1.377248	-26.59290625	-0.194076	19.7273671875	1.368082	-46.873	-0.192816	-0.0157109375	1.386782	0.017351562499999997
-0.202469	-0.005109374999999999	1.406205	0.0136875	-0.203744	0.0058828125	1.403275	0.0121484375	-0.20594	21.680304687499998	1.38196	-39.9903984375	-0.202232	-0.011757812500000001	1.404982	0.008289062500000001	-0.206971	-0.005203125	1.398558	0.009546875	-0.208474	19.8674375	1.388634	-27.5463203125	-0.203877	19.7394140625	1.381029	-48.528960937499996	-0.202407	0.0172578125	1.405961	0.011085937499999999
