180.5730, 0.86, ovf, ovf, ovf, 0.33, 2.76, ovf, ovf, ovf, 2.60, 0.81, 3.24, 0.60, -0.08, -0.79, 3.69, -7799208.50, ovf, 1.24, 0.06, ovf, 2.93, 0.47, ovf, -9521935.00, -99236264.00, ovf, 0.11, ovf, -160.82, 0.47, ovf, ovf, ovf, 0.77, 3.05, 1.10, 1.16, 0.97, 35.47, 1.06, 1.83, -0.00, 0.05, ovf, 4.72, 0.94, -471488896.00, 0.63, 0.12, 0.85, 7.15, 0.68, 0.26, 0.01, ovf, 0.42, ovf, 0.12, ovf, 1.00, 0.16, 1.07, 0.10, ovf, 13.0987, 5.9800, ovf, ovf, 17.7208, -85043720.0000, 8.5541, -71.6932, 0.4644, 15.3467, 12.0743, ovf, 0.9440, 0.4660, 12.3785, 21.3204, ovf, ovf, ovf, 13.0801, -0.0000, ovf, ovf, 20875962.0000, 1.2079, 1.1529, -1.9990, ovf, 3993303552.0000, 1.0371, ovf, 0
185.1780, 0.86, -823177728.00, -2762255104.00, ovf, 0.32, 3.08, ovf, ovf, ovf, 2.77, 0.80, 3.31, 0.61, -0.50, 0.15, 4.05, -1299867.62, ovf, 1.25, 0.04, ovf, 3.26, 0.46, ovf, -1586988.12, -16539377.00, ovf, 0.10, ovf, -26.79, 0.46, ovf, ovf, ovf, 0.77, 2.92, 1.11, 1.06, 0.97, 6.04, 1.06, 1.94, -0.00, 0.06, ovf, 3.62, 0.95, -78581480.00, 0.63, 0.12, 0.87, 1.29, 0.67, 0.31, 0.02, ovf, 0.43, ovf, 0.11, ovf, 1.00, 0.13, 1.08, 0.12, ovf, 13.0875, 6.3886, ovf, ovf, 17.2999, -14173953.0000, 9.0348, 0.7652, 0.3482, 16.9042, 11.1416, ovf, 0.8381, 0.1964, 12.9032, 20.5790, ovf, ovf, ovf, 13.4758, -0.0000, ovf, ovf, 3479327.0000, 0.7664, 1.3598, -2.2470, ovf, 665550528.0000, 0.8260, ovf, 0
189.7840, 0.86, -137196288.00, -460375840.00, ovf, 0.31, 2.98, ovf, ovf, ovf, 2.34, 0.79, 3.47, 0.62, -0.43, 0.31, 3.67, -216643.85, ovf, 1.25, 0.07, ovf, 3.13, 0.44, ovf, -264497.53, -2756562.75, ovf, 0.12, ovf, -4.36, 0.47, ovf, ovf, ovf, 0.77, 2.85, 1.12, 0.69, 0.97, 1.11, 1.06, 1.82, -0.00, 0.04, ovf, 3.77, 0.97, -13096913.00, 0.63, 0.14, 0.88, 0.32, 0.67, 0.27, 0.01, ovf, 0.45, ovf, 0.10, ovf, 1.00, 0.12, 1.09, 0.10, ovf, 12.4469, 5.9690, ovf, ovf, 17.7784, -2362326.7500, 8.1713, 14.3963, 0.5992, 16.2129, 11.7667, ovf, 0.9574, 0.7385, 11.9589, 22.0913, ovf, ovf, ovf, 12.6198, -0.0000, ovf, ovf, 579888.3125, 0.6996, 1.1782, -2.0156, ovf, 110925104.0000, 0.7897, -776892672.0000, 0
194.3910, 0.86, -22866048.00, -76729304.00, ovf, 0.30, 3.03, ovf, ovf, ovf, 2.76, 0.79, 3.26, 0.63, -0.69, 0.33, 3.98, -36106.60, ovf, 1.25, 0.08, ovf, 3.10, 0.43, ovf, -44082.39, -459427.12, ovf, 0.12, -1651301376.00, -0.66, 0.48, ovf, ovf, ovf, 0.77, 2.98, 1.13, 0.48, 0.97, 0.30, 1.06, 2.00, -0.00, 0.06, ovf, 3.78, 0.98, -2182817.75, 0.63, 0.16, 0.89, 0.12, 0.66, 0.26, 0.02, ovf, 0.46, ovf, 0.09, ovf, 1.01, 0.10, 1.08, 0.10, ovf, 13.0053, 5.8193, ovf, ovf, 16.8773, -393723.7187, 8.6130, 14.8504, 0.6405, 16.2748, 10.7499, ovf, 0.9778, 0.5939, 13.0835, 20.7995, ovf, ovf, ovf, 13.8777, -0.0000, ovf, ovf, 96648.6171, 0.5036, 1.1291, -2.2533, ovf, 18487518.0000, 0.6816, -129482112.0000, 0
198.9970, 0.86, -3811006.00, -12788217.00, ovf, 0.28, 3.05, ovf, ovf, ovf, 2.38, 0.79, 3.56, 0.64, -0.78, 0.33, 3.76, -6017.08, ovf, 1.25, 0.08, ovf, 3.15, 0.42, ovf, -7346.53, -76571.13, ovf, 0.12, -275216896.00, -0.01, 0.48, ovf, ovf, ovf, 0.77, 2.76, 1.14, 0.16, 0.97, 0.18, 1.06, 1.75, -0.00, 0.06, ovf, 3.66, 0.99, -363802.34, 0.63, 0.14, 0.90, 0.07, 0.65, 0.29, 0.02, ovf, 0.47, ovf, 0.08, ovf, 1.02, 0.12, 1.09, 0.10, ovf, 12.2093, 5.6513, ovf, ovf, 18.2495, -65623.4140, 8.1118, 16.7963, 0.6479, 16.3546, 11.2079, ovf, 0.9812, 0.7959, 12.3244, 22.2033, ovf, ovf, ovf, 12.1024, -0.0000, ovf, ovf, 16108.5830, 0.3777, 1.2459, -2.1036, ovf, 3081252.7500, 0.7803, -21580352.0000, 0
203.6030, 0.86, -635166.06, -2131369.50, ovf, 0.27, 2.91, ovf, ovf, ovf, 2.70, 0.79, 3.24, 0.66, -0.70, 0.33, 3.79, -1002.15, ovf, 1.25, 0.06, ovf, 2.98, 0.41, -3071299840.00, -1223.90, -12761.79, ovf, 0.10, -45869484.00, 0.11, 0.50, ovf, ovf, ovf, 0.77, 3.09, 1.15, -0.17, 0.97, 0.13, 1.06, 1.98, -0.00, 0.04, ovf, 3.84, 1.00, -60633.06, 0.63, 0.14, 0.91, 0.04, 0.65, 0.28, 0.02, ovf, 0.48, ovf, 0.06, ovf, 1.03, 0.12, 1.10, 0.07, ovf, 12.9513, 5.1374, ovf, ovf, 16.7827, -10939.6621, 8.1727, 15.8596, 0.5137, 15.5836, 10.4652, ovf, 0.8453, 0.9378, 12.9152, 20.6386, ovf, ovf, ovf, 13.6671, -0.0000, -1051601600.0000, ovf, 2685.2446, 0.2619, 1.1920, -2.1760, ovf, 513542.3750, 0.8045, -3596725.5000, 0
208.2100, 0.86, -105859.26, -355227.75, ovf, 0.26, 3.25, ovf, -1452347264.00, ovf, 2.38, 0.78, 3.61, 0.67, -1.08, 0.32, 3.92, -166.33, ovf, 1.25, 0.06, ovf, 3.26, 0.40, -511883296.00, -203.47, -2126.86, ovf, 0.12, -7644914.00, 0.12, 0.49, ovf, ovf, ovf, 0.77, 2.73, 1.16, -0.38, 0.97, 0.12, 1.06, 1.81, -0.00, 0.04, ovf, 3.52, 1.01, -10104.89, 0.63, 0.14, 0.92, -0.03, 0.64, 0.33, 0.02, ovf, 0.49, ovf, 0.05, ovf, 1.04, 0.12, 1.12, 0.09, ovf, 11.8419, 5.4742, ovf, ovf, 18.4276, -1827.4965, 8.1440, 16.7847, 0.4913, 16.9434, 9.9791, ovf, 0.9503, 0.8459, 12.6827, 22.0875, ovf, ovf, ovf, 12.5203, -0.0000, -175266928.0000, ovf, 448.0215, -0.1574, 1.3762, -2.0923, -951008320.0000, 85590.7187, 0.8158, -599453.6875, 0
212.8180, 0.86, -17641.61, -59204.16, ovf, 0.25, 3.18, ovf, -242057872.00, -784609536.00, 2.73, 0.78, 3.35, 0.68, -1.16, 0.32, 4.15, -27.03, 3316493056.00, 1.25, 0.06, ovf, 3.16, 0.38, -85313880.00, -33.41, -354.43, ovf, 0.10, -1274151.37, 0.14, 0.50, ovf, ovf, ovf, 0.77, 2.94, 1.18, -0.70, 0.97, 0.12, 1.06, 2.00, -0.00, 0.06, ovf, 3.60, 1.02, -1683.50, 0.63, 0.11, 0.94, -0.04, 0.64, 0.32, 0.02, ovf, 0.51, ovf, 0.04, ovf, 1.05, 0.12, 1.11, 0.12, ovf, 12.2690, 5.0922, -2144989184.0000, ovf, 17.1014, -308.9469, 8.5861, 15.4077, 0.4876, 16.5563, 9.3082, ovf, 0.8266, 0.9368, 13.5509, 20.7251, ovf, ovf, ovf, 13.8345, -0.0000, -29211138.0000, ovf, 75.0130, -0.2299, 1.3377, -2.1716, -158501376.0000, 14265.3486, 0.8177, -99908.2031, 0
217.4280, 0.86, -2938.67, -9866.90, ovf, 0.23, 3.08, ovf, -40342980.00, -130768256.00, 2.84, 0.77, 3.28, 0.69, -1.24, 0.32, 4.06, -3.82, 552748864.00, 1.25, 0.04, ovf, 3.18, 0.37, -14218980.00, -5.08, -59.04, ovf, 0.08, -212357.68, 0.17, 0.50, ovf, ovf, ovf, 0.77, 3.09, 1.19, -1.10, 0.97, 0.15, 1.06, 2.00, -0.00, 0.08, -3112178944.00, 3.78, 1.04, -280.15, 0.63, 0.13, 0.95, -0.02, 0.63, 0.30, 0.02, ovf, 0.52, ovf, 0.03, ovf, 1.05, 0.10, 1.10, 0.10, 817030528.0000, 12.6995, 4.7095, -357498240.0000, 1165644544.0000, 16.5127, -56.2268, 8.3832, 15.2368, 0.3516, 16.5011, 9.1227, ovf, 0.6669, 1.1686, 13.5371, 19.9431, ovf, ovf, ovf, 13.8140, -0.0000, -4868504.5000, ovf, 12.9818, -0.1414, 1.2437, -2.1908, -26416900.0000, 2377.7026, 0.7040, -16650.7773, 0
222.0390, 0.86, -488.11, -1644.02, ovf, 0.22, 3.21, -2027732480.00, -6723830.00, -21794710.00, 2.86, 0.76, 3.41, 0.70, -1.42, 0.32, 4.18, 0.03, 92124808.00, 1.24, 0.06, ovf, 3.25, 0.36, -2369827.00, -0.37, -9.79, ovf, 0.10, -35392.09, 0.13, 0.49, ovf, ovf, ovf, 0.77, 2.98, 1.20, -1.40, 0.97, 0.13, 1.06, 2.02, -0.00, 0.08, -518696480.00, 3.63, 1.05, -46.37, 0.63, 0.14, 0.96, -0.05, 0.62, 0.33, 0.02, ovf, 0.53, ovf, 0.02, -3274477824.00, 1.06, 0.10, 1.08, 0.08, 136171760.0000, 12.4121, 4.6610, -59583032.0000, 194274096.0000, 16.9455, -14.9613, 8.6254, 15.2847, 0.4633, 16.5979, 8.8170, ovf, 0.7658, 0.8698, 13.6282, 19.9277, ovf, -959380992.0000, ovf, 13.9257, -0.0000, -811399.3750, ovf, 2.6444, -0.3376, 1.3406, -2.1867, -4402824.5000, 396.3997, 0.6913, -2774.6601, 0
226.6530, 0.86, -79.37, -273.55, ovf, 0.21, 3.29, -337955424.00, -1120638.62, -3632451.75, 2.41, 0.75, 3.65, 0.71, -1.60, 0.32, 3.91, 0.67, 15354135.00, 1.24, 0.06, ovf, 3.31, 0.35, -394967.78, 0.41, -1.61, 1062688704.00, 0.12, -5897.81, 0.15, 0.48, ovf, -1313845632.00, -3902129152.00, 0.77, 2.76, 1.21, -1.82, 0.97, 0.12, 1.06, 1.82, -0.00, 0.08, -86449416.00, 3.56, 1.06, -7.75, 0.63, 0.12, 0.97, -0.13, 0.61, 0.34, 0.02, ovf, 0.54, ovf, 0.02, -545746304.00, 1.07, 0.10, 1.09, 0.11, 22695310.0000, 11.7375, 4.4952, -9930506.0000, 32379018.0000, 17.8635, -8.8587, 8.0634, 16.9354, 0.4819, 16.6669, 9.1860, ovf, 0.9058, 1.0533, 12.5203, 21.7687, ovf, -159896832.0000, ovf, 12.5634, -0.0000, -135215.2968, ovf, 0.8522, -0.7964, 1.3390, -2.1012, -733813.7500, 66.1893, 0.6959, -461.7320, 0
231.2670, 0.86, -11.53, -45.14, ovf, 0.20, 3.26, -56325904.00, -186773.57, -605408.12, 2.73, 0.76, 3.43, 0.72, -1.68, 0.32, 4.10, 0.77, 2559024.75, 1.24, 0.09, ovf, 3.20, 0.35, -65824.85, 0.53, -0.20, 177114784.00, 0.10, -982.10, 0.16, 0.49, -950396352.00, -218974272.00, -650354880.00, 0.77, 2.99, 1.22, -2.25, 0.97, 0.14, 1.06, 2.04, -0.00, 0.06, -14408236.00, 3.64, 1.07, -1.29, 0.63, 0.12, 0.97, -0.05, 0.59, 0.34, 0.02, -1843915904.00, 0.55, ovf, 0.02, -90957720.00, 1.08, 0.10, 1.08, 0.12, 3782561.2500, 12.3910, 4.2246, -1655086.5000, 5396511.5000, 16.9244, -8.0815, 8.4510, 15.4756, 0.7548, 16.2856, 8.5353, ovf, 0.7999, 1.0755, 13.5067, 19.9580, ovf, -26649490.0000, ovf, 14.0625, -0.0000, -22517.5546, ovf, 0.5519, -0.3421, 1.3137, -2.3723, -122312.3750, 11.1435, 0.7030, -76.2512, 0
235.8830, 0.86, -0.02, -7.08, -1985957376.00, 0.19, 3.06, -9387651.00, -31129.35, -100900.85, 2.54, 0.75, 3.50, 0.73, -1.58, 0.32, 3.75, 0.78, 426506.87, 1.24, 0.07, -1816963200.00, 3.13, 0.36, -10967.37, 0.54, 0.02, 29519130.00, 0.13, -162.83, 0.18, 0.50, -158399392.00, -36495712.00, -108392480.00, 0.77, 3.02, 1.23, -2.69, 0.97, 0.14, 1.06, 1.91, -0.00, 0.06, -2401371.75, 3.99, 1.08, -0.53, 0.62, 0.14, 0.95, -0.01, 0.58, 0.32, 0.01, -307319328.00, 0.56, -3397575424.00, 0.02, -15159620.00, 1.09, 0.10, 1.07, 0.10, 630437.5000, 12.0341, 3.6997, -275849.6250, 899426.5625, 17.1272, -7.5031, 7.7259, 16.4114, 0.5310, 15.7639, 9.4265, ovf, 1.0302, 1.1777, 12.5192, 20.7327, 1280256640.0000, -4441600.0000, ovf, 13.1617, -0.0000, -3732.9167, ovf, 0.5623, -0.0570, 1.2272, -2.0312, -20396.1601, 1.9603, 0.7109, -12.1288, 0
240.5000, 0.86, 1.95, -0.73, -330992896.00, 0.17, 3.13, -1564607.50, -5188.57, -16816.33, 2.42, 0.74, 3.55, 0.73, -1.71, 0.31, 3.69, 0.78, 71087.24, 1.24, 0.03, -302827200.00, 3.14, 0.37, -1824.51, 0.53, 0.09, 4919855.00, 0.14, -26.29, 0.20, 0.49, -26399898.00, -6082618.50, -18065408.00, 0.77, 2.97, 1.24, -3.10, 0.97, 0.16, 1.06, 1.87, -0.00, 0.06, -400227.87, 3.87, 1.09, -0.56, 0.61, 0.14, 0.94, 0.02, 0.57, 0.35, 0.02, -51219920.00, 0.58, -566262592.00, 0.02, -2526602.25, 1.10, 0.10, 1.06, 0.08, 105083.8125, 11.8583, 3.5422, -45976.5156, 149911.9375, 17.0763, -8.1013, 7.4134, 16.7371, 0.2234, 15.5414, 9.7034, ovf, 1.0686, 1.2952, 12.1258, 21.2514, 213376128.0000, -740288.0625, 1537173376.0000, 12.8965, -0.0000, -602.9603, ovf, 0.5557, 0.0921, 1.3123, -2.1642, -3410.6330, 0.4281, 0.7180, -1.5631, 0
245.1180, 0.86, 2.32, 0.32, -55165484.00, 0.17, 3.34, -260767.29, -865.48, -2802.24, 2.40, 0.75, 3.69, 0.73, -1.97, 0.30, 3.97, 0.78, 11850.56, 1.24, 0.05, -50471200.00, 3.32, 0.38, -300.95, 0.52, 0.10, 819976.81, 0.12, -3.54, 0.17, 0.48, -4399979.50, -1013769.25, -3010897.25, 0.76, 2.74, 1.26, -3.42, 0.97, 0.14, 1.06, 1.86, -0.00, 0.09, -66703.90, 3.74, 1.10, -0.66, 0.62, 0.12, 0.93, 0.00, 0.56, 0.39, 0.02, -8536669.00, 0.59, -94377096.00, 0.02, -421099.37, 1.10, 0.10, 1.07, 0.11, 17525.1542, 11.3089, 3.7231, -7666.0498, 24992.8613, 17.9514, -9.3384, 7.6285, 16.4524, 0.4419, 16.6414, 9.3619, -1190546560.0000, 0.9468, 1.0950, 12.4948, 21.5428, 35562700.0000, -123405.1015, 256195568.0000, 12.8521, -0.0000, -82.1606, -1125055360.0000, 0.4957, 0.0153, 1.4270, -2.2767, -580.4252, 0.1853, 0.7191, 0.4353, 0
249.7340, 0.86, 2.10, 0.48, -9194243.00, 0.17, 3.37, -43460.62, -145.36, -466.56, 2.73, 0.75, 3.55, 0.73, -1.86, 0.29, 4.09, 0.78, 1977.59, 1.24, 0.08, -8411867.00, 3.30, 0.37, -47.11, 0.51, 0.10, 136663.79, 0.10, 0.24, 0.18, 0.48, -733326.43, -168960.98, -501812.37, 0.77, 2.87, 1.27, -3.84, 0.97, 0.14, 1.06, 1.98, -0.00, 0.02, -11116.57, 3.77, 1.12, -0.66, 0.61, 0.15, 0.92, 0.05, 0.56, 0.38, 0.02, -1422796.12, 0.60, -15729516.00, 0.02, -70182.34, 1.11, 0.08, 1.08, 0.12, 2930.4592, 11.4078, 3.7686, -1282.9101, 4174.2333, 17.2857, -8.8273, 7.8441, 15.4576, 0.6132, 16.7758, 8.8918, -198424432.0000, 0.7984, 1.1575, 13.3302, 20.5433, 5927129.0000, -20594.4941, 42699260.0000, 13.6502, -0.0000, 4.7061, -187509232.0000, 0.6097, 0.2999, 1.3857, -2.1050, -109.1803, 0.1272, 0.6042, 0.7757, 0
254.3490, 0.86, 2.35, 0.51, -1532370.87, 0.17, 3.16, -7242.83, -25.08, -77.28, 2.39, 0.74, 3.57, 0.73, -1.73, 0.29, 3.70, 0.77, 332.40, 1.24, 0.06, -1401976.87, 3.08, 0.36, -4.40, 0.50, 0.03, 22778.30, 0.12, 0.88, 0.16, 0.49, -122218.00, -28159.60, -83631.25, 0.77, 2.96, 1.28, -4.36, 0.97, 0.12, 1.06, 1.88, -0.00, 0.09, -1852.02, 4.20, 1.13, -1.03, 0.60, 0.14, 0.90, 0.13, 0.55, 0.35, 0.01, -237150.45, 0.61, -2621589.00, 0.02, -11696.21, 1.13, 0.08, 1.08, 0.09, 499.5942, 11.1622, 3.5350, -217.8659, 702.9641, 17.1548, -8.1798, 7.0830, 16.5853, 0.5069, 15.6947, 9.5043, -33070738.0000, 0.9107, 1.0705, 12.1327, 21.4369, 987867.3750, -3463.4370, 7116543.0000, 12.9779, -0.0000, 21.3210, -31251538.0000, 0.5537, 0.7349, 1.2361, -2.0815, -31.5185, 0.1227, 0.5903, 0.5980, 0
258.9630, 0.86, 2.19, 0.50, -255392.12, 0.17, 3.08, -1206.52, -5.13, -12.40, 2.71, 0.75, 3.31, 0.73, -1.70, 0.28, 4.03, 0.77, 57.92, 1.24, 0.04, -233662.18, 3.06, 0.37, 2.40, 0.50, 0.04, 3797.39, 0.12, 0.98, 0.19, 0.49, -20366.20, -4692.70, -13934.79, 0.77, 3.13, 1.29, -4.79, 0.97, 0.14, 1.06, 2.06, -0.00, 0.08, -307.94, 4.20, 1.14, -1.02, 0.59, 0.12, 0.89, 0.15, 0.54, 0.36, 0.02, -39542.92, 0.62, -436935.00, 0.02, -1948.53, 1.13, 0.08, 1.09, 0.05, 93.3317, 11.7519, 3.4530, -40.9132, 125.8574, 16.0970, -8.0721, 7.4716, 15.3423, 0.3543, 15.7869, 9.1153, -5511789.0000, 0.9361, 1.2617, 12.9550, 20.0846, 164657.7031, -611.4379, 1186091.1250, 14.2467, -0.0000, 23.4498, -5208596.0000, 0.4725, 0.8933, 1.2466, -2.1759, -19.4815, 0.1069, 0.5880, 0.3366, 0
263.5760, 0.86, 2.13, 0.50, -42562.51, 0.16, 3.35, -200.46, -2.09, -1.58, 2.74, 0.74, 3.49, 0.73, -1.92, 0.27, 4.29, 0.76, 12.19, 1.24, 0.07, -38943.04, 3.29, 0.38, 3.35, 0.50, 0.07, 633.91, 0.10, 1.01, 0.20, 0.47, -3390.80, -781.56, -2318.66, 0.77, 2.95, 1.30, -5.20, 0.97, 0.14, 1.06, 2.06, -0.00, 0.06, -50.59, 3.92, 1.15, -1.12, 0.57, 0.17, 0.88, 0.16, 0.52, 0.36, 0.02, -6608.25, 0.63, -72826.08, 0.02, -323.87, 1.13, 0.08, 1.08, 0.09, 25.4352, 11.3035, 3.5662, -12.8710, 29.5706, 16.7015, -9.0790, 7.6217, 15.0463, 0.5986, 16.8031, 8.7947, -918631.2500, 0.8159, 1.3082, 13.1100, 19.8024, 27455.0781, -139.2525, 197682.5625, 14.2279, -0.0000, 22.4122, -868106.3750, 0.6365, 0.9114, 1.2249, -2.1834, -18.0751, 0.1230, 0.5876, 0.6420, 0
268.1870, 0.86, 2.07, 0.50, -7090.82, 0.16, 3.19, -32.77, -1.61, 0.22, 2.77, 0.73, 3.43, 0.74, -1.92, 0.27, 4.18, 0.75, 4.58, 1.24, 0.08, -6489.87, 3.27, 0.37, 3.57, 0.48, 0.11, 106.66, 0.10, 1.01, 0.20, 0.48, -561.65, -129.72, -382.68, 0.76, 3.08, 1.31, -5.67, 0.97, 0.14, 1.06, 2.09, -0.00, 0.06, -7.68, 3.80, 1.16, -1.32, 0.56, 0.13, 0.89, 0.14, 0.51, 0.39, 0.02, -1119.18, 0.63, -12141.21, 0.02, -53.13, 1.14, 0.10, 1.08, 0.10, 13.8393, 11.5021, 3.3183, -8.4675, 13.6119, 16.2257, -9.2227, 7.4021, 14.8541, 0.6394, 16.4065, 8.7169, -153104.8906, 0.7896, 1.3144, 13.1704, 19.2974, 4588.7060, -64.3270, 32947.8242, 14.4549, -0.0000, 22.1349, -144692.9843, 0.4717, 0.8264, 1.3082, -2.2797, -17.5974, 0.1127, 0.7156, 0.6924, 0
272.7970, 0.85, 2.30, 0.50, -1178.87, 0.15, 3.03, -4.81, -2.35, 0.52, 2.58, 0.71, 3.44, 0.75, -1.89, 0.27, 3.93, 0.74, 3.46, 1.24, 0.10, -1081.01, 3.14, 0.38, 3.91, 0.49, 0.09, 18.77, 0.07, 1.02, 0.20, 0.48, -90.41, -21.09, -59.75, 0.76, 3.16, 1.32, -6.21, 0.97, 0.16, 1.06, 2.03, -0.00, 0.04, -0.52, 3.90, 1.17, -1.69, 0.55, 0.15, 0.90, 0.12, 0.50, 0.38, 0.02, -204.33, 0.63, -2027.10, 0.02, -8.04, 1.15, 0.07, 1.07, 0.12, 13.0694, 11.5196, 2.9698, -11.9615, 10.2030, 15.9869, -9.1850, 6.9150, 15.3790, 0.7810, 15.5665, 9.6321, -25517.2695, 0.5201, 1.3274, 12.2872, 20.0502, 777.9605, -56.2224, 5492.1445, 14.0233, -0.0000, 22.9747, -24126.7343, 0.5546, 0.7247, 1.2409, -2.2033, -17.6555, 0.1120, 0.4937, 0.8097, 0
277.4050, 0.86, 2.43, 0.50, -193.83, 0.16, 3.34, -0.16, -2.61, 0.56, 2.46, 0.72, 3.77, 0.75, -2.16, 0.26, 3.99, 0.74, 3.34, 1.24, 0.05, -179.55, 3.42, 0.39, 3.84, 0.48, 0.06, 4.13, 0.09, 1.02, 0.15, 0.47, -11.70, -2.97, -5.81, 0.76, 2.73, 1.34, -6.64, 0.97, 0.11, 1.06, 1.89, -0.00, 0.04, 0.67, 3.70, 1.19, -1.96, 0.56, 0.14, 0.89, 0.12, 0.49, 0.43, 0.02, -51.84, 0.63, -341.28, 0.02, -0.44, 1.16, 0.08, 1.06, 0.10, 13.6426, 10.5813, 3.4397, -13.1971, 9.1848, 17.7408, -10.5627, 6.7681, 15.9585, 0.4000, 16.6502, 9.7552, -4252.7231, 0.7403, 0.9978, 12.3682, 20.9665, 140.5978, -58.1912, 915.8836, 13.0310, -0.0000, 21.8360, -4034.1425, 0.5174, 0.6989, 1.3619, -2.0965, -16.8997, 0.1305, 0.5865, 0.7079, 0
282.0130, 0.86, 2.17, 0.49, -29.27, 0.17, 3.06, 0.62, -2.67, 0.57, 2.69, 0.72, 3.38, 0.74, -1.89, 0.27, 3.96, 0.74, 3.14, 1.24, 0.04, -29.29, 3.17, 0.38, 3.82, 0.47, 0.08, 1.70, 0.10, 1.01, 0.21, 0.48, 1.35, 0.04, 2.82, 0.76, 3.12, 1.35, -7.17, 0.97, 0.13, 1.06, 2.06, -0.00, 0.02, 0.86, 3.98, 1.20, -2.18, 0.55, 0.17, 0.88, 0.22, 0.48, 0.42, 0.02, -26.44, 0.61, -60.13, 0.02, 0.76, 1.17, 0.08, 1.05, 0.08, 12.1533, 11.4255, 3.3685, -13.4985, 10.0897, 15.9272, -9.1414, 6.9475, 15.0057, 0.3365, 15.6073, 9.4762, -708.5835, 0.7828, 1.3725, 12.4689, 19.2449, 36.6912, -63.0002, 153.3837, 14.2462, -0.0000, 23.2855, -686.8131, 0.6206, 1.2592, 1.3300, -2.2652, -15.7235, 0.1129, 0.6066, 0.5706, 0
286.6200, 0.87, 2.21, 0.49, -2.16, 0.16, 3.39, 0.76, -2.89, 0.57, 2.62, 0.71, 3.75, 0.74, -2.13, 0.26, 4.13, 0.74, 3.21, 1.25, 0.07, -4.26, 3.45, 0.39, 3.65, 0.48, 0.10, 1.31, 0.12, 1.01, 0.17, 0.47, 3.69, 0.55, 4.49, 0.76, 2.74, 1.36, -7.63, 0.97, 0.16, 1.06, 1.93, -0.00, 0.05, 0.90, 3.65, 1.19, -2.01, 0.54, 0.18, 0.87, 0.19, 0.47, 0.45, 0.02, -22.22, 0.60, -13.19, 0.02, 1.03, 1.17, 0.06, 1.04, 0.10, 12.4976, 10.5575, 3.5433, -14.8108, 9.6671, 17.3862, -10.2687, 6.9984, 15.4932, 0.5998, 16.7223, 9.2868, -117.8368, 0.9305, 1.1043, 12.6852, 20.2663, 17.1385, -67.4609, 26.4056, 13.2727, -0.0000, 21.5098, -127.2068, 0.6263, 1.0531, 1.3976, -2.2956, -14.9982, 0.1260, 0.4829, 0.6550, 0
291.2260, 0.86, 2.87, 0.50, 2.52, 0.17, 2.98, 0.77, -2.62, 0.57, 2.49, 0.71, 3.52, 0.73, -1.69, 0.27, 3.87, 0.74, 3.23, 1.25, 0.05, -0.09, 3.14, 0.38, 3.96, 0.49, 0.08, 1.25, 0.10, 1.00, 0.23, 0.48, 3.77, 0.62, 4.81, 0.76, 3.07, 1.37, -8.14, 0.97, 0.13, 1.05, 2.17, -0.00, 0.06, 0.90, 4.06, 1.18, -1.77, 0.53, 0.16, 0.86, 0.23, 0.47, 0.38, 0.01, -21.55, 0.59, -5.21, 0.02, 0.99, 1.18, 0.04, 1.04, 0.12, 16.0623, 11.2145, 3.2918, -13.2721, 9.2956, 16.3194, -8.0119, 6.7946, 15.4856, 0.3718, 15.2138, 9.8281, -19.4249, 0.8269, 1.4840, 12.0485, 20.3089, 15.8677, -72.6157, 5.0322, 14.8040, -0.0000, 23.7010, -32.1694, 0.5596, 1.2869, 1.1547, -1.9324, -14.0080, 0.1100, 0.3378, 0.7904, 0
295.8320, 0.87, 2.61, 0.49, 3.39, 0.18, 3.13, 0.78, -2.74, 0.57, 2.80, 0.72, 3.37, 0.72, -1.61, 0.26, 4.16, 0.74, 3.01, 1.25, 0.06, 0.62, 3.27, 0.39, 3.69, 0.50, 0.08, 1.25, 0.10, 1.00, 0.22, 0.47, 4.19, 0.65, 4.55, 0.76, 3.18, 1.38, -8.66, 0.97, 0.12, 1.04, 2.50, -0.00, 0.01, 0.90, 3.86, 1.17, -1.34, 0.51, 0.19, 0.84, 0.27, 0.46, 0.41, 0.02, -21.39, 0.58, -3.75, 0.02, 1.01, 1.20, 0.06, 1.05, 0.10, 14.7503, 11.3184, 3.6707, -13.8595, 10.3221, 15.8476, -7.5449, 7.0577, 14.5239, 0.4698, 16.1082, 9.3887, -3.0187, 0.8170, 1.4390, 12.9400, 19.3111, 15.7221, -77.8443, 1.4699, 16.8421, -0.0000, 22.5262, -13.3083, 0.6474, 1.4905, 1.2387, -2.1456, -13.1536, 0.1157, 0.4464, 0.6989, 0
