402.2590, 0.76, -94.68, 0.66, 0.93, 0.78, -601761.31, 0.52, 0.93, 2.83, -0.06, 1.84, -19.95, 1.05, -1.42, 1.06, -1.01, 0.70, 0.55, -19710.84, 0.05, 1.00, 0.16, 1.18, -20.62, 2.80, 0.02, 1.06, -4.52, 1.23, 0.08, 0.75, 0.88, 0.23, 1.88, 1.05, -1.36, -1.01, -21.14, 1.10, 0.11, 72357.61, 1.92, 0.01, -21.14, 0.45, 1.24, 0.53, 5.05, 0.40, 4.28, 0.72, 5.34, 0.05, 2.91, 0.00, -0.02, 1.05, 0.04, 0.69, 3.71, 0.92, 0.13, 2.69, 0.01, 4.5285, 3.9634, -1.0099, 3.1649, -1.0443, -238.5799, -9.7502, -6.9660, 2.5063, -17265326.0000, 1.0607, -159.0268, 0.4184, -31.1314, 0.6635, 4.3226, 2.7973, -9.3223, -246.8167, 0.8070, 0.4109, -1.9243, 3.6293, 4.1146, 11.1788, 24.9941, 0.9677, -0.0000, nan, 16.5133, 0.7712, 0.0992, 0
408.8730, 0.77, -15.10, 0.70, 0.91, 0.72, -100293.60, 0.53, 0.72, 2.87, -0.03, 1.84, -19.92, 1.05, -1.40, 1.06, -1.00, 0.70, 0.54, -3283.92, 0.02, 1.00, 0.13, 1.18, -20.74, 2.76, 0.05, 1.06, -4.52, 1.18, 0.10, 0.71, 1.01, 0.24, 1.66, 1.05, -1.38, 1.32, -21.12, 1.06, 0.12, 12059.63, 2.07, 0.01, -21.14, 0.46, 1.06, 0.47, 2.21, 0.46, 4.03, 0.76, 4.87, 0.05, 3.07, 0.00, -0.00, 1.05, 0.04, 0.65, 4.00, 0.88, 0.19, 2.73, 0.00, 4.1856, 4.1054, -0.3225, 2.4928, -0.4865, -239.2657, -9.6167, -6.9168, 2.4707, -2877554.5000, 0.8299, -159.9109, 0.9635, -31.1352, 0.7455, 4.6470, 2.5741, -9.4130, -245.7016, 0.8168, 0.4943, -1.8471, 3.1459, 4.7917, 12.0295, 24.1743, 1.0449, -0.0000, nan, 16.8058, 1.0712, 0.0165, 0
415.4860, 0.72, -1.73, 0.70, 0.82, 0.67, -16715.60, 0.48, 0.84, 2.88, -0.04, 1.84, -19.99, 1.05, -1.38, 1.06, -1.00, 0.75, 0.56, -546.15, 0.04, 0.95, 0.15, 1.18, -20.69, 2.75, 0.04, 1.06, -4.50, 1.12, 0.10, 0.70, 1.02, 0.29, 1.66, 1.05, -1.46, 1.69, -21.15, 1.10, 0.14, 2009.97, 1.89, 0.01, -21.12, 0.46, 0.98, 0.47, 1.65, 0.52, 4.37, 0.77, 4.51, 0.06, 3.13, 0.00, 0.02, 1.05, 0.04, 0.69, 4.07, 0.87, 0.18, 2.78, 0.03, 4.3201, 3.7463, -0.0537, 2.6323, -0.7051, -238.8778, -9.4856, -6.9085, 2.7278, -479592.1250, 0.9576, -158.9163, 0.7564, -31.0013, 0.7268, 4.6213, 3.1081, -9.9908, -243.9760, 0.9778, 0.4371, -1.8332, 2.9029, 4.6743, 14.8296, 22.5930, 1.1501, -0.0000, nan, 18.2353, 1.0270, 0.6095, 0
422.0990, 0.76, 0.51, 0.75, 0.70, 0.61, -2785.85, 0.43, 1.07, 2.88, -0.02, 1.83, -19.96, 1.05, -1.45, 1.06, -1.05, 0.71, 0.63, -89.90, 0.11, 0.94, 0.14, 1.18, -20.66, 2.75, 0.04, 1.06, -4.53, 1.06, 0.10, 0.70, 0.94, 0.25, 2.14, 1.05, -1.46, 1.76, -21.14, 1.10, 0.12, 335.02, 1.75, 0.01, -21.12, 0.41, 1.16, 0.46, 1.39, 0.58, 4.46, 0.72, 4.69, 0.06, 3.12, 0.00, -0.01, 1.05, 0.04, 0.74, 3.83, 0.87, 0.16, 2.84, 0.01, 4.7446, 3.4398, 0.3140, 2.9558, -0.4295, -237.2913, -9.9086, -7.2525, 2.8992, -79931.1328, 0.8763, -158.5335, 0.7219, -31.2083, 0.6925, 4.2400, 3.4324, -9.9746, -243.4044, 0.8827, 0.3851, -1.8311, 3.0769, 4.1399, 16.8112, 21.9451, 1.1483, -0.0000, nan, 18.5189, 0.9248, 0.1016, 0
428.7130, 0.77, 0.87, 0.71, 0.85, 0.60, -464.29, 0.47, 1.05, 2.88, -0.05, 1.83, -19.98, 1.05, -1.41, 1.06, -1.08, 0.75, 0.62, -13.91, 0.08, 0.95, 0.16, 1.18, -20.61, 2.70, 0.04, 1.06, -4.56, 1.10, 0.10, 0.70, 0.87, 0.24, 2.11, 1.05, -1.39, 1.78, -21.19, 1.11, 0.10, 55.86, 1.82, 0.01, -21.15, 0.35, 1.46, 0.46, 1.33, 0.64, 4.21, 0.66, 5.30, 0.05, 2.90, 0.00, -0.00, 1.05, 0.02, 0.75, 3.60, 0.87, 0.13, 2.90, 0.00, 4.7272, 3.9417, 0.1169, 3.1733, -1.0075, -237.5711, -9.6369, -7.4250, 3.0502, -13321.2949, 0.9669, -158.3530, 0.7036, -31.3377, 0.7175, 3.9536, 3.3040, -9.5213, -245.8172, 0.7471, 0.3672, -1.7416, 3.3221, 3.9891, 17.4171, 22.8389, 1.0184, -0.0000, nan, 17.6649, 0.7197, 0.0169, 0
435.3260, 0.77, 0.81, 0.75, 0.84, 0.55, -77.30, 0.47, 0.91, 2.93, -0.03, 1.84, -19.98, 1.05, -1.38, 1.06, -1.01, 0.76, 0.55, -1.29, 0.08, 0.94, 0.16, 1.18, -20.64, 2.69, 0.02, 1.06, -4.53, 1.06, 0.12, 0.65, 1.06, 0.24, 1.73, 1.05, -1.35, 1.79, -21.18, 1.06, 0.12, 9.34, 2.00, 0.01, -21.11, 0.39, 1.38, 0.41, 1.66, 0.65, 4.00, 0.70, 5.18, 0.05, 2.97, 0.00, -0.02, 1.05, 0.04, 0.71, 3.70, 0.92, 0.15, 2.96, 0.02, 4.1354, 4.1347, 0.3111, 2.7930, -0.4867, -239.6102, -9.4775, -6.9933, 2.7394, -2219.6806, 0.9809, -158.9373, 0.4089, -31.1298, 0.8045, 4.4683, 2.7105, -9.2014, -246.8544, 0.8058, 0.4668, -1.7234, 3.4922, 4.4259, 16.8159, 23.6793, 0.9808, -0.0000, nan, 16.9835, 0.9241, 0.3257, 0
441.9390, 0.72, 0.85, 0.76, 0.76, 0.49, -12.70, 0.42, 0.95, 2.94, -0.00, 1.84, -20.00, 1.05, -1.41, 1.06, -1.00, 0.76, 0.58, 0.86, 0.08, 0.94, 0.14, 1.17, -20.64, 2.64, 0.00, 1.06, -4.50, 1.10, 0.10, 0.69, 1.04, 0.19, 2.31, 1.05, -1.47, 1.77, -21.18, 1.00, 0.14, 1.59, 1.87, 0.01, -21.15, 0.40, 1.18, 0.46, 1.58, 0.60, 4.28, 0.71, 4.68, 0.06, 3.13, 0.00, -0.00, 1.05, 0.02, 0.65, 4.27, 0.88, 0.18, 3.02, -0.01, 4.0071, 3.7565, 0.6227, 2.6192, -0.0811, -239.1100, -9.6791, -6.9213, 2.8559, -369.3863, 0.8807, -157.3334, 0.0682, -30.9998, 0.7362, 4.6712, 2.8440, -10.0701, -244.2694, 0.8858, 0.4356, -1.9075, 3.0453, 4.6623, 16.6945, 21.6054, 1.1316, -0.0000, nan, 17.9911, 1.0014, -0.2749, 0
448.5520, 0.76, 0.93, 0.72, 0.83, 0.48, -1.97, 0.37, 1.23, 2.94, -0.03, 1.83, -19.98, 1.05, -1.44, 1.06, -1.05, 0.81, 0.50, 1.17, 0.06, 0.94, 0.16, 1.17, -20.66, 2.59, 0.03, 1.06, -4.52, 1.16, 0.08, 0.69, 0.87, 0.23, 2.22, 1.05, -1.40, 1.78, -21.15, 0.94, 0.12, 0.29, 1.79, 0.01, -21.13, 0.35, 1.48, 0.46, 1.35, 0.64, 4.33, 0.66, 5.10, 0.05, 2.92, 0.00, -0.02, 1.05, 0.02, 0.69, 3.81, 0.92, 0.15, 2.98, -0.00, 4.6007, 3.8414, 0.5715, 2.9081, -0.6510, -237.8729, -9.8268, -7.2547, 2.6133, -61.1628, 0.9655, -158.0004, 0.5697, -31.0737, 0.6310, 3.9500, 3.3359, -9.5498, -244.7374, 0.7539, 0.3657, -1.9349, 3.3678, 4.0490, 18.0491, 21.9330, 1.0098, -0.0000, nan, 17.0373, 0.8705, -0.0453, 0
455.1650, 0.77, 0.82, 0.76, 0.85, 0.43, -0.13, 0.36, 1.15, 2.94, -0.04, 1.84, -19.96, 1.05, -1.36, 1.06, -1.01, 0.82, 0.42, 1.27, 0.06, 0.94, 0.16, 1.17, -20.66, 2.58, 0.06, 1.06, -4.54, 1.17, 0.10, 0.65, 1.03, 0.24, 1.75, 1.05, -1.38, 1.79, -21.16, 0.88, 0.12, 0.08, 1.98, 0.01, -21.12, 0.39, 1.33, 0.41, 1.67, 0.65, 3.99, 0.70, 5.15, 0.05, 2.99, 0.00, -0.02, 1.05, 0.04, 0.65, 3.87, 0.88, 0.17, 2.92, -0.00, 4.1133, 4.2050, 0.6390, 2.6854, -0.7460, -239.7207, -9.2810, -6.9602, 2.2167, -9.7730, 0.9812, -157.5730, 0.9330, -31.2599, 0.7406, 4.3291, 2.7158, -9.4572, -246.2014, 0.6923, 0.4536, -1.9399, 3.3702, 4.4796, 16.7806, 23.5284, 1.0105, -0.0000, nan, 16.2700, 0.9935, -0.0075, 0
461.7780, 0.72, 0.90, 0.76, 0.73, 0.47, 0.16, 0.31, 1.31, 2.99, -0.04, 1.83, -19.98, 1.05, -1.38, 1.06, -1.03, 0.77, 0.57, 1.24, 0.08, 0.99, 0.16, 1.17, -20.63, 2.57, 0.08, 1.06, -4.47, 1.22, 0.10, 0.69, 0.95, 0.19, 2.41, 1.05, -1.45, 1.77, -21.14, 0.92, 0.14, 0.04, 1.75, 0.01, -21.15, 0.40, 1.24, 0.45, 1.43, 0.70, 4.16, 0.71, 4.71, 0.06, 3.05, 0.00, -0.02, 1.05, 0.01, 0.69, 3.99, 0.92, 0.16, 2.87, -0.00, 4.2346, 3.5990, 0.6768, 2.6102, -0.7743, -237.9768, -9.4181, -7.1460, 2.8510, -1.0929, 1.0344, -157.2484, 1.2722, -30.7922, 0.7901, 4.2705, 2.9630, -9.8847, -243.8682, 0.8227, 0.3769, -1.8520, 3.1979, 4.2021, 18.8834, 21.7159, 1.1194, -0.0000, nan, 17.9176, 0.9697, -0.0013, 0
468.3910, 0.76, 0.87, 0.71, 0.90, 0.43, 0.21, 0.35, 1.27, 2.99, -0.04, 1.82, -19.90, 1.05, -1.43, 1.06, -1.02, 0.76, 0.49, 1.19, 0.08, 0.95, 0.18, 1.17, -20.69, 2.57, 0.03, 1.06, -4.61, 1.23, 0.07, 0.65, 1.04, 0.23, 1.93, 1.05, -1.34, 1.79, -21.14, 0.98, 0.14, 0.03, 1.94, 0.01, -21.14, 0.45, 1.26, 0.41, 1.55, 0.75, 3.69, 0.76, 4.90, 0.05, 2.92, 0.00, -0.00, 1.06, 0.03, 0.69, 3.65, 0.93, 0.16, 2.81, 0.02, 4.3032, 4.1978, 0.6112, 2.8622, -0.7791, -236.3479, -9.7833, -7.0619, 2.4584, 0.3283, 1.0932, -157.2531, 0.4912, -31.7270, 0.5317, 4.3825, 2.8808, -9.1651, -245.7729, 0.8907, 0.4057, -1.9281, 3.6707, 4.1554, 18.0457, 24.2967, 0.9763, -0.0000, nan, 16.4971, 0.9673, 0.3034, 0
475.0020, 0.72, 0.88, 0.71, 0.85, 0.37, 0.30, 0.35, 1.14, 2.95, -0.04, 1.83, -19.95, 1.05, -1.45, 1.06, -0.99, 0.71, 0.55, 1.13, 0.11, 0.99, 0.13, 1.17, -20.68, 2.57, 0.02, 1.06, -4.45, 1.28, 0.08, 0.69, 1.06, 0.19, 2.22, 1.05, -1.41, 1.77, -21.19, 0.94, 0.16, 0.03, 1.94, 0.01, -21.11, 0.46, 1.04, 0.46, 1.64, 0.71, 4.13, 0.77, 4.53, 0.05, 3.12, 0.00, -0.03, 1.06, 0.02, 0.65, 4.21, 0.93, 0.16, 2.80, 0.04, 4.1085, 3.9149, 0.7211, 2.6399, -0.7673, -237.8194, -9.9583, -6.8176, 2.5434, 0.7818, 0.8353, -156.9470, 0.3610, -30.6411, 0.6469, 4.7324, 2.7338, -9.6202, -244.3727, 0.9563, 0.4389, -1.7535, 3.0893, 4.8708, 19.2073, 22.6396, 1.1039, -0.0000, nan, 17.7214, 0.9654, 0.6573, 0
481.6140, 0.76, 0.95, 0.71, 0.81, 0.36, 0.32, 0.40, 1.21, 2.99, -0.02, 1.82, -19.94, 1.05, -1.46, 1.06, -1.05, 0.75, 0.54, 1.12, 0.09, 0.95, 0.17, 1.17, -20.63, 2.62, 0.00, 1.06, -4.49, 1.24, 0.08, 0.69, 0.93, 0.23, 2.27, 1.05, -1.42, 1.77, -21.17, 0.93, 0.14, 0.03, 1.74, 0.01, -21.12, 0.41, 1.27, 0.46, 1.31, 0.76, 4.12, 0.72, 4.86, 0.05, 2.92, 0.00, -0.01, 1.05, 0.04, 0.69, 3.97, 0.88, 0.14, 2.80, 0.02, 4.7009, 3.7146, 0.7436, 3.1773, -0.4529, -236.3964, -9.9874, -7.2332, 2.6503, 0.6152, 1.0606, -157.3229, 0.0602, -30.8990, 0.6412, 4.1867, 3.4217, -9.6842, -243.7540, 0.8667, 0.3512, -1.8178, 3.3671, 3.9108, 20.2874, 22.7234, 1.0427, -0.0000, nan, 17.7470, 0.8197, 0.4127, 0
488.2270, 0.77, 0.91, 0.75, 0.83, 0.31, 0.34, 0.46, 1.08, 2.95, -0.04, 1.83, -19.89, 1.05, -1.39, 1.06, -1.06, 0.76, 0.49, 1.12, 0.08, 0.95, 0.15, 1.17, -20.69, 2.58, 0.02, 1.06, -4.30, 1.18, 0.11, 0.65, 1.00, 0.24, 1.88, 1.05, -1.34, 1.78, -21.16, 0.98, 0.17, 0.03, 1.94, 0.01, -21.10, 0.45, 1.26, 0.41, 1.53, 0.76, 3.85, 0.76, 5.03, 0.05, 2.87, 0.00, -0.00, 1.05, 0.04, 0.69, 3.71, 0.82, 0.14, 2.80, 0.00, 4.5487, 4.1005, 0.6744, 3.2529, -0.7130, -237.2924, -9.5359, -7.3067, 2.4228, 0.5879, 0.8950, -158.1646, 0.2892, -29.6023, 0.8683, 4.2301, 2.9119, -9.1317, -245.7639, 1.1101, 0.4186, -1.9189, 3.6879, 4.1068, 19.1421, 24.9891, 0.9511, -0.0000, nan, 16.7863, 0.7512, 0.0688, 0
494.8400, 0.77, 0.87, 0.76, 0.76, 0.35, 0.36, 0.47, 0.91, 2.94, -0.04, 1.84, -19.93, 1.05, -1.47, 1.06, -0.98, 0.71, 0.52, 1.12, 0.10, 0.99, 0.12, 1.17, -20.63, 2.53, 0.04, 1.06, -4.33, 1.12, 0.09, 0.69, 1.05, 0.19, 2.25, 1.05, -1.42, 1.77, -21.16, 0.99, 0.15, 0.03, 1.92, 0.01, -21.15, 0.46, 1.04, 0.46, 1.59, 0.72, 4.21, 0.77, 4.60, 0.05, 3.13, 0.00, -0.00, 1.06, 0.04, 0.65, 4.24, 0.86, 0.16, 2.85, 0.00, 4.3557, 3.7472, 0.8123, 2.8105, -0.7563, -238.2979, -10.0311, -6.7433, 2.3849, 0.7042, 0.8023, -156.8975, 0.5940, -29.8084, 0.6270, 4.7070, 2.7786, -9.7292, -244.2635, 0.9360, 0.4291, -1.7567, 3.1016, 4.7101, 19.5826, 23.0439, 1.1059, -0.0000, nan, 17.8201, 0.8788, 0.0115, 0
501.4530, 0.82, 0.86, 0.71, 0.84, 0.36, 0.26, 0.52, 1.02, 2.89, -0.06, 1.83, -19.94, 1.05, -1.44, 1.06, -1.03, 0.75, 0.54, 1.12, 0.05, 1.05, 0.14, 1.17, -20.62, 2.47, 0.07, 1.06, -4.22, 1.06, 0.08, 0.69, 0.93, 0.23, 2.12, 1.05, -1.37, 1.78, -21.13, 0.99, 0.14, 0.03, 1.82, 0.01, -21.13, 0.41, 1.32, 0.46, 1.36, 0.76, 3.98, 0.72, 5.10, 0.05, 2.87, 0.00, -0.02, 1.05, 0.06, 0.69, 3.74, 0.87, 0.21, 2.90, 0.02, 4.6000, 3.9164, 0.6041, 3.4741, -1.0620, -236.9937, -9.8854, -7.1099, 2.6333, 0.3601, 0.9394, -157.2247, 1.1657, -29.0955, 0.5613, 4.1825, 3.1949, -9.3606, -245.0947, 0.9091, 0.3755, -1.8181, 3.4988, 4.1017, 19.5873, 23.8685, 0.9881, -0.0000, nan, 16.7382, 1.1834, 0.3181, 0
508.0640, 0.78, 0.86, 0.76, 0.79, 0.41, 0.24, 0.53, 0.79, 2.83, -0.03, 1.84, -19.89, 1.05, -1.46, 1.06, -0.97, 0.76, 0.44, 1.17, 0.07, 1.01, 0.17, 1.18, -20.65, 2.46, 0.03, 1.06, -4.27, 1.10, 0.10, 0.75, 1.00, 0.24, 1.80, 1.05, -1.40, 1.77, -21.20, 1.04, 0.12, 0.04, 1.95, 0.01, -21.14, 0.40, 1.19, 0.51, 1.48, 0.71, 4.01, 0.76, 4.70, 0.05, 3.08, 0.00, -0.02, 1.05, 0.06, 0.65, 4.09, 0.87, 0.18, 2.96, 0.04, 4.3684, 3.8925, 0.6444, 2.7178, -0.4827, -237.9104, -9.9753, -6.7105, 2.1742, 0.5699, 1.1362, -158.0709, 0.4615, -29.3982, 0.6956, 4.8804, 2.7965, -9.5397, -244.8203, 0.8354, 0.4568, -1.9218, 3.0896, 4.9346, 18.6622, 23.2767, 1.0676, -0.0000, nan, 17.1893, 1.0457, 0.6978, 0
514.6770, 0.77, 0.91, 0.71, 0.82, 0.47, 0.24, 0.48, 1.05, 2.77, -0.07, 1.82, -19.93, 1.05, -1.44, 1.06, -1.05, 0.71, 0.57, 1.13, 0.08, 1.00, 0.15, 1.17, -20.69, 2.41, 0.02, 1.06, -4.26, 1.06, 0.10, 0.75, 0.85, 0.29, 1.75, 1.05, -1.38, 1.78, -21.17, 1.05, 0.12, 0.03, 1.78, 0.01, -21.14, 0.35, 1.48, 0.52, 1.18, 0.76, 3.95, 0.72, 5.08, 0.05, 2.93, 0.00, -0.00, 1.05, 0.06, 0.69, 3.78, 0.87, 0.16, 3.02, 0.04, 4.5812, 3.7843, 0.7303, 3.2883, -1.2784, -236.7567, -9.8824, -7.2195, 2.6538, 0.5804, 0.9513, -158.1980, 0.3373, -29.3527, 0.6878, 4.1656, 3.2737, -9.4613, -245.0223, 0.8215, 0.3547, -1.7555, 3.3736, 3.9962, 19.4332, 23.7535, 1.0174, -0.0000, nan, 16.9189, 0.9284, 0.7746, 0
521.2900, 0.77, 0.89, 0.76, 0.75, 0.43, 0.31, 0.48, 0.89, 2.71, -0.03, 1.83, -19.89, 1.05, -1.41, 1.06, -0.97, 0.65, 0.61, 1.17, 0.10, 1.00, 0.14, 1.17, -20.67, 2.35, 0.10, 1.06, -4.19, 1.06, 0.12, 0.71, 1.01, 0.30, 1.51, 1.05, -1.40, 1.77, -21.21, 1.10, 0.14, 0.03, 1.90, 0.01, -21.14, 0.39, 1.28, 0.47, 1.55, 0.71, 4.21, 0.76, 4.53, 0.05, 3.07, 0.00, -0.02, 1.05, 0.06, 0.65, 4.20, 0.92, 0.14, 3.03, 0.01, 4.4527, 3.7007, 0.8467, 2.7648, -0.5063, -237.2661, -9.6325, -6.7288, 2.6057, 0.7342, 0.9205, -157.9646, 1.5802, -28.8677, 0.8011, 4.6208, 2.9019, -9.5566, -244.5327, 0.9765, 0.4347, -1.6356, 3.2416, 4.7422, 19.5749, 22.4404, 1.0931, -0.0000, nan, 17.6527, 0.8584, 0.1291, 0
527.9020, 0.82, 0.76, 0.71, 0.91, 0.42, 0.27, 0.52, 0.93, 2.66, -0.02, 1.83, -19.91, 1.05, -1.45, 1.06, -1.01, 0.70, 0.57, 1.17, 0.05, 1.00, 0.12, 1.18, -20.66, 2.34, 0.03, 1.06, -4.23, 1.05, 0.10, 0.70, 0.93, 0.35, 1.10, 1.05, -1.32, 1.78, -21.19, 1.06, 0.14, 0.03, 1.87, 0.01, -21.16, 0.45, 1.26, 0.46, 1.44, 0.76, 3.90, 0.72, 5.27, 0.05, 2.90, 0.00, -0.00, 1.05, 0.01, 0.69, 3.67, 0.88, 0.17, 2.98, 0.03, 4.0756, 4.2148, 0.7301, 3.1775, -0.3714, -237.4034, -9.9394, -6.9924, 2.5700, 0.3776, 0.8065, -158.4638, 0.5170, -29.1674, 0.7049, 4.2436, 2.4485, -8.9797, -245.8109, 0.9601, 0.4113, -1.7093, 3.6665, 4.3519, 19.1702, 24.6388, 0.9345, -0.0000, nan, 16.4244, 0.9910, 0.6668, 0
534.5150, 0.78, 0.91, 0.71, 0.77, 0.47, 0.26, 0.48, 0.97, 2.65, -0.02, 1.83, -19.92, 1.05, -1.46, 1.06, -1.02, 0.65, 0.53, 1.22, 0.06, 0.95, 0.17, 1.17, -20.63, 2.34, 0.04, 1.06, -4.21, 1.05, 0.12, 0.74, 0.91, 0.31, 1.62, 1.05, -1.40, 1.77, -21.18, 1.05, 0.14, 0.03, 1.76, 0.01, -21.11, 0.46, 1.13, 0.51, 1.31, 0.71, 4.43, 0.71, 4.80, 0.05, 3.05, 0.00, -0.02, 1.05, 0.00, 0.65, 4.23, 0.92, 0.18, 2.97, 0.02, 4.6158, 3.5349, 0.7987, 3.0515, -0.3489, -236.8213, -9.9843, -7.0363, 2.2449, 0.4650, 1.0568, -157.7544, 0.5940, -28.9699, 0.8044, 4.3865, 3.1838, -9.5904, -243.8181, 0.9564, 0.3704, -1.8084, 3.3407, 4.3576, 20.5644, 22.2288, 1.0740, -0.0000, nan, 17.7785, 1.0698, 0.4341, 0
541.1270, 0.77, 0.87, 0.75, 0.86, 0.43, 0.26, 0.52, 0.85, 2.64, -0.04, 1.84, -19.92, 1.05, -1.44, 1.06, -0.99, 0.70, 0.57, 1.23, 0.04, 0.95, 0.16, 1.18, -20.62, 2.34, 0.02, 1.06, -4.20, 1.10, 0.12, 0.70, 1.00, 0.30, 1.37, 1.05, -1.32, 1.78, -21.15, 1.05, 0.12, 0.03, 1.98, 0.01, -21.12, 0.51, 1.00, 0.47, 1.55, 0.71, 3.96, 0.76, 4.93, 0.05, 2.97, 0.00, -0.00, 1.05, 0.05, 0.64, 3.80, 0.92, 0.13, 2.97, 0.05, 4.3710, 4.2325, 0.7221, 2.8785, -0.6316, -238.5397, -9.8777, -6.8134, 2.5896, 0.3452, 0.9970, -158.0822, 0.3532, -28.9187, 0.8570, 4.5821, 2.6551, -9.0025, -245.6732, 0.8417, 0.4378, -1.6436, 3.3125, 4.7381, 18.2298, 24.4648, 0.9713, -0.0000, nan, 15.8399, 0.7814, 1.0406, 0
547.7400, 0.72, 0.94, 0.76, 0.73, 0.37, 0.38, 0.48, 0.91, 2.64, -0.04, 1.83, -19.90, 1.05, -1.42, 1.06, -1.01, 0.65, 0.58, 1.19, 0.07, 0.94, 0.13, 1.17, -20.65, 2.39, 0.05, 1.06, -4.18, 1.11, 0.10, 0.75, 0.93, 0.25, 1.99, 1.05, -1.44, 1.77, -21.12, 1.10, 0.12, 0.03, 1.78, 0.02, -21.12, 0.47, 1.03, 0.51, 1.29, 0.66, 4.48, 0.77, 4.54, 0.05, 3.08, 0.00, -0.00, 1.05, 0.01, 0.69, 3.97, 0.88, 0.12, 2.97, 0.03, 4.4327, 3.6098, 0.9015, 2.8512, -0.6792, -236.6399, -9.7458, -7.0064, 2.4554, 0.5679, 0.7807, -157.2288, 0.8401, -28.7772, 0.7459, 4.5247, 3.2018, -9.8093, -242.8554, 0.8601, 0.3743, -2.0745, 3.1515, 4.3085, 19.1292, 22.7080, 1.0852, -0.0000, nan, 17.7534, 0.6959, 0.4963, 0
554.3530, 0.76, 0.89, 0.71, 0.85, 0.36, 0.28, 0.52, 0.93, 2.69, -0.01, 1.83, -19.93, 1.05, -1.40, 1.06, -1.05, 0.69, 0.58, 1.23, 0.05, 0.99, 0.17, 1.17, -20.66, 2.35, 0.06, 1.06, -4.21, 1.11, 0.10, 0.75, 0.89, 0.24, 2.00, 1.05, -1.31, 1.78, -21.12, 1.06, 0.12, 0.03, 1.85, 0.01, -21.12, 0.51, 1.07, 0.47, 1.33, 0.70, 4.06, 0.72, 5.17, 0.05, 2.93, 0.00, -0.05, 1.06, 0.02, 0.69, 3.68, 0.92, 0.15, 2.97, 0.00, 4.4201, 3.9663, 0.6580, 3.1919, -0.1132, -237.4951, -9.6098, -7.2642, 2.6215, 0.3624, 1.1098, -157.8938, 0.9025, -29.0007, 0.7269, 4.3553, 3.1353, -8.9192, -245.3172, 0.8261, 0.3767, -1.8718, 3.5621, 4.0849, 18.4315, 24.2203, 0.9691, -0.0000, nan, 16.6357, 0.9201, 0.0827, 0
560.9650, 0.77, 0.88, 0.71, 0.81, 0.31, 0.38, 0.53, 0.79, 2.70, -0.03, 1.84, -19.84, 1.05, -1.40, 1.06, -0.98, 0.65, 0.61, 1.18, 0.07, 1.00, 0.18, 1.17, -20.66, 2.39, 0.03, 1.06, -4.24, 1.16, 0.12, 0.71, 1.05, 0.24, 1.93, 1.05, -1.35, 1.77, -21.17, 1.10, 0.10, 0.04, 1.91, 0.01, -21.09, 0.52, 0.88, 0.51, 1.46, 0.66, 4.26, 0.71, 4.81, 0.05, 3.05, 0.00, -0.04, 1.05, 0.00, 0.65, 4.16, 0.88, 0.18, 2.92, 0.00, 4.4144, 3.7232, 0.7591, 2.7285, -0.6053, -237.1356, -9.5870, -6.7362, 2.6003, 0.5708, 1.1646, -157.4659, 0.4108, -29.1532, 0.8821, 4.8034, 3.0115, -9.2318, -243.9206, 0.7377, 0.4367, -1.8345, 2.9558, 4.8807, 18.2005, 22.2923, 1.0919, -0.0000, nan, 17.5363, 1.0018, 0.0138, 0
567.5770, 0.82, 0.83, 0.66, 0.85, 0.30, 0.35, 0.48, 1.01, 2.75, -0.04, 1.83, -19.87, 1.05, -1.40, 1.06, -1.03, 0.69, 0.59, 1.13, 0.10, 1.00, 0.13, 1.17, -20.68, 2.45, 0.05, 1.06, -4.19, 1.17, 0.09, 0.70, 0.89, 0.29, 1.86, 1.05, -1.34, 1.78, -21.10, 1.06, 0.12, 0.03, 1.78, 0.01, -21.13, 0.47, 1.11, 0.52, 1.21, 0.70, 4.21, 0.66, 5.09, 0.05, 2.88, 0.00, -0.02, 1.05, 0.03, 0.69, 3.78, 0.92, 0.16, 2.97, 0.05, 4.4296, 3.6358, 0.6754, 3.1823, -0.6998, -236.4659, -9.5890, -7.1087, 2.6457, 0.7019, 0.8472, -157.9708, 0.8685, -28.8527, 0.6553, 4.0475, 3.4710, -9.1642, -243.8285, 0.8058, 0.3545, -1.8321, 3.3868, 4.1053, 19.1382, 21.9060, 0.9794, -0.0000, nan, 16.8861, 0.9716, 0.9710, 0
574.1900, 0.78, 0.82, 0.70, 0.88, 0.35, 0.32, 0.48, 0.87, 2.81, -0.04, 1.84, -19.85, 1.05, -1.38, 1.06, -1.02, 0.70, 0.53, 1.12, 0.07, 0.95, 0.17, 1.17, -20.63, 2.41, 0.04, 1.06, -4.26, 1.12, 0.11, 0.65, 1.07, 0.30, 1.28, 1.05, -1.29, 1.78, -21.18, 1.00, 0.12, 0.03, 1.95, 0.01, -21.14, 0.46, 1.10, 0.47, 1.58, 0.70, 3.92, 0.70, 5.10, 0.05, 2.98, 0.00, -0.04, 1.05, 0.02, 0.65, 3.91, 0.93, 0.14, 2.97, 0.03, 4.1686, 3.9743, 0.7344, 2.6955, -0.7281, -237.8527, -9.4695, -7.0557, 2.4272, 0.4810, 1.0631, -157.6726, 0.6651, -29.3765, 0.8327, 4.4839, 2.4505, -8.8059, -245.7030, 0.7786, 0.4180, -1.7398, 3.3033, 4.8547, 17.9744, 23.3163, 0.9930, -0.0000, nan, 16.4526, 0.8656, 0.4848, 0
