14.6610, 0.18, 1.45, 0.17, 2.66, 0.11, 3.14, 0.20, 2.81, 0.20, 3.02, 0.18, 2.95, 0.15, 3.00, -2.57, 0.05, 1.7121, 3.0247, 35.2360, -1014.9365, -119.4375, 3.3580, 2.9752, 0.0648, 1
17.5960, 0.20, 1.44, 0.20, 2.64, 0.11, 3.16, 0.23, 2.77, 0.23, 2.95, 0.20, 2.92, 0.18, 2.98, -0.24, 0.04, 1.8967, 3.4107, 7.7600, -165.6743, -16.1725, 3.7868, 3.4140, 0.0587, 1
20.5300, 0.23, 1.46, 0.22, 2.61, 0.11, 3.13, 0.25, 2.76, 0.25, 2.91, 0.22, 2.87, 0.20, 2.98, 0.16, 0.04, 2.1400, 3.7585, 3.1839, -23.7472, 1.3782, 4.1517, 3.8622, 0.0629, 1
23.4640, 0.23, 1.46, 0.25, 2.58, 0.11, 3.12, 0.28, 2.69, 0.28, 2.82, 0.25, 2.86, 0.22, 2.96, 0.25, 0.02, 2.1805, 4.1390, 2.4077, 0.1095, 4.5149, 4.5729, 4.3009, 0.0397, 1
26.3990, 0.23, 1.44, 0.27, 2.58, 0.13, 3.12, 0.30, 2.65, 0.30, 2.77, 0.27, 2.81, 0.25, 2.91, 0.29, 0.02, 2.1623, 4.5717, 2.6710, 4.3572, 5.3484, 4.9620, 4.6899, 0.0384, 1
29.3320, 0.23, 1.44, 0.28, 2.58, 0.15, 3.10, 0.32, 2.62, 0.33, 2.69, 0.30, 2.80, 0.27, 2.89, 0.31, 0.02, 2.1593, 4.6328, 3.1040, 5.3735, 5.7032, 5.3920, 5.0896, 0.0408, 1
32.2670, 0.23, 1.44, 0.28, 2.58, 0.18, 3.05, 0.35, 2.54, 0.35, 2.58, 0.32, 2.77, 0.29, 2.83, 0.34, 0.02, 2.1587, 4.6429, 3.5205, 5.6828, 5.8584, 5.7221, 5.4335, 0.0443, 1
35.2010, 0.23, 1.44, 0.28, 2.60, 0.20, 3.08, 0.37, 2.51, 0.37, 2.53, 0.34, 2.73, 0.32, 2.86, 0.36, 0.04, 2.1524, 4.6973, 4.0306, 6.0218, 6.1136, 6.0616, 5.9407, 0.0871, 1
38.1350, 0.25, 1.44, 0.28, 2.58, 0.23, 3.01, 0.39, 2.45, 0.40, 2.46, 0.37, 2.74, 0.34, 2.84, 0.38, 0.06, 2.3451, 4.6313, 4.4169, 6.2744, 6.3220, 6.5124, 6.3483, 0.1416, 1
41.0690, 0.27, 1.44, 0.28, 2.56, 0.25, 2.99, 0.40, 2.43, 0.42, 2.36, 0.39, 2.71, 0.37, 2.79, 0.41, 0.01, 2.5647, 4.6126, 4.8568, 6.2733, 6.4236, 6.8470, 6.6648, 0.0236, 1
44.0030, 0.28, 1.44, 0.28, 2.54, 0.27, 3.00, 0.42, 2.37, 0.44, 2.28, 0.41, 2.67, 0.39, 2.77, 0.43, 0.03, 2.6013, 4.5688, 5.3358, 6.4508, 6.5506, 7.1639, 7.0483, 0.0987, 1
46.9370, 0.28, 1.44, 0.30, 2.52, 0.30, 3.00, 0.44, 2.30, 0.47, 2.18, 0.44, 2.66, 0.42, 2.76, 0.46, 0.06, 2.6074, 4.8705, 5.8454, 6.5942, 6.6018, 7.5631, 7.4956, 0.1665, 1
49.8720, 0.28, 1.44, 0.32, 2.52, 0.32, 2.95, 0.47, 2.22, 0.49, 2.06, 0.46, 2.63, 0.44, 2.73, 0.48, 0.01, 2.6022, 5.2599, 6.2269, 6.7109, 6.5876, 7.9094, 7.8327, 0.0277, 1
52.8050, 0.28, 1.44, 0.32, 2.54, 0.35, 2.91, 0.49, 2.17, 0.52, 1.99, 0.47, 2.65, 0.46, 2.70, 0.51, 0.00, 2.6076, 5.3382, 6.5837, 6.9097, 6.6990, 8.0451, 8.1807, 0.0046, 1
55.7390, 0.28, 1.44, 0.32, 2.54, 0.37, 2.88, 0.49, 2.14, 0.50, 2.03, 0.47, 2.63, 0.49, 2.67, 0.53, 0.02, 2.6022, 5.3732, 7.0178, 6.8892, 6.5949, 7.9668, 8.4945, 0.0586, 1
58.6740, 0.28, 1.44, 0.32, 2.52, 0.40, 2.88, 0.51, 2.07, 0.47, 2.14, 0.49, 2.64, 0.51, 2.64, 0.55, 0.04, 2.6076, 5.3327, 7.4527, 6.9485, 6.6091, 8.3939, 8.8369, 0.1311, 1
61.6090, 0.28, 1.42, 0.32, 2.52, 0.40, 2.88, 0.54, 2.00, 0.49, 2.09, 0.49, 2.64, 0.54, 2.62, 0.58, 0.07, 2.5783, 5.3259, 7.5126, 6.9908, 6.6877, 8.4650, 9.1790, 0.2750, 1
64.5430, 0.30, 1.42, 0.32, 2.52, 0.40, 2.88, 0.56, 1.93, 0.52, 2.00, 0.49, 2.64, 0.56, 2.62, 0.56, 0.01, 2.7395, 5.3139, 7.5350, 7.0798, 6.7329, 8.4539, 9.5771, 0.0458, 1
67.4760, 0.32, 1.39, 0.32, 2.50, 0.40, 2.91, 0.57, 1.91, 0.52, 1.95, 0.49, 2.61, 0.59, 2.59, 0.58, 0.00, 2.8816, 5.2879, 7.6137, 7.0165, 6.6096, 8.3569, 9.8567, 0.0076, 1
70.4110, 0.35, 1.38, 0.32, 2.52, 0.40, 2.90, 0.55, 2.02, 0.54, 1.91, 0.49, 2.62, 0.59, 2.61, 0.60, 0.03, 3.1027, 5.3076, 7.5956, 7.1880, 6.7158, 8.3828, 10.0312, 0.1330, 1
73.3450, 0.35, 1.43, 0.32, 2.54, 0.40, 2.90, 0.55, 2.02, 0.53, 1.97, 0.51, 2.54, 0.59, 2.65, 0.63, 0.02, 3.2473, 5.3129, 7.5671, 7.1666, 6.7292, 8.4593, 10.1884, 0.0909, 1
76.2800, 0.35, 1.41, 0.32, 2.54, 0.40, 2.93, 0.56, 1.94, 0.50, 2.09, 0.54, 2.52, 0.59, 2.64, 0.65, 0.05, 3.2016, 5.3685, 7.6878, 7.1008, 6.8327, 8.8111, 10.1505, 0.2287, 1
79.2130, 0.35, 1.43, 0.32, 2.54, 0.40, 2.94, 0.55, 2.01, 0.52, 2.02, 0.56, 2.52, 0.59, 2.62, 0.68, 0.03, 3.2637, 5.3449, 7.7080, 7.1427, 6.7960, 9.1765, 10.0802, 0.1121, 1
82.1480, 0.35, 1.39, 0.32, 2.56, 0.40, 2.92, 0.57, 1.93, 0.52, 1.99, 0.56, 2.50, 0.59, 2.64, 0.66, 0.00, 3.1606, 5.3988, 7.6421, 7.1218, 6.7170, 9.1755, 10.1325, 0.0187, 1
85.0820, 0.35, 1.41, 0.32, 2.53, 0.40, 2.92, 0.57, 1.91, 0.50, 2.05, 0.56, 2.52, 0.61, 2.59, 0.68, 0.02, 3.2252, 5.3151, 7.6435, 7.0397, 6.6605, 9.2477, 10.2851, 0.0771, 1
88.0160, 0.35, 1.40, 0.32, 2.50, 0.40, 2.92, 0.57, 1.92, 0.48, 2.16, 0.56, 2.54, 0.63, 2.56, 0.70, 0.02, 3.1922, 5.2663, 7.6568, 7.0885, 6.6809, 9.2988, 10.5664, 0.0894, 1
90.9500, 0.35, 1.40, 0.32, 2.53, 0.40, 2.90, 0.55, 2.00, 0.49, 2.08, 0.56, 2.52, 0.64, 2.56, 0.72, 0.05, 3.1862, 5.3612, 7.5902, 7.1500, 6.6721, 9.2463, 10.6242, 0.2524, 1
93.8850, 0.35, 1.42, 0.32, 2.54, 0.40, 2.90, 0.57, 1.93, 0.52, 1.98, 0.56, 2.54, 0.64, 2.58, 0.75, 0.09, 3.2294, 5.3327, 7.6042, 7.1147, 6.6563, 9.3094, 10.7031, 0.4509, 1
96.8200, 0.35, 1.39, 0.32, 2.54, 0.40, 2.92, 0.57, 1.92, 0.54, 1.85, 0.56, 2.52, 0.64, 2.61, 0.77, 0.10, 3.1481, 5.3499, 7.6372, 7.0921, 6.4950, 9.2372, 10.8547, 0.4970, 1
99.7560, 0.37, 1.38, 0.32, 2.52, 0.40, 2.92, 0.55, 1.99, 0.53, 1.96, 0.56, 2.52, 0.64, 2.60, 0.80, 0.10, 3.3268, 5.3179, 7.6052, 7.0913, 6.6924, 9.2470, 10.8107, 0.5167, 1
102.6910, 0.39, 1.38, 0.32, 2.54, 0.40, 2.94, 0.57, 1.93, 0.54, 1.86, 0.56, 2.52, 0.64, 2.58, 0.82, 0.17, 3.5362, 5.3370, 7.6692, 7.1049, 6.5682, 9.2487, 10.7341, 0.8913, 1
105.6260, 0.40, 1.38, 0.32, 2.52, 0.40, 2.91, 0.57, 1.92, 0.52, 1.94, 0.56, 2.52, 0.64, 2.60, 0.80, 0.13, 3.5649, 5.3376, 7.6174, 7.1071, 6.6312, 9.2489, 10.7791, 0.6678, 1
108.5610, 0.40, 1.36, 0.32, 2.52, 0.40, 2.92, 0.57, 1.90, 0.50, 2.02, 0.57, 2.52, 0.64, 2.62, 0.82, 0.14, 3.5327, 5.3159, 7.6014, 7.0373, 6.5748, 9.2709, 10.8673, 0.7379, 1
111.4960, 0.40, 1.33, 0.32, 2.52, 0.40, 2.92, 0.55, 1.97, 0.52, 1.95, 0.56, 2.54, 0.64, 2.64, 0.84, 0.12, 3.4409, 5.3232, 7.6373, 7.0233, 6.6006, 9.3026, 10.9283, 0.6750, 1
114.4320, 0.42, 1.35, 0.32, 2.50, 0.40, 2.89, 0.57, 1.93, 0.54, 1.88, 0.56, 2.52, 0.64, 2.61, 0.86, 0.15, 3.6834, 5.2786, 7.5559, 7.1019, 6.6201, 9.2470, 10.8229, 0.8667, 1
117.3670, 0.44, 1.34, 0.34, 2.50, 0.40, 2.90, 0.57, 1.92, 0.57, 1.78, 0.56, 2.54, 0.64, 2.62, 0.89, 0.16, 3.8463, 5.5638, 7.5860, 7.1150, 6.5558, 9.2877, 10.8746, 0.9194, 1
120.3020, 0.44, 1.34, 0.37, 2.45, 0.40, 2.88, 0.55, 1.99, 0.55, 1.85, 0.56, 2.54, 0.64, 2.64, 0.91, 0.16, 3.8797, 5.8272, 7.5598, 7.0779, 6.5965, 9.3168, 10.9524, 0.9496, 1
