Voltage Range: 1.2, , 
Voltage Step Size: 0.01, , 
Voltage Read Count: 10, , 
Volts_output,Volts Pixel 1,Current Pixel 1
0.87,0.872,0
0.87,0.872,0.1
0.87,0.876,0
0.87,0.872,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0
0.88,0.884,0.1
0.88,0.884,0
0.88,0.884,0.1
0.88,0.884,0
0.89,0.892,0
0.89,0.896,0
0.89,0.896,0
0.89,0.896,0
0.89,0.896,0
0.89,0.896,0
0.89,0.892,0
0.89,0.892,0
0.89,0.896,0
0.89,0.896,-0.1
0.89,0.896,0
0.9,0.904,0
0.9,0.904,0
0.9,0.904,-0.1
0.9,0.904,0
0.9,0.904,0
0.9,0.904,0
0.9,0.904,0
0.9,0.904,0
0.9,0.904,0
0.9,0.904,-0.1
0.9,0.904,0
0.91,0.916,0
0.91,0.912,0
0.91,0.916,0
0.91,0.916,0
0.91,0.916,0
0.91,0.912,-0.1
0.91,0.916,0
0.91,0.916,0
0.91,0.916,0
0.91,0.916,0
0.91,0.912,0
0.92,0.924,-0.1
0.92,0.924,-0.1
0.92,0.924,0
0.92,0.924,-0.1
0.92,0.924,0
0.92,0.924,0
0.92,0.924,-0.1
0.92,0.924,0
0.92,0.924,0
0.92,0.924,0
0.92,0.924,-0.1
0.93,0.936,-0.1
0.93,0.932,-0.1
0.93,0.932,-0.1
0.93,0.936,-0.1
0.93,0.932,-0.1
0.93,0.936,-0.1
0.93,0.932,0
0.93,0.936,-0.1
0.93,0.936,-0.1
0.93,0.936,0
0.93,0.936,0
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.94,0.944,-0.1
0.95,0.952,-0.1
0.95,0.956,-0.2
0.95,0.952,-0.2
0.95,0.956,-0.2
0.95,0.952,-0.1
0.95,0.952,-0.1
0.95,0.952,-0.2
0.95,0.956,-0.2
0.95,0.952,-0.2
0.95,0.956,-0.1
0.95,0.952,-0.2
0.96,0.964,-0.1
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.1
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.2
0.96,0.964,-0.2
0.97,0.972,-0.2
0.97,0.976,-0.2
0.97,0.972,-0.2
0.97,0.976,-0.3
0.97,0.976,-0.2
0.97,0.976,-0.3
0.97,0.976,-0.2
0.97,0.976,-0.3
0.97,0.972,-0.2
0.97,0.976,-0.3
0.97,0.972,-0.2
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.2
0.98,0.984,-0.3
0.98,0.984,-0.3
0.98,0.984,-0.3
0.99,0.992,-0.4
0.99,0.996,-0.4
0.99,0.996,-0.3
0.99,0.992,-0.3
0.99,0.992,-0.4
0.99,0.992,-0.3
0.99,0.996,-0.4
0.99,0.996,-0.4
0.99,0.996,-0.3
0.99,0.996,-0.3
0.99,0.996,-0.3
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.5
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1,1.004,-0.4
1.01,1.016,-0.5
1.01,1.016,-0.4
1.01,1.016,-0.5
1.01,1.016,-0.5
1.01,1.016,-0.5
1.01,1.012,-0.5
1.01,1.016,-0.4
1.01,1.016,-0.5
1.01,1.016,-0.5
1.01,1.012,-0.5
1.01,1.0161,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0281,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.02,1.0241,-0.6
1.03,1.0361,-0.7
1.03,1.0361,-0.7
1.03,1.0361,-0.7
1.03,1.0361,-0.7
1.03,1.0361,-0.7
1.03,1.0361,-0.7
1.03,1.0361,-0.6
1.03,1.0361,-0.7
1.03,1.0321,-0.7
1.03,1.0361,-0.7
1.03,1.0321,-0.7
1.04,1.0441,-0.8
1.04,1.0441,-0.9
1.04,1.0441,-0.8
1.04,1.0441,-0.8
1.04,1.0441,-0.8
1.04,1.0441,-0.8
1.04,1.0441,-0.8
1.04,1.0481,-0.8
1.04,1.0441,-0.8
1.04,1.0441,-0.9
1.04,1.0441,-0.8
1.05,1.0561,-0.9
1.05,1.0521,-0.9
1.05,1.0521,-0.9
1.05,1.0521,-0.9
1.05,1.0521,-1
1.05,1.0561,-0.9
1.05,1.0561,-0.9
1.05,1.0521,-0.9
1.05,1.0561,-1
1.05,1.0561,-0.9
1.05,1.0521,-0.9
1.06,1.0641,-1
1.06,1.0641,-1.1
1.06,1.0641,-1
1.06,1.0641,-1.1
1.06,1.0641,-1.1
1.06,1.0641,-1.1
1.06,1.0641,-1
1.06,1.0641,-1.1
1.06,1.0641,-1.1
1.06,1.0641,-1.1
1.06,1.0641,-1.1
1.07,1.0721,-1.2
1.07,1.0721,-1.2
1.07,1.0761,-1.2
1.07,1.0761,-1.2
1.07,1.0761,-1.2
1.07,1.0721,-1.2
1.07,1.0721,-1.2
1.07,1.0721,-1.2
1.07,1.0721,-1.2
1.07,1.0721,-1.2
1.07,1.0761,-1.2
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.4
1.08,1.0841,-1.3
1.08,1.0841,-1.3
1.09,1.0961,-1.5
1.09,1.0922,-1.5
1.09,1.0921,-1.5
1.09,1.0921,-1.5
1.09,1.0922,-1.5
1.09,1.0961,-1.6
1.09,1.0962,-1.6
1.09,1.0921,-1.5
1.09,1.0921,-1.5
1.09,1.0961,-1.5
1.09,1.0922,-1.5
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.8
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.1,1.1042,-1.7
1.11,1.1122,-1.9
1.11,1.1162,-1.9
1.11,1.1162,-1.9
1.11,1.1162,-1.9
1.11,1.1122,-1.9
1.11,1.1162,-2
1.11,1.1162,-1.9
1.11,1.1122,-1.9
1.11,1.1122,-1.9
1.11,1.1162,-1.9
1.11,1.1162,-1.9
1.12,1.1242,-2.2
1.12,1.1242,-2.1
1.12,1.1242,-2.2
1.12,1.1242,-2.2
1.12,1.1242,-2.1
1.12,1.1242,-2.1
1.12,1.1242,-2.1
1.12,1.1242,-2.2
1.12,1.1242,-2.1
1.12,1.1242,-2.2
1.12,1.1242,-2.2
1.13,1.1322,-2.3
1.13,1.1322,-2.4
1.13,1.1322,-2.3
1.13,1.1362,-2.4
1.13,1.1322,-2.4
1.13,1.1362,-2.4
1.13,1.1322,-2.4
1.13,1.1322,-2.3
1.13,1.1322,-2.3
1.13,1.1322,-2.3
1.13,1.1362,-2.4
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.5
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1443,-2.6
1.14,1.1403,-2.6
1.15,1.1563,-2.8
1.15,1.1523,-2.8
1.15,1.1563,-2.8
1.15,1.1523,-2.8
1.15,1.1523,-2.9
1.15,1.1563,-2.9
1.15,1.1523,-2.8
1.15,1.1563,-2.8
1.15,1.1523,-2.8
1.15,1.1563,-2.8
1.15,1.1523,-2.8
1.16,1.1643,-3
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3.1
1.16,1.1643,-3
1.17,1.1723,-3.4
1.17,1.1723,-3.4
1.17,1.1723,-3.3
1.17,1.1723,-3.4
1.17,1.1723,-3.4
1.17,1.1763,-3.4
1.17,1.1763,-3.3
1.17,1.1723,-3.4
1.17,1.1723,-3.3
1.17,1.1763,-3.3
1.17,1.1723,-3.4
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.7
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.18,1.1844,-3.6
1.19,1.1924,-3.9
1.19,1.1924,-4
1.19,1.1924,-3.9
1.19,1.1924,-3.9
1.19,1.1924,-3.9
1.19,1.1924,-3.9
1.19,1.1924,-3.9
1.19,1.1964,-3.9
1.19,1.1924,-3.9
1.19,1.1924,-3.9
1.19,1.1924,-3.9
