282.6770, 0.87, 0.22, 1.43, nan, ovf, ovf, 0.75, 0.12, ovf, ovf, ovf, 0.02, 0.96, ovf, 0.79, 1.36, nan, 1.29, -1300422.50, ovf, 0.92, -53.06, ovf, 1.31, ovf, ovf, -406273632.00, -33082414.00, ovf, 1.48, ovf, 29.19, 0.46, ovf, ovf, ovf, 0.92, 0.12, ovf, 0.23, 0.41, -1504.76, 0.17, 1.28, 0.93, 0.21, ovf, 0.20, 0.83, -79488648.00, 1.44, 0.04, 463885536.00, ovf, 0.80, 0.10, 1.43, ovf, 0.77, ovf, 1.16, ovf, 492335456.00, nan, ovf, ovf, 0.6511, ovf, ovf, nan, 0.6178, -14174058.0000, 7.1705, -235.9846, 0.8634, ovf, -13724109.0000, ovf, 2.4039, 7.4393, 5.6055, ovf, ovf, ovf, ovf, ovf, 1.2263, ovf, ovf, 6962279.0000, ovf, ovf, 0.1850, ovf, -665551488.0000, 0.8656, 0
285.9930, 0.87, 0.19, 1.43, nan, ovf, ovf, 0.73, 0.07, ovf, ovf, ovf, 0.00, 0.96, ovf, 0.79, 1.34, nan, 1.27, -216736.32, ovf, 1.08, -8.74, ovf, 1.32, ovf, ovf, -67712272.00, -5513733.50, ovf, 1.48, ovf, 6.11, 0.44, ovf, ovf, ovf, 0.92, 0.12, ovf, 0.12, 0.39, -249.34, 0.17, 1.28, 0.93, 0.23, ovf, 0.02, 0.82, -13248108.00, 1.44, 0.01, 77314256.00, ovf, 0.79, 0.10, 1.44, ovf, 0.95, ovf, 1.17, ovf, 82055912.00, nan, ovf, ovf, 0.9023, ovf, ovf, nan, 0.8285, -2362337.0000, 7.0239, -39.0506, 0.8658, ovf, -2287350.7500, ovf, 2.4037, 7.3981, 5.3006, ovf, ovf, ovf, ovf, -1053612096.0000, 1.4168, ovf, ovf, 1160379.7500, ovf, ovf, 0.1876, ovf, -110925240.0000, 0.4411, 0
289.3100, 0.87, 0.20, 1.43, nan, ovf, ovf, 0.72, 0.08, ovf, ovf, ovf, 0.03, 0.95, ovf, 0.79, 1.32, nan, 1.31, -36122.02, ovf, 1.10, -1.36, ovf, 1.32, ovf, ovf, -11285379.00, -918954.06, ovf, 1.50, ovf, 2.29, 0.45, ovf, ovf, ovf, 0.92, 0.12, ovf, 0.00, 0.40, -40.11, 0.17, 1.30, 0.93, 0.21, ovf, -0.01, 0.81, -2208018.00, 1.44, 0.02, 12885709.00, ovf, 0.78, 0.13, 1.45, ovf, 0.98, ovf, 1.19, ovf, 13675985.00, nan, ovf, ovf, 0.6801, ovf, ovf, nan, 0.9667, -393717.2500, 7.1853, -6.3241, 0.8662, ovf, -381224.2187, ovf, 2.4307, 7.3672, 5.4831, ovf, ovf, ovf, ovf, -175602016.0000, 1.2465, ovf, ovf, 193396.7968, ovf, ovf, 0.1891, ovf, -18487540.0000, 0.6688, 0
292.6260, 0.87, 0.20, 1.43, nan, ovf, ovf, 0.71, 0.05, ovf, ovf, ovf, 0.02, 0.95, ovf, 0.79, 1.30, nan, 1.30, -6019.64, ovf, 1.11, -0.13, ovf, 1.35, ovf, ovf, -1880896.50, -153157.59, ovf, 1.47, ovf, 1.66, 0.46, ovf, ovf, ovf, 0.92, 0.14, ovf, -0.15, 0.41, -5.23, 0.17, 1.30, 0.93, 0.23, ovf, -0.00, 0.80, -368003.00, 1.44, 0.00, 2147619.25, ovf, 0.76, 0.14, 1.46, ovf, 0.98, ovf, 1.20, ovf, 2279331.75, nan, ovf, ovf, 0.7691, ovf, ovf, nan, 0.9898, -65613.9531, 7.1211, -0.9629, 0.8662, ovf, -63536.6093, ovf, 2.3811, 7.4427, 5.6182, ovf, ovf, ovf, ovf, -29267000.0000, 1.4202, ovf, ovf, 32232.7968, ovf, ovf, 0.3497, ovf, -3081256.7500, 0.5573, 0
295.9390, 0.87, 0.22, 1.43, nan, ovf, ovf, 0.70, 0.06, ovf, ovf, ovf, 0.00, 0.96, ovf, 0.79, 1.28, nan, 1.30, -1002.59, ovf, 1.11, 0.08, ovf, 1.33, ovf, ovf, -313482.62, -25524.83, ovf, 1.46, ovf, 1.54, 0.48, ovf, ovf, ovf, 0.92, 0.12, ovf, -0.26, 0.42, 0.54, 0.17, 1.30, 0.93, 0.19, ovf, -0.00, 0.79, -61333.78, 1.44, 0.03, 357937.53, 2142734336.00, 0.75, 0.07, 1.48, ovf, 0.98, ovf, 1.21, ovf, 379889.87, nan, -1433214336.0000, ovf, 0.9157, ovf, ovf, nan, 1.0978, -10930.1650, 7.1104, -0.0714, 0.8662, ovf, -10588.8046, ovf, 2.3728, 7.3746, 5.7783, ovf, ovf, ovf, ovf, -4877831.0000, 1.1461, -1051653504.0000, ovf, 5372.4458, ovf, ovf, 0.0583, ovf, -513542.5312, 0.6866, 0
299.2570, 0.87, 0.19, 1.43, nan, ovf, ovf, 0.69, 0.03, ovf, -1452347264.00, ovf, 0.00, 0.96, ovf, 0.79, 1.28, nan, 1.32, -166.42, ovf, 1.11, 0.11, ovf, 1.32, -1463856640.00, -878863296.00, -52246.95, -4252.67, ovf, 1.46, -1957097984.00, 1.49, 0.49, ovf, ovf, ovf, 0.92, 0.14, -1589124608.00, -0.41, 0.44, 1.52, 0.17, 1.25, 0.93, 0.25, ovf, -0.00, 0.77, -10222.26, 1.44, 0.02, 59657.38, 357122400.00, 0.74, 0.03, 1.49, ovf, 0.98, ovf, 1.22, ovf, 63316.12, nan, -238869056.0000, ovf, 0.8089, ovf, ovf, nan, 0.8048, -1816.2004, 7.1195, 0.0761, 0.8662, ovf, -1764.2811, ovf, 2.3776, 7.2018, 5.9180, ovf, ovf, ovf, ovf, -812970.8750, 1.5045, -175275600.0000, ovf, 895.5639, ovf, ovf, 0.0097, -3807765504.0000, -85589.8984, 0.7097, 0
302.5780, 0.87, 0.20, 1.43, nan, ovf, ovf, 0.67, 0.04, ovf, -242057872.00, -1131201152.00, 0.00, 0.95, ovf, 0.79, 1.30, nan, 1.37, -27.07, ovf, 1.11, 0.10, ovf, 1.30, -243976112.00, -146477216.00, -8707.68, -707.31, ovf, 1.44, -326183008.00, 1.52, 0.50, ovf, ovf, ovf, 0.92, 0.16, -264854096.00, -0.53, 0.45, 1.65, 0.17, 1.29, 0.93, 0.17, ovf, 0.02, 0.76, -1703.69, 1.44, 0.02, 9944.01, 59520400.00, 0.73, 0.07, 1.50, ovf, 0.98, ovf, 1.23, ovf, 10553.83, nan, -39811508.0000, ovf, 0.7827, ovf, -2145066624.0000, nan, 0.9623, -297.1151, 7.2950, 0.2721, 0.7459, ovf, -293.6268, ovf, 2.3451, 7.2220, 5.9611, ovf, ovf, ovf, ovf, -135493.9531, 1.0591, -29212600.0000, ovf, 149.4169, ovf, ovf, 0.0016, -634627584.0000, -14264.7138, 0.8620, 0
305.9000, 0.87, 0.20, 1.43, nan, ovf, ovf, 0.66, 0.06, ovf, -40342980.00, -188533520.00, 0.00, 0.96, ovf, 0.79, 1.30, nan, 1.39, -3.85, -2319730688.00, 1.11, 0.12, ovf, 1.32, -40662684.00, -24412870.00, -1451.15, -116.39, ovf, 1.44, -54363836.00, 1.49, 0.51, ovf, ovf, ovf, 0.92, 0.21, -44142348.00, -0.69, 0.46, 1.68, 0.17, 1.28, 0.93, 0.21, ovf, -0.03, 0.75, -283.93, 1.44, 0.05, 1658.45, 9920067.00, 0.72, 0.03, 1.51, ovf, 0.98, ovf, 1.25, ovf, 1760.11, nan, -6635251.5000, 817860160.0000, 0.7716, ovf, -357511136.0000, nan, 0.9895, -43.9399, 7.3278, 0.2183, 0.8462, -1698408832.0000, -48.6235, ovf, 2.3397, 7.0608, 6.1188, ovf, ovf, ovf, ovf, -22581.1464, 1.2879, -4868767.0000, ovf, 25.3716, ovf, ovf, 0.3294, -105771264.0000, -2376.9106, 0.4405, 0
309.2220, 0.87, 0.18, 1.43, nan, ovf, ovf, 0.65, 0.04, -2027732480.00, -6723830.00, -31422254.00, 0.02, 0.95, ovf, 0.79, 1.28, nan, 1.38, 0.02, -386621792.00, 1.11, 0.14, ovf, 1.27, -6777114.00, -4068809.75, -241.73, -17.88, ovf, 1.44, -9060639.00, 1.50, 0.53, ovf, ovf, ovf, 0.92, 0.50, -7357058.00, -0.83, 0.47, 1.66, 0.17, 1.28, 0.93, 0.24, ovf, -0.01, 0.74, -47.32, 1.44, 0.03, 277.52, 1653344.50, 0.70, 0.07, 1.52, ovf, 0.98, ovf, 1.26, ovf, 294.49, nan, -1105874.6250, 136310032.0000, 0.8911, ovf, -59585180.0000, nan, 0.8899, -1.8242, 7.2276, 0.2093, 0.9832, -283068128.0000, -7.8557, ovf, 2.3388, 7.0282, 6.1743, -2825821184.0000, ovf, ovf, ovf, -3762.3583, 1.4271, -811461.1875, ovf, 4.3848, ovf, ovf, 0.2205, -17628546.0000, -395.4695, 0.3703, 0
312.5460, 0.87, 0.21, 1.43, nan, ovf, ovf, 0.64, 0.04, -337955424.00, -1120638.37, -5237040.50, 0.04, 0.95, ovf, 0.79, 1.31, nan, 1.36, 0.66, -64436964.00, 1.11, 0.14, ovf, 1.26, -1129519.00, -678133.43, -40.17, -1.48, 1159437440.00, 1.42, -1510105.50, 1.50, 0.54, ovf, -1507178368.00, ovf, 0.92, 0.63, -1226175.37, -1.02, 0.49, 1.68, 0.17, 1.31, 0.93, 0.22, -1383202688.00, -0.00, 0.73, -7.85, 1.44, 0.04, 47.37, 275557.46, 0.69, 0.05, 1.54, ovf, 0.98, ovf, 1.27, -766236224.00, 50.22, nan, -184311.4062, 22718338.0000, 0.7844, ovf, -9930864.0000, nan, 1.0796, 5.3669, 7.1182, 0.2057, 1.0060, -47178024.0000, -1.0267, ovf, 2.3116, 6.9186, 6.3434, -470970208.0000, ovf, -739874496.0000, ovf, -625.8519, 1.3493, -135243.5312, ovf, 1.0433, ovf, ovf, 0.0368, -2938090.5000, -65.2220, 0.6560, 0
315.8730, 0.87, 0.19, 1.43, nan, -766679488.00, ovf, 0.63, 0.09, -56325904.00, -186773.06, -872839.06, 0.06, 0.95, ovf, 0.79, 1.32, nan, 1.34, 0.75, -10739494.00, 1.11, 0.12, ovf, 1.21, -188253.17, -113020.75, -6.59, 1.22, 193239568.00, 1.44, -251683.62, 1.55, 0.55, -950404032.00, -251196400.00, -2794725376.00, 0.92, 0.72, -204361.56, -1.15, 0.50, 1.65, 0.17, 1.32, 0.93, 0.20, -230533776.00, -0.00, 0.72, -1.29, 1.44, 0.04, 9.01, 45926.28, 0.68, 0.01, 1.55, -1843924096.00, 0.98, ovf, 1.28, -127706040.00, 9.51, nan, -30717.7148, 3786389.5000, 0.7599, ovf, -1655144.0000, nan, 0.8018, 6.5597, 6.9431, 0.3702, 0.8895, -7863000.0000, 0.1084, ovf, 2.3341, 7.0424, 6.3862, -78495040.0000, ovf, -123312416.0000, ovf, -103.1007, 1.2353, -22540.5859, ovf, 0.4864, ovf, -2007828608.0000, 0.0061, -489681.4062, -10.3141, 0.5562, 0
319.2020, 0.87, 0.20, 1.43, nan, -127779912.00, -2028959232.00, 0.62, 0.03, -9387651.00, -31128.84, -145472.17, 0.04, 0.95, -2356587008.00, 0.79, 1.32, nan, 1.42, 0.77, -1789915.62, 1.11, 0.12, -2053415424.00, 1.29, -31375.50, -18835.27, -1.00, 1.69, 32206594.00, 1.46, -41946.69, 1.52, 0.56, -158400672.00, -41866068.00, -465787552.00, 0.92, 0.75, -34059.29, -1.36, 0.51, 1.64, 0.17, 1.29, 0.93, 0.22, -38422296.00, 0.02, 0.70, -0.18, 1.45, 0.01, 2.61, 7654.45, 0.67, 0.00, 1.56, -307320672.00, 0.98, ovf, 1.29, -21284340.00, 2.73, nan, -5118.6752, 631065.5625, 0.8735, ovf, -275857.3125, nan, 0.8586, 6.7642, 7.2686, 0.3133, 0.8701, -1310494.7500, 0.3006, -2683973120.0000, 2.3650, 6.9121, 6.5548, -13082500.0000, 1285828352.0000, -20552076.0000, ovf, -16.0119, 1.3173, -3756.6691, ovf, 0.0811, ovf, -334638080.0000, 0.1708, -81613.0312, -1.4383, 0.5391, 0
322.5340, 0.87, 0.18, 1.43, nan, -21296652.00, -338159872.00, 0.60, 0.06, -1564607.50, -5188.17, -24244.33, -0.01, 0.95, -392764512.00, 0.79, 1.32, nan, 1.44, 0.77, -298319.18, 1.11, 0.12, -342235904.00, 1.28, -5229.23, -3137.71, -0.08, 1.78, 5367765.50, 1.46, -6990.54, 1.54, 0.57, -26400112.00, -6977678.00, -77631256.00, 0.92, 0.83, -5675.57, -1.53, 0.52, 1.64, 0.17, 1.30, 0.93, 0.22, -6403716.00, 0.02, 0.69, 0.00, 1.46, 0.03, 1.55, 1275.77, 0.66, 0.02, 1.57, -51220112.00, 0.98, -795589568.00, 1.30, -3547390.00, 1.60, nan, -852.2637, 105178.2109, 0.8930, -2456239104.0000, -45976.5273, nan, 0.9717, 6.7983, 7.3166, 0.3876, 0.8669, -218410.6875, 0.3296, -447328896.0000, 2.3701, 6.9659, 6.7079, -2180412.7500, 214304720.0000, -3425355.5000, -1537174016.0000, -1.4847, 1.3310, -626.0178, ovf, 0.3307, 1564167808.0000, -55773012.0000, 0.0285, -13601.6376, 0.1853, 0.3872, 0
325.8690, 0.87, 0.18, 1.43, nan, -3549442.00, -56359980.00, 0.59, 0.08, -260766.79, -864.70, -4039.70, 0.02, 0.96, -65460752.00, 0.79, 1.30, nan, 1.41, 0.77, -49719.80, 1.11, 0.12, -57039316.00, 1.23, -871.51, -521.45, 0.06, 1.78, 894627.56, 1.43, -1164.51, 1.51, 0.58, -4400016.50, -1162945.87, -12938543.00, 0.92, 0.84, -944.94, -1.75, 0.53, 1.61, 0.17, 1.32, 0.93, 0.22, -1067285.50, 0.02, 0.68, 0.02, 1.47, 0.01, 1.37, 212.66, 0.64, 0.00, 1.58, -8536685.00, 0.98, -132598264.00, 1.31, -591231.68, 1.41, nan, -141.1934, 17530.6328, 0.8957, -409373184.0000, -7662.7539, nan, 0.9911, 6.7181, 7.1428, 0.4005, 0.8663, -36396.8593, 0.3344, -74554816.0000, 2.3168, 6.8238, 6.6788, -363398.1562, 35717456.0000, -570904.3125, -256195680.0000, 0.9605, 1.3333, -104.2436, -1125055360.0000, 0.0551, 260694624.0000, -9295502.0000, 0.0047, -2266.6196, 0.6017, 0.8067, 0
329.2010, 0.87, 0.23, 1.43, nan, -591572.68, -9393330.00, 0.58, 0.03, -43459.93, -144.15, -672.26, 0.04, 0.95, -10910125.00, 0.79, 1.28, nan, 1.38, 0.77, -8286.57, 1.11, 0.12, -9506553.00, 1.22, -145.23, -85.43, 0.07, 1.80, 149104.78, 1.44, -193.51, 1.52, 0.58, -733334.56, -193823.81, -2156422.75, 0.92, 0.82, -156.49, -1.99, 0.54, 1.63, 0.17, 1.27, 0.93, 0.24, -177880.17, 0.02, 0.67, 0.04, 1.49, 0.02, 1.34, 35.48, 0.63, 0.02, 1.60, -1422780.87, 0.98, -22099710.00, 1.33, -98538.57, 1.38, nan, -22.4000, 2922.7011, 0.7717, -68228864.0000, -1277.4372, nan, 0.9938, 6.6130, 7.0410, 0.4032, 0.8663, -6061.1298, 0.3243, -12425804.0000, 2.3350, 6.7834, 6.7666, -60562.0859, 5952913.5000, -95164.0625, -42699280.0000, 1.3076, 1.4347, -17.2828, -187509232.0000, 0.1706, 43449104.0000, -1549250.3750, 0.0008, -377.4497, 0.3888, 0.7292, 0
332.5310, 0.87, 0.17, 1.43, nan, -98594.51, -1565555.00, 0.56, 0.05, -7242.12, -24.04, -111.02, 0.04, 0.95, -1818354.12, 0.79, 1.33, nan, 1.41, 0.77, -1381.03, 1.11, 0.12, -1584424.50, 1.22, -24.18, -12.75, 0.09, 1.80, 24851.00, 1.44, -31.69, 1.55, 0.60, -122220.95, -32303.46, -359402.78, 0.92, 0.84, -25.07, -2.20, 0.55, 1.57, 0.17, 1.28, 0.93, 0.24, -29646.01, 0.02, 0.66, 0.01, 1.50, 0.04, 1.34, 5.96, 0.62, 0.04, 1.61, -237130.12, 0.98, -3683285.00, 1.34, -16423.03, 1.37, nan, -2.9776, 487.7356, 0.8682, -11371477.0000, -213.0635, nan, 0.9943, 6.8533, 7.0891, 0.4026, 0.8662, -1005.2648, 0.3304, -2070966.2500, 2.3443, 6.8168, 6.8969, -10089.4619, 992156.6250, -15875.4472, -7116542.0000, 1.3889, 1.4516, -2.7904, -31251538.0000, 0.3534, 7241517.0000, -258208.2500, 0.1746, -62.4822, 0.6461, 0.5674, 0
335.8590, 0.87, 0.20, 1.43, nan, -16431.48, -260925.70, 0.55, 0.06, -1205.80, -4.01, -17.48, 0.01, 0.95, -303058.90, 0.79, 1.32, nan, 1.42, 0.77, -230.10, 1.11, 0.12, -264070.12, 1.30, -4.01, -0.63, 0.10, 1.77, 4142.05, 1.42, -4.72, 1.54, 0.60, -20368.67, -5383.39, -59899.46, 0.92, 0.84, -3.16, -2.45, 0.57, 1.56, 0.17, 1.30, 0.93, 0.22, -4940.32, 0.04, 0.64, 0.00, 1.50, 0.02, 1.34, 1.03, 0.61, 0.02, 1.62, -39521.69, 0.98, -613880.81, 1.35, -2737.17, 1.37, nan, 0.4475, 82.0627, 0.8765, -1895246.1250, -35.5106, nan, 0.7871, 6.8017, 7.0971, 0.4025, 0.8662, -162.3028, 0.3346, -345160.0625, 2.4177, 6.7494, 6.9035, -1677.5465, 165363.6562, -2662.5561, -1186085.5000, 1.4212, 1.3523, -0.2869, -5208590.0000, 0.2214, 1206919.8750, -43034.6484, 0.0291, -10.0944, 0.1077, 0.6883, 0
339.1840, 0.87, 0.20, 1.43, nan, -2737.64, -43487.52, 0.54, 0.03, -199.74, -0.67, -1.89, 0.02, 0.95, -50509.67, 0.79, 1.30, nan, 1.42, 0.77, -38.27, 1.11, 0.14, -44011.06, 1.23, -0.64, 1.40, 0.11, 1.78, 690.56, 1.40, -0.23, 1.54, 0.60, -3393.31, -896.72, -9982.19, 0.92, 0.84, 0.51, -2.72, 0.58, 1.56, 0.17, 1.27, 0.93, 0.24, -822.71, 0.04, 0.63, 0.00, 1.50, 0.05, 1.33, 0.24, 0.60, 0.02, 1.63, -6586.95, 0.98, -102313.41, 1.36, -456.16, 1.37, nan, 1.0183, 14.6052, 0.8784, -315874.2812, -5.9184, nan, 1.0629, 6.7186, 7.1047, 0.4864, 0.9866, -22.1326, 0.3353, -57525.5625, 2.3951, 6.7382, 6.8323, -275.4248, 27564.8125, -462.4536, -197675.9843, 1.3902, 1.4379, 0.1272, -868098.2500, 0.5244, 201153.8750, -7172.3764, 0.0049, -1.3621, 0.3138, 0.4116, 0
342.5070, 0.87, 0.20, 1.43, nan, -455.34, -7247.82, 0.53, 0.02, -32.05, -0.11, 0.71, 0.04, 0.95, -8418.13, 0.79, 1.30, nan, 1.42, 0.77, -6.34, 1.11, 0.12, -7334.57, 1.29, -0.08, 1.72, 0.12, 1.76, 115.32, 1.42, 0.52, 1.56, 0.60, -564.09, -148.96, -1662.62, 0.92, 0.84, 1.13, -2.97, 0.59, 1.53, 0.17, 1.28, 0.93, 0.24, -136.45, 0.06, 0.62, 0.02, 1.50, 0.04, 1.33, 0.06, 0.58, 0.00, 1.64, -1097.82, 0.98, -17052.17, 1.37, -75.98, 1.37, nan, 1.1134, 3.2076, 0.8776, -52645.6601, -0.9864, nan, 1.1079, 6.6991, 7.0997, 0.2488, 0.8863, 1.4619, 0.3322, -9586.4033, 2.5060, 6.8093, 6.8511, -41.7071, 4598.3354, -97.5811, -32941.0976, 1.4027, 1.4521, 0.2837, -144682.9843, 0.4124, 33525.7890, -1195.3959, 0.0008, 0.2001, 0.4997, 0.3655, 0
345.8270, 0.87, 0.20, 1.43, nan, -74.95, -1207.89, 0.52, 0.04, -4.10, -0.05, 1.14, 0.01, 0.95, -1402.91, 0.79, 1.28, nan, 1.42, 0.77, -0.97, 1.11, 0.12, -1221.83, 1.30, 0.01, 1.79, 0.13, 1.74, 19.46, 1.40, 0.65, 1.53, 0.60, -92.56, -24.34, -276.00, 0.92, 0.84, 1.24, -3.23, 0.60, 1.52, 0.17, 1.30, 0.93, 0.24, -22.07, 0.04, 0.61, 0.02, 1.50, 0.02, 1.33, 0.09, 0.57, 0.03, 1.65, -182.97, 0.98, -2842.01, 1.38, -12.65, 1.37, nan, 1.1303, 1.1534, 0.7556, -8774.1650, -0.4889, nan, 0.9091, 6.6052, 7.1046, 0.4555, 0.8696, 5.3209, 0.3271, -1596.4362, 2.5802, 6.6753, 6.7662, -2.7584, 770.5851, -38.7339, -5485.1962, 1.4178, 1.4545, 0.2223, -24113.7617, 0.2312, 5588.3559, -199.1087, 0.0001, 0.1401, 0.2338, 0.6552, 0
349.1460, 0.87, 0.22, 1.42, nan, -11.56, -201.21, 0.51, 0.02, 0.57, -0.01, 1.21, 0.02, 0.95, -233.68, 0.79, 1.30, nan, 1.44, 0.76, -0.08, 1.11, 0.12, -203.05, 1.28, 0.03, 1.78, 0.15, 1.72, 3.49, 1.33, 0.67, 1.52, 0.60, -13.98, -3.56, -44.90, 0.92, 0.86, 1.27, -3.55, 0.60, 1.52, 0.17, 1.30, 0.93, 0.22, -3.02, 0.01, 0.60, -0.01, 1.51, 0.02, 1.33, 0.03, 0.56, 0.02, 1.67, -30.50, 0.98, -473.59, 1.40, -2.09, 1.37, nan, 1.2264, 0.8105, 0.8572, -1462.3060, -0.0815, nan, 0.9781, 6.6859, 7.1830, 0.4900, 0.8663, 5.8135, 0.3309, -264.6858, 2.5603, 6.6529, 6.7526, 3.8018, 132.7304, -31.4606, -909.2984, 1.4260, 1.3538, 0.0370, -4019.0251, 0.2026, 931.5375, -33.1244, 0.0000, 0.5567, 0.1905, 0.5550, 0
352.4640, 0.87, 0.20, 1.42, nan, -0.99, -33.44, 0.49, 0.05, 1.35, -0.02, 1.23, 0.02, 0.95, -38.83, 0.79, 1.32, nan, 1.44, 0.76, 0.05, 1.11, 0.15, -33.24, 1.31, 0.03, 1.80, 0.16, 1.75, 0.84, 1.32, 0.67, 1.54, 0.61, -0.88, -0.11, -6.38, 0.92, 0.84, 1.28, -3.83, 0.60, 1.49, 0.17, 1.30, 0.93, 0.22, 0.17, 0.07, 0.58, 0.01, 1.52, 0.05, 1.33, 0.07, 0.55, 0.00, 1.68, -5.08, 0.98, -78.85, 1.41, -0.32, 1.37, nan, 1.1471, 0.9075, 0.8741, -243.5578, -0.1771, nan, 0.8880, 6.7738, 7.1898, 0.4129, 1.1069, 6.1243, 0.3269, -42.5576, 2.6258, 6.7221, 6.8713, 4.8264, 26.3214, -32.3143, -146.6947, 1.4383, 1.3360, 0.3562, -669.7745, 0.5291, 155.8354, -5.5207, 0.0000, 0.6261, 0.3380, 0.5378, 0
355.7820, 0.87, 0.20, 1.43, nan, 0.77, -5.47, 0.50, 0.06, 1.49, -0.00, 1.23, 0.02, 0.95, -6.36, 0.79, 1.25, nan, 1.41, 0.76, 0.03, 1.11, 0.13, -4.94, 1.29, 0.03, 1.80, 0.17, 1.74, 0.41, 1.30, 0.67, 1.47, 0.61, 1.30, 0.48, 0.00, 0.92, 0.84, 1.30, -4.14, 0.62, 1.48, 0.17, 1.30, 0.93, 0.24, 0.70, 0.03, 0.57, 0.04, 1.53, 0.03, 1.33, 0.08, 0.54, 0.02, 1.69, -0.85, 0.98, -13.11, 1.41, -0.04, 1.37, nan, 1.1344, 0.9294, 0.8769, -40.4289, -0.0295, nan, 0.8714, 6.4510, 7.0306, 0.1516, 0.9063, 6.0198, 0.3340, -5.4633, 2.6997, 6.4421, 6.8910, 4.9368, 8.5865, -35.0178, -19.4909, 1.4294, 1.4341, 0.1469, -111.5051, 0.2548, 26.5517, -0.8623, 0.0005, 0.3174, 0.2095, 0.8318, 0
359.0970, 0.87, 0.22, 1.44, nan, 1.06, -0.83, 0.51, 0.03, 1.52, -0.03, 1.23, 0.00, 0.95, -0.93, 0.79, 1.28, nan, 1.38, 0.77, 0.04, 1.11, 0.12, -0.23, 1.30, 0.03, 1.82, 0.18, 1.76, 0.34, 1.30, 0.66, 1.51, 0.61, 1.65, 0.56, 1.08, 0.92, 0.86, 1.31, -4.49, 0.63, 1.45, 0.17, 1.28, 0.93, 0.24, 0.78, 0.02, 0.56, 0.01, 1.54, 0.02, 1.34, 0.06, 0.53, 0.02, 1.70, -0.14, 0.98, -2.10, 1.41, 0.04, 1.37, nan, 1.2260, 0.9403, 0.7555, -6.6824, -0.3372, nan, 0.9723, 6.5571, 6.9207, 0.1935, 0.8729, 5.9961, 0.3383, 0.8602, 2.7850, 6.5146, 6.8355, 4.9297, 5.7307, -38.2467, 1.6628, 1.4092, 1.4515, 0.1109, -18.5842, 0.2102, 4.8602, -0.0869, 0.0001, 0.5857, 0.4943, 0.8808, 0
362.4120, 0.87, 0.22, 1.46, nan, 1.12, -0.05, 0.53, 0.02, 1.52, -0.04, 1.23, 0.02, 0.95, -0.04, 0.79, 1.30, nan, 1.40, 0.78, 0.06, 1.12, 0.10, 0.56, 1.30, 0.03, 1.80, 0.19, 1.73, 0.34, 1.32, 0.66, 1.52, 0.61, 1.69, 0.59, 1.28, 0.92, 0.84, 1.32, -4.86, 0.64, 1.46, 0.17, 1.30, 0.93, 0.24, 0.78, 0.07, 0.55, 0.02, 1.54, 0.00, 1.33, 0.04, 0.53, 0.02, 1.71, -0.02, 0.98, -0.32, 1.41, 0.04, 1.37, nan, 1.2434, 0.7900, 0.7415, -1.0564, -0.3859, nan, 0.8876, 6.6726, 6.8940, 0.2880, 0.7533, 6.0708, 0.3359, 1.9783, 2.9268, 6.5210, 6.7601, 5.0832, 5.1511, -41.7867, 5.3458, 1.4246, 1.4544, 0.3581, -3.0385, 0.0350, 1.0996, 0.0433, 0.0000, 0.3101, 0.3886, 0.5921, 0
365.7270, 0.87, 0.19, 1.47, nan, 1.14, 0.11, 0.52, 0.04, 1.53, -0.01, 1.23, 0.02, 0.95, 0.13, 0.79, 1.32, nan, 1.42, 0.80, 0.06, 1.12, 0.13, 0.69, 1.30, 0.03, 1.78, 0.21, 1.69, 0.35, 1.22, 0.66, 1.52, 0.60, 1.73, 0.60, 1.28, 0.91, 0.91, 1.31, -4.71, 0.63, 1.46, 0.17, 1.28, 0.93, 0.21, 0.78, 0.03, 0.54, 0.02, 1.54, 0.02, 1.33, 0.01, 0.52, 0.02, 1.73, -0.00, 0.98, 0.01, 1.41, 0.02, 1.37, nan, 1.0567, 0.6108, 0.9949, -0.0641, -0.0643, nan, 0.9750, 6.7659, 6.8797, 0.3079, 0.9771, 6.0890, 0.3324, 2.2313, 2.7370, 6.5152, 6.7511, 5.0572, 5.4018, -40.2481, 5.8705, 1.4032, 1.2517, 0.1446, -0.4481, 0.1741, 0.1833, 0.0635, 0.0000, 0.4782, 0.2179, 0.8409, 0
369.0420, 0.87, 0.20, 1.46, nan, 1.15, 0.15, 0.53, 0.02, 1.54, -0.02, 1.23, 0.04, 0.95, 0.12, 0.79, 1.27, nan, 1.44, 0.80, 0.04, 1.12, 0.11, 0.72, 1.28, 0.03, 1.78, 0.22, 1.68, 0.35, 1.27, 0.66, 1.55, 0.61, 1.72, 0.60, 1.31, 0.90, 0.97, 1.30, -4.42, 0.64, 1.44, 0.17, 1.31, 0.93, 0.22, 0.77, 0.02, 0.53, 0.02, 1.56, 0.00, 1.33, 0.05, 0.53, 0.02, 1.74, -0.02, 0.98, 0.04, 1.42, 0.00, 1.37, nan, 1.1198, 0.5768, 1.1616, 0.0466, -0.1784, nan, 0.7838, 6.5408, 6.8705, 0.2242, 0.7712, 6.0139, 0.3240, 2.3755, 2.9220, 6.6502, 6.8121, 5.1044, 5.6722, -37.3939, 5.9710, 1.4418, 1.3201, 0.1079, -0.0179, 0.0290, 0.4613, 0.0684, -0.1885, 0.2922, 0.0363, 0.7339, 0
