461.8390, 0.87, 0.21, 1.38, nan, 1.15, 0.12, 0.54, 0.04, 1.63, -0.02, 1.23, 0.02, 0.95, 0.12, 0.79, 1.24, nan, 1.42, 0.82, 0.04, 1.15, 0.10, 0.70, 1.30, 0.03, 1.74, 0.46, 1.29, 0.46, 1.02, 0.73, 1.40, 0.74, 1.47, 0.59, 1.31, 0.71, 1.53, 0.97, 0.62, 0.64, 1.45, 0.17, 1.27, 0.93, 0.22, 0.80, 0.06, 0.52, 0.03, 1.59, 0.02, 1.22, 0.05, 0.53, 0.02, 1.84, -0.01, 0.98, 0.08, 1.48, 0.04, 1.37, nan, 1.1648, 0.7240, 0.8945, 0.1493, -0.1824, nan, 0.7709, 6.3959, 6.7692, 0.2039, 0.7764, 5.8769, 0.3157, 3.8839, 3.0579, 6.6952, 7.0417, 4.9891, 7.1152, 3.9320, 6.0578, 1.4009, 1.3197, 0.3173, 0.0867, 0.2007, 0.3681, 0.0700, -0.0670, 0.5186, 0.3627, 0.6122, 0
465.1540, 0.87, 0.22, 1.37, nan, 1.15, 0.10, 0.53, 0.06, 1.62, -0.02, 1.23, 0.02, 0.95, 0.15, 0.79, 1.24, nan, 1.40, 0.82, 0.02, 1.17, 0.10, 0.70, 1.27, 0.03, 1.72, 0.46, 1.27, 0.45, 1.02, 0.74, 1.40, 0.75, 1.44, 0.59, 1.32, 0.70, 1.56, 0.96, 0.70, 0.64, 1.44, 0.17, 1.30, 0.93, 0.22, 0.80, 0.06, 0.52, 0.02, 1.57, 0.00, 1.21, 0.02, 0.53, 0.02, 1.85, -0.00, 0.98, 0.06, 1.48, 0.01, 1.37, nan, 1.2347, 0.5655, 0.7720, 0.1968, -0.2059, nan, 0.9576, 6.3933, 6.7782, 0.1231, 0.7632, 5.7468, 0.2978, 3.7907, 3.0012, 6.7659, 7.0600, 5.0243, 7.1090, 4.3832, 6.0085, 1.4290, 1.3314, 0.3123, 0.0707, 0.0335, 0.1926, 0.0684, -0.0112, 0.4062, 0.0605, 0.8458, 0
468.4680, 0.87, 0.19, 1.36, nan, 1.15, 0.12, 0.53, 0.06, 1.63, -0.02, 1.23, 0.00, 0.96, 0.18, 0.79, 1.24, nan, 1.40, 0.83, 0.02, 1.18, 0.08, 0.69, 1.26, 0.03, 1.74, 0.46, 1.28, 0.44, 1.05, 0.75, 1.37, 0.76, 1.42, 0.59, 1.27, 0.71, 1.56, 0.94, 0.77, 0.64, 1.42, 0.17, 1.28, 0.93, 0.24, 0.79, 0.03, 0.52, 0.00, 1.56, 0.03, 1.22, 0.04, 0.52, 0.00, 1.84, 0.02, 0.98, 0.06, 1.50, 0.02, 1.37, nan, 1.0584, 0.9755, 0.8761, 0.2047, -0.2109, nan, 1.0924, 6.3876, 6.8771, 0.1111, 0.6397, 5.6382, 0.3043, 3.8200, 3.0116, 6.7105, 7.0553, 4.8397, 7.1960, 4.7114, 5.9555, 1.4039, 1.4354, 0.1369, 0.0118, 0.3441, 0.2962, 0.0114, 0.1976, 0.3875, 0.1726, 0.2894, 0
471.7800, 0.87, 0.16, 1.35, nan, 1.15, 0.12, 0.53, 0.04, 1.64, -0.02, 1.23, 0.00, 0.95, 0.15, 0.79, 1.26, nan, 1.38, 0.82, 0.04, 1.17, 0.08, 0.67, 1.29, 0.03, 1.71, 0.46, 1.26, 0.45, 1.01, 0.75, 1.39, 0.75, 1.42, 0.57, 1.31, 0.71, 1.54, 0.93, 0.83, 0.64, 1.42, 0.17, 1.25, 0.93, 0.22, 0.79, 0.04, 0.53, 0.00, 1.57, 0.04, 1.21, 0.06, 0.53, 0.03, 1.84, -0.01, 0.98, 0.03, 1.51, 0.05, 1.37, nan, 0.9342, 1.0438, 0.8934, 0.1487, -0.2133, nan, 0.9071, 6.4778, 6.8170, 0.1966, 0.6144, 5.6784, 0.3074, 3.7749, 2.9493, 6.7684, 6.9805, 4.8963, 7.1335, 5.0067, 5.9342, 1.3685, 1.3507, 0.1957, 0.0020, 0.3985, 0.4415, 0.1180, -0.1665, 0.1714, 0.5194, 0.6441, 0
475.0950, 0.87, 0.21, 1.35, nan, 1.15, 0.12, 0.54, 0.07, 1.63, -0.02, 1.23, 0.02, 0.95, 0.16, 0.79, 1.23, nan, 1.36, 0.81, 0.07, 1.16, 0.11, 0.68, 1.28, 0.03, 1.73, 0.47, 1.21, 0.46, 0.93, 0.75, 1.37, 0.76, 1.40, 0.56, 1.32, 0.72, 1.51, 0.92, 0.87, 0.64, 1.40, 0.17, 1.31, 0.93, 0.24, 0.80, 0.04, 0.54, 0.00, 1.58, 0.02, 1.20, 0.06, 0.52, 0.01, 1.85, 0.01, 0.98, 0.07, 1.51, 0.01, 1.37, nan, 1.1963, 0.9083, 0.8963, 0.2586, -0.2121, nan, 0.9793, 6.3153, 6.7247, 0.3849, 0.8555, 5.7122, 0.3142, 3.6908, 2.7994, 6.7109, 6.9649, 4.8083, 7.0731, 5.1996, 5.8609, 1.4418, 1.4376, 0.2076, 0.0003, 0.2383, 0.4627, 0.0197, 0.1728, 0.4551, 0.0866, 0.4053, 0
478.4090, 0.87, 0.19, 1.35, nan, 1.16, 0.09, 0.54, 0.03, 1.64, -0.00, 1.23, 0.02, 0.95, 0.14, 0.79, 1.22, nan, 1.34, 0.81, 0.08, 1.15, 0.12, 0.67, 1.31, 0.03, 1.74, 0.48, 1.20, 0.45, 1.01, 0.77, 1.39, 0.75, 1.43, 0.57, 1.32, 0.73, 1.45, 0.90, 0.95, 0.65, 1.42, 0.17, 1.27, 0.93, 0.22, 0.80, 0.01, 0.54, 0.02, 1.59, 0.02, 1.20, 0.09, 0.51, 0.00, 1.85, 0.00, 0.98, 0.08, 1.50, 0.03, 1.37, nan, 1.0499, 0.7389, 0.6530, 0.1014, -0.0354, nan, 0.8877, 6.2887, 6.7031, 0.4162, 0.8868, 5.7636, 0.3075, 3.7706, 2.9629, 6.9508, 7.0472, 4.8911, 6.9152, 5.5661, 6.0049, 1.3936, 1.3510, 0.0346, 0.0579, 0.2126, 0.7318, 0.0033, 0.0288, 0.5029, 0.3394, 0.5139, 0
481.7220, 0.87, 0.21, 1.36, nan, 1.17, 0.08, 0.55, 0.05, 1.63, -0.00, 1.23, 0.02, 0.95, 0.16, 0.79, 1.25, nan, 1.34, 0.81, 0.05, 1.14, 0.12, 0.67, 1.29, 0.03, 1.72, 0.49, 1.17, 0.46, 1.05, 0.76, 1.37, 0.74, 1.46, 0.58, 1.30, 0.74, 1.39, 0.89, 0.99, 0.66, 1.35, 0.17, 1.28, 0.93, 0.20, 0.79, 0.02, 0.53, 0.02, 1.61, 0.04, 1.21, 0.10, 0.50, 0.00, 1.85, -0.03, 0.98, 0.08, 1.50, 0.04, 1.37, nan, 1.2156, 0.8643, 0.6172, 0.1966, -0.0059, nan, 0.9761, 6.4613, 6.7871, 0.2454, 0.8926, 5.6264, 0.2955, 3.7542, 3.1432, 6.7470, 7.0286, 4.9445, 6.7338, 5.7709, 5.8326, 1.4147, 1.2356, 0.0907, 0.0675, 0.3844, 0.7766, 0.0005, -0.3962, 0.5104, 0.3816, 0.5320, 0
485.0370, 0.87, 0.22, 1.36, nan, 1.18, 0.11, 0.56, 0.04, 1.63, -0.02, 1.23, 0.00, 0.95, 0.16, 0.79, 1.24, nan, 1.32, 0.80, 0.04, 1.15, 0.12, 0.68, 1.26, 0.03, 1.74, 0.49, 1.19, 0.46, 1.04, 0.75, 1.41, 0.75, 1.44, 0.59, 1.25, 0.74, 1.43, 0.88, 1.05, 0.67, 1.39, 0.17, 1.25, 0.93, 0.25, 0.79, 0.04, 0.55, 0.00, 1.61, 0.02, 1.21, 0.05, 0.51, 0.02, 1.84, -0.01, 0.98, 0.08, 1.50, 0.02, 1.37, nan, 1.2442, 0.7368, 0.8726, 0.1552, -0.1775, nan, 0.9918, 6.4042, 6.8078, 0.2138, 0.9019, 5.6233, 0.3122, 3.7760, 3.1369, 6.8552, 7.0578, 4.8274, 6.8586, 6.0174, 6.1117, 1.3651, 1.5194, 0.1875, 0.0112, 0.2385, 0.3909, 0.0553, -0.0660, 0.5116, 0.2261, 0.8314, 0
488.3500, 0.87, 0.24, 1.38, nan, 1.18, 0.12, 0.55, 0.02, 1.63, -0.00, 1.23, 0.02, 0.95, 0.14, 0.79, 1.24, nan, 1.29, 0.79, 0.02, 1.15, 0.10, 0.67, 1.28, 0.03, 1.72, 0.47, 1.25, 0.46, 1.01, 0.75, 1.40, 0.74, 1.46, 0.59, 1.31, 0.74, 1.42, 0.87, 1.07, 0.68, 1.35, 0.17, 1.22, 0.93, 0.24, 0.80, 0.04, 0.56, 0.03, 1.62, 0.02, 1.20, 0.04, 0.51, 0.00, 1.83, 0.02, 0.98, 0.05, 1.50, 0.00, 1.37, nan, 1.3407, 1.0197, 0.9163, 0.0858, -0.0296, nan, 0.8898, 6.3947, 6.7056, 0.1211, 0.7711, 5.6030, 0.3046, 3.8551, 3.0394, 6.8899, 7.0366, 4.9974, 6.8800, 6.0929, 5.9380, 1.3387, 1.4657, 0.2063, 0.1237, 0.2153, 0.3245, 0.0092, 0.1869, 0.2983, 0.0377, 0.4360, 0
491.6630, 0.87, 0.24, 1.38, nan, 1.18, 0.10, 0.54, 0.00, 1.63, -0.02, 1.23, 0.02, 0.95, 0.12, 0.79, 1.21, nan, 1.33, 0.80, 0.07, 1.14, 0.10, 0.66, 1.30, 0.03, 1.74, 0.47, 1.22, 0.46, 0.98, 0.75, 1.38, 0.73, 1.49, 0.59, 1.32, 0.74, 1.42, 0.86, 1.13, 0.69, 1.32, 0.17, 1.29, 0.93, 0.22, 0.80, 0.07, 0.56, 0.02, 1.62, 0.00, 1.20, 0.07, 0.52, 0.02, 1.83, -0.01, 0.98, 0.02, 1.51, 0.02, 1.37, nan, 1.3568, 0.9173, 0.7933, 0.0143, -0.1815, nan, 0.7702, 6.2160, 6.8745, 0.3660, 0.7431, 5.5996, 0.3064, 3.7657, 2.9602, 6.7957, 7.1090, 5.0200, 6.8836, 6.3038, 5.9330, 1.4072, 1.3557, 0.3797, 0.0810, 0.0359, 0.5770, 0.0583, -0.1668, 0.1565, 0.1698, 0.5185, 0
494.9780, 0.87, 0.21, 1.38, nan, 1.19, 0.10, 0.55, 0.00, 1.63, -0.00, 1.23, 0.02, 0.95, 0.14, 0.79, 1.22, nan, 1.32, 0.80, 0.05, 1.14, 0.10, 0.66, 1.32, 0.03, 1.72, 0.48, 1.20, 0.45, 1.00, 0.77, 1.38, 0.73, 1.48, 0.59, 1.30, 0.74, 1.42, 0.85, 1.15, 0.70, 1.32, 0.17, 1.28, 0.93, 0.22, 0.80, 0.06, 0.56, 0.02, 1.61, 0.00, 1.21, 0.05, 0.53, 0.00, 1.81, -0.00, 0.98, 0.09, 1.52, 0.00, 1.37, nan, 1.1725, 0.9003, 0.7807, 0.0024, -0.0302, nan, 0.8534, 6.2774, 6.8167, 0.2339, 0.7452, 5.6761, 0.2958, 3.7831, 2.9407, 6.8816, 7.0419, 5.0337, 6.8779, 6.3665, 6.0067, 1.4055, 1.3384, 0.3227, 0.0744, 0.0060, 0.3576, 0.0097, -0.0278, 0.5594, 0.0283, 0.5328, 0
498.2920, 0.87, 0.20, 1.39, nan, 1.21, 0.08, 0.56, 0.05, 1.63, -0.00, 1.23, 0.04, 0.96, 0.14, 0.79, 1.25, nan, 1.34, 0.79, 0.07, 1.16, 0.12, 0.66, 1.30, 0.03, 1.70, 0.50, 1.17, 0.44, 1.07, 0.77, 1.38, 0.72, 1.55, 0.61, 1.23, 0.74, 1.44, 0.83, 1.19, 0.71, 1.32, 0.17, 1.28, 0.93, 0.19, 0.80, 0.01, 0.55, 0.00, 1.60, 0.05, 1.20, 0.04, 0.54, 0.02, 1.80, 0.02, 0.98, 0.06, 1.53, 0.00, 1.37, nan, 1.1412, 0.3006, 0.6551, 0.1837, -0.0050, nan, 0.8677, 6.4594, 6.9044, 0.3807, 0.8778, 5.6118, 0.2837, 3.7615, 3.0536, 6.8902, 7.2255, 4.8673, 6.8827, 6.4770, 6.1049, 1.4058, 1.1329, 0.0538, 0.0124, 0.5203, 0.3190, 0.0610, 0.1912, 0.4130, 0.0047, 0.5351, 0
501.6050, 0.87, 0.20, 1.38, nan, 1.22, 0.08, 0.57, 0.04, 1.63, -0.02, 1.23, 0.01, 0.96, 0.16, 0.79, 1.23, nan, 1.31, 0.78, 0.05, 1.17, 0.09, 0.67, 1.30, 0.03, 1.70, 0.49, 1.19, 0.45, 1.04, 0.76, 1.43, 0.72, 1.51, 0.61, 1.24, 0.72, 1.46, 0.82, 1.22, 0.71, 1.30, 0.17, 1.25, 0.93, 0.21, 0.78, 0.07, 0.54, 0.00, 1.59, 0.04, 1.18, 0.02, 0.54, 0.04, 1.80, 0.02, 0.98, 0.09, 1.54, 0.00, 1.37, nan, 1.1350, 0.6480, 0.6389, 0.1556, -0.1774, nan, 0.9738, 6.3127, 6.7357, 0.2317, 0.6536, 5.6740, 0.2889, 3.7772, 3.0542, 7.0535, 7.0296, 4.9114, 6.8684, 6.5115, 6.0327, 1.3637, 1.3003, 0.3485, 0.0021, 0.4325, 0.1813, 0.1263, 0.2272, 0.6027, 0.0008, 0.3861, 0
504.9190, 0.87, 0.18, 1.39, nan, 1.23, 0.10, 0.59, 0.02, 1.63, -0.00, 1.23, 0.00, 0.95, 0.16, 0.79, 1.24, nan, 1.28, 0.79, 0.06, 1.18, 0.10, 0.67, 1.30, 0.03, 1.73, 0.50, 1.20, 0.44, 1.06, 0.76, 1.37, 0.71, 1.53, 0.61, 1.21, 0.71, 1.48, 0.81, 1.20, 0.71, 1.30, 0.17, 1.22, 0.93, 0.20, 0.79, 0.04, 0.55, 0.02, 1.59, 0.04, 1.17, 0.07, 0.53, 0.01, 1.80, 0.00, 0.98, 0.08, 1.55, 0.03, 1.37, nan, 1.0391, 0.7116, 0.7757, 0.0895, -0.0296, nan, 0.9904, 6.3794, 6.7108, 0.2949, 0.7496, 5.6901, 0.3111, 3.8683, 3.0251, 6.7527, 7.0588, 4.7813, 6.8477, 6.3345, 6.0321, 1.3488, 1.2271, 0.2310, 0.0597, 0.4179, 0.5385, 0.0211, 0.0379, 0.5275, 0.3376, 0.2128, 0
508.2320, 0.87, 0.23, 1.38, nan, 1.24, 0.08, 0.60, 0.04, 1.63, 0.02, 1.23, 0.00, 0.96, 0.13, 0.79, 1.26, nan, 1.31, 0.79, 0.04, 1.19, 0.12, 0.67, 1.32, 0.03, 1.74, 0.51, 1.20, 0.44, 1.04, 0.75, 1.43, 0.71, 1.51, 0.60, 1.30, 0.70, 1.51, 0.80, 1.27, 0.72, 1.25, 0.17, 1.29, 0.93, 0.23, 0.80, 0.04, 0.55, 0.02, 1.59, 0.02, 1.16, 0.05, 0.54, 0.00, 1.80, 0.00, 0.98, 0.08, 1.56, 0.06, 1.37, nan, 1.3075, 1.0150, 0.6689, 0.1451, 0.1716, nan, 0.7869, 6.4765, 6.7894, 0.2200, 0.8999, 5.7599, 0.3221, 3.9565, 2.9729, 6.9368, 7.0018, 5.0584, 6.9124, 6.5882, 5.8806, 1.4088, 1.4170, 0.2135, 0.0693, 0.2426, 0.3418, 0.0035, 0.0063, 0.5150, 0.5630, 0.6303, 0
511.5450, 0.87, 0.17, 1.37, nan, 1.23, 0.08, 0.61, 0.02, 1.63, -0.01, 1.23, 0.02, 0.96, 0.14, 0.79, 1.26, nan, 1.32, 0.80, 0.04, 1.19, 0.12, 0.67, 1.29, 0.03, 1.72, 0.51, 1.18, 0.44, 1.04, 0.74, 1.39, 0.71, 1.53, 0.61, 1.10, 0.70, 1.45, 0.79, 1.31, 0.73, 0.88, 0.17, 1.25, 0.93, 0.22, 0.82, 0.01, 0.55, 0.02, 1.59, 0.00, 1.17, 0.06, 0.56, 0.00, 1.80, 0.02, 0.98, 0.10, 1.56, 0.01, 1.37, nan, 0.9742, 0.9103, 0.6469, 0.0903, -0.1480, nan, 0.8567, 6.4926, 6.8025, 0.2096, 0.9250, 5.6258, 0.3208, 3.9159, 2.9642, 6.7254, 7.0610, 4.3482, 6.6196, 6.7117, 4.1745, 1.3699, 1.3476, 0.0356, 0.0709, 0.0404, 0.4382, 0.0006, 0.1964, 0.6186, 0.0938, 0.6998, 0
514.8590, 0.87, 0.18, 1.37, nan, 1.22, 0.06, 0.60, 0.07, 1.62, -0.04, 1.23, 0.04, 0.95, 0.16, 0.79, 1.23, nan, 1.32, 0.79, 0.06, 1.19, 0.12, 0.66, 1.30, 0.03, 1.72, 0.51, 1.18, 0.43, 1.07, 0.75, 1.35, 0.71, 1.51, 0.61, 1.07, 0.69, 1.53, 0.78, 1.27, 0.73, 0.91, 0.17, 1.26, 0.93, 0.22, 0.83, 0.00, 0.55, 0.02, 1.61, 0.02, 1.18, 0.04, 0.55, 0.02, 1.80, -0.01, 0.98, 0.07, 1.57, 0.00, 1.37, nan, 1.0129, 0.7439, 0.5052, 0.2749, -0.3752, nan, 0.9714, 6.3235, 6.8047, 0.2912, 0.9297, 5.6086, 0.3133, 3.9092, 2.9871, 6.6163, 6.9959, 4.2298, 6.8369, 6.4714, 4.3130, 1.3759, 1.3360, 0.0059, 0.0712, 0.1812, 0.3298, 0.0595, -0.1626, 0.4234, 0.0156, 0.5630, 0
518.1730, 0.87, 0.20, 1.36, nan, 1.21, 0.09, 0.60, 0.06, 1.61, -0.01, 1.23, 0.02, 0.96, 0.14, 0.79, 1.24, nan, 1.32, 0.80, 0.04, 1.19, 0.09, 0.67, 1.27, 0.03, 1.72, 0.51, 1.16, 0.43, 1.06, 0.77, 1.36, 0.71, 1.57, 0.61, 1.01, 0.69, 1.54, 0.77, 1.31, 0.71, 0.94, 0.17, 1.29, 0.93, 0.24, 0.84, 0.00, 0.55, 0.04, 1.62, 0.05, 1.19, 0.09, 0.56, 0.00, 1.79, -0.02, 0.98, 0.11, 1.58, 0.03, 1.37, nan, 1.1146, 0.8641, 0.7394, 0.2411, -0.0625, nan, 0.8874, 6.3812, 6.8051, 0.2214, 0.6721, 5.5277, 0.3043, 3.8529, 2.9493, 6.7684, 7.2131, 4.0070, 6.8799, 6.6120, 4.3496, 1.4190, 1.4351, 0.0010, 0.1306, 0.5573, 0.7034, 0.0099, -0.2214, 0.7112, 0.3453, 0.8381, 0
521.4860, 0.87, 0.20, 1.36, nan, 1.22, 0.12, 0.60, 0.04, 1.61, -0.03, 1.23, 0.00, 0.96, 0.17, 0.79, 1.27, nan, 1.34, 0.81, 0.06, 1.18, 0.11, 0.68, 1.26, 0.03, 1.70, 0.52, 1.13, 0.41, 1.09, 0.76, 1.38, 0.71, 1.56, 0.62, 1.07, 0.69, 1.52, 0.76, 1.34, 0.72, 0.94, 0.17, 1.28, 0.93, 0.22, 0.85, 0.00, 0.55, 0.02, 1.61, 0.03, 1.19, 0.07, 0.55, 0.03, 1.78, -0.02, 0.98, 0.07, 1.57, 0.01, 1.37, nan, 1.1316, 0.8836, 0.9175, 0.1704, -0.3615, nan, 1.0807, 6.5627, 6.8155, 0.3010, 0.8808, 5.6069, 0.2850, 3.7961, 2.9545, 6.7750, 7.1727, 4.3047, 6.8058, 6.6203, 4.4208, 1.4075, 1.3506, 0.0002, 0.0811, 0.2674, 0.5063, 0.1204, -0.2296, 0.4388, 0.0576, 0.8829, 0
524.8000, 0.87, 0.22, 1.36, nan, 1.22, 0.10, 0.61, 0.04, 1.63, -0.01, 1.23, 0.02, 0.95, 0.13, 0.79, 1.25, nan, 1.31, 0.81, 0.04, 1.17, 0.09, 0.67, 1.29, 0.03, 1.72, 0.51, 1.17, 0.41, 1.08, 0.75, 1.41, 0.71, 1.56, 0.61, 1.08, 0.69, 1.54, 0.76, 1.34, 0.72, 0.97, 0.17, 1.26, 0.93, 0.24, 0.86, 0.00, 0.54, 0.00, 1.61, 0.04, 1.20, 0.06, 0.55, 0.01, 1.77, -0.00, 0.98, 0.08, 1.56, 0.00, 1.37, nan, 1.2292, 0.7389, 0.8144, 0.1612, -0.0602, nan, 0.8004, 6.4211, 6.6423, 0.2262, 0.6551, 5.6731, 0.2928, 3.8892, 2.8543, 6.8598, 7.1660, 4.2840, 6.8679, 6.6331, 4.5306, 1.3879, 1.4376, 0.0000, 0.0135, 0.3935, 0.4734, 0.0201, -0.0383, 0.5002, 0.0096, 0.7414, 0
528.1140, 0.87, 0.19, 1.36, nan, 1.23, 0.12, 0.62, 0.07, 1.63, -0.03, 1.23, 0.00, 0.95, 0.17, 0.79, 1.22, nan, 1.32, 0.80, 0.11, 1.16, 0.11, 0.67, 1.27, 0.03, 1.74, 0.50, 1.18, 0.41, 1.08, 0.74, 1.40, 0.70, 1.51, 0.60, 1.15, 0.69, 1.52, 0.76, 1.32, 0.70, 1.03, 0.17, 1.26, 0.93, 0.24, 0.88, 0.02, 0.55, 0.02, 1.61, 0.04, 1.20, 0.06, 0.54, 0.02, 1.78, 0.02, 0.98, 0.08, 1.57, 0.02, 1.37, nan, 1.0559, 1.0044, 0.9388, 0.2977, -0.3632, nan, 1.0662, 6.3115, 6.7780, 0.5570, 0.8628, 5.5384, 0.2972, 3.8329, 2.9079, 6.7933, 6.9223, 4.4591, 6.8039, 6.5645, 4.7045, 1.3789, 1.4521, 0.0953, 0.0616, 0.4145, 0.4716, 0.0617, 0.1863, 0.5105, 0.1719, 0.5704, 0
531.4260, 0.87, 0.20, 1.34, nan, 1.24, 0.09, 0.61, 0.05, 1.62, -0.01, 1.23, 0.00, 0.95, 0.13, 0.79, 1.25, nan, 1.30, 0.80, 0.07, 1.17, 0.07, 0.66, 1.31, 0.03, 1.69, 0.49, 1.20, 0.42, 1.08, 0.74, 1.40, 0.71, 1.50, 0.59, 1.16, 0.69, 1.50, 0.77, 1.30, 0.69, 1.05, 0.17, 1.23, 0.93, 0.21, 0.88, 0.02, 0.56, 0.00, 1.61, 0.04, 1.20, 0.08, 0.53, 0.00, 1.78, 0.00, 0.98, 0.08, 1.58, 0.02, 1.37, nan, 1.1207, 0.7492, 0.6976, 0.1824, -0.0605, nan, 0.7980, 6.4651, 6.7147, 0.3522, 0.5245, 5.6659, 0.2813, 3.7943, 2.9871, 6.7765, 6.9728, 4.4279, 6.7187, 6.5437, 4.7496, 1.3462, 1.2524, 0.1112, 0.0103, 0.4180, 0.5974, 0.0103, 0.0311, 0.5122, 0.2000, 0.5409, 0
534.7400, 0.87, 0.22, 1.33, nan, 1.24, 0.11, 0.62, 0.07, 1.63, -0.03, 1.23, 0.02, 0.95, 0.14, 0.79, 1.24, nan, 1.28, 0.80, 0.04, 1.18, 0.09, 0.66, 1.30, 0.03, 1.71, 0.50, 1.20, 0.43, 1.01, 0.75, 1.37, 0.71, 1.52, 0.59, 1.18, 0.69, 1.45, 0.78, 1.30, 0.68, 1.08, 0.17, 1.22, 0.93, 0.22, 0.88, 0.02, 0.57, 0.03, 1.61, 0.04, 1.20, 0.08, 0.53, 0.02, 1.78, 0.02, 0.98, 0.08, 1.58, 0.02, 1.37, nan, 1.2279, 0.4134, 0.9194, 0.3012, -0.3632, nan, 0.8580, 6.3996, 6.6958, 0.2321, 0.7280, 5.6096, 0.3062, 3.8660, 2.8108, 6.6946, 6.9796, 4.5524, 6.4811, 6.6194, 4.7566, 1.3407, 1.3202, 0.1144, 0.1257, 0.4186, 0.6183, 0.0585, 0.1979, 0.5119, 0.2047, 0.3870, 0
538.0530, 0.87, 0.15, 1.32, nan, 1.22, 0.12, 0.62, 0.03, 1.64, -0.01, 1.23, 0.00, 0.95, 0.12, 0.79, 1.24, nan, 1.31, 0.80, 0.06, 1.17, 0.12, 0.66, 1.28, 0.03, 1.72, 0.51, 1.17, 0.43, 1.04, 0.75, 1.38, 0.71, 1.52, 0.59, 1.21, 0.68, 1.44, 0.77, 1.32, 0.67, 1.08, 0.17, 1.20, 0.93, 0.24, 0.88, 0.02, 0.57, 0.01, 1.61, 0.01, 1.20, 0.06, 0.53, 0.04, 1.78, 0.00, 0.98, 0.11, 1.57, 0.00, 1.37, nan, 0.8671, 0.7830, 0.9475, 0.1179, -0.0605, nan, 0.7643, 6.3939, 6.7869, 0.2981, 0.8828, 5.5231, 0.2957, 3.8457, 2.8736, 6.6850, 7.0600, 4.6340, 6.3541, 6.6367, 4.6921, 1.3268, 1.4325, 0.1144, 0.0209, 0.0698, 0.4921, 0.1254, 0.0330, 0.7254, 0.0341, 0.6598, 0
541.3660, 0.87, 0.21, 1.31, nan, 1.22, 0.09, 0.61, 0.04, 1.64, -0.02, 1.23, 0.02, 0.95, 0.15, 0.79, 1.21, nan, 1.30, 0.80, 0.08, 1.17, 0.09, 0.66, 1.28, 0.03, 1.72, 0.51, 1.14, 0.43, 1.01, 0.75, 1.36, 0.71, 1.55, 0.59, 1.19, 0.68, 1.41, 0.77, 1.30, 0.66, 1.16, 0.17, 1.25, 0.93, 0.24, 0.88, 0.02, 0.57, 0.03, 1.62, 0.02, 1.19, 0.08, 0.53, 0.02, 1.79, 0.00, 0.98, 0.05, 1.58, 0.02, 1.37, nan, 1.1862, 0.8388, 0.6881, 0.1525, -0.1882, nan, 0.9555, 6.2159, 6.7162, 0.3955, 0.6539, 5.5196, 0.3018, 3.7871, 2.7961, 6.6850, 7.1405, 4.5153, 6.2715, 6.5557, 4.9605, 1.3688, 1.4512, 0.1144, 0.1274, 0.1871, 0.6002, 0.0792, 0.0055, 0.3339, 0.1770, 0.7058, 0
544.6790, 0.87, 0.18, 1.31, nan, 1.21, 0.11, 0.60, 0.07, 1.64, -0.00, 1.23, 0.02, 0.95, 0.16, 0.79, 1.20, nan, 1.32, 0.81, 0.06, 1.18, 0.11, 0.67, 1.21, 0.03, 1.72, 0.50, 1.19, 0.42, 1.03, 0.77, 1.34, 0.71, 1.54, 0.59, 1.16, 0.70, 1.37, 0.77, 1.32, 0.65, 1.14, 0.17, 1.23, 0.93, 0.24, 0.88, 0.00, 0.57, 0.02, 1.63, 0.00, 1.21, 0.05, 0.53, 0.02, 1.80, 0.00, 0.98, 0.08, 1.59, 0.00, 1.37, nan, 1.0487, 0.7065, 0.9022, 0.2853, -0.0314, nan, 0.9874, 6.1914, 6.7960, 0.3300, 0.8777, 5.2941, 0.2951, 3.8648, 2.7993, 6.6965, 7.0841, 4.4372, 6.2031, 6.6260, 4.8635, 1.3450, 1.4554, 0.0191, 0.0832, 0.0312, 0.3625, 0.0715, 0.0009, 0.4822, 0.0295, 0.8609, 0
547.9920, 0.87, 0.21, 1.31, nan, 1.21, 0.10, 0.60, 0.05, 1.64, -0.03, 1.23, 0.00, 0.95, 0.19, 0.79, 1.20, nan, 1.30, 0.80, 0.11, 1.18, 0.12, 0.68, 1.22, 0.03, 1.72, 0.50, 1.20, 0.43, 1.01, 0.76, 1.39, 0.71, 1.52, 0.59, 1.14, 0.70, 1.28, 0.77, 1.32, 0.64, 1.17, 0.17, 1.22, 0.93, 0.22, 0.88, 0.00, 0.56, 0.04, 1.64, 0.05, 1.21, 0.06, 0.53, 0.00, 1.80, 0.00, 0.98, 0.05, 1.60, 0.03, 1.37, nan, 1.2143, 0.6891, 0.8061, 0.1778, -0.3615, nan, 1.1994, 6.1873, 6.7963, 0.5737, 0.9150, 5.4248, 0.2944, 3.8882, 2.7837, 6.8510, 7.0773, 4.4201, 5.8236, 6.6378, 4.9171, 1.3405, 1.3540, 0.0032, 0.1347, 0.5401, 0.4537, 0.0119, -0.0004, 0.2939, 0.3528, 0.7372, 0
